am,lf,evalue
410427,TRINITY_DN12951_c0_g1,0.0
408409,TRINITY_DN12845_c0_g1,6e-131
410428,TRINITY_DN27349_c0_g1,2e-131
410428,TRINITY_DN27349_c0_g1,3e-30
410429,TRINITY_DN6922_c0_g1,1e-80
726093,TRINITY_DN13502_c0_g1,0.0
100578442,TRINITY_DN5331_c0_g1,1e-34
408411,TRINITY_DN8227_c0_g1,2e-173
408412,TRINITY_DN18663_c0_g1,5e-175
726182,TRINITY_DN13981_c0_g1,0.0
726205,TRINITY_DN25423_c0_g2,7e-82
408413,TRINITY_DN6108_c0_g1,0.0
726248,TRINITY_DN28656_c0_g1,1e-179
726248,TRINITY_DN28656_c0_g1,1e-21
726248,TRINITY_DN28656_c0_g1,4e-12
726248,TRINITY_DN28656_c0_g1,1e-10
726248,TRINITY_DN28656_c0_g1,8e-10
726248,TRINITY_DN28656_c0_g1,3e-09
726248,TRINITY_DN28656_c0_g1,2e-08
410432,TRINITY_DN8885_c0_g1,0.0
551739,TRINITY_DN8150_c0_g1,0.0
413491,TRINITY_DN12958_c0_g1,5e-132
726371,TRINITY_DN10919_c0_g1,5e-127
102656393,TRINITY_DN33954_c0_g1,1e-48
409825,TRINITY_DN18709_c0_g1,0.0
726472,TRINITY_DN12801_c0_g1,4e-118
409826,TRINITY_DN2279_c0_g1,6e-81
409827,TRINITY_DN19004_c0_g1,7e-106
726526,TRINITY_DN1776_c0_g1,6e-29
100576248,TRINITY_DN8746_c0_g1,6e-41
100576248,TRINITY_DN8746_c0_g1,2e-35
100576248,TRINITY_DN8746_c0_g1,1e-33
100576248,TRINITY_DN8746_c0_g1,9e-15
100576248,TRINITY_DN8746_c0_g1,2e-07
409829,TRINITY_DN12625_c0_g1,0.0
726598,TRINITY_DN13150_c1_g1,0.0
724803,TRINITY_DN12971_c0_g1,3e-85
410435,TRINITY_DN2176_c0_g2,8e-92
100578338,TRINITY_DN11138_c0_g2,5e-30
100578338,TRINITY_DN11138_c0_g2,5e-21
408420,TRINITY_DN13684_c2_g1,0.0
724592,TRINITY_DN9831_c0_g1,0.0
408418,TRINITY_DN13995_c0_g1,0.0
552256,TRINITY_DN5758_c0_g1,1e-110
408417,TRINITY_DN13785_c2_g1,7e-172
408416,TRINITY_DN12826_c2_g1,0.0
724378,TRINITY_DN12826_c2_g1,5e-103
100578649,TRINITY_DN7251_c0_g1,3e-40
410434,TRINITY_DN5971_c0_g1,8e-165
408415,TRINITY_DN3498_c0_g2,1e-80
724205,TRINITY_DN3631_c0_g1,0.0
408414,TRINITY_DN4494_c0_g2,2e-175
102656701,TRINITY_DN6167_c0_g1,1e-47
100578751,TRINITY_DN38707_c0_g1,6e-30
100578886,TRINITY_DN38707_c0_g1,9e-26
408434,TRINITY_DN11746_c0_g1,0.0
726815,TRINITY_DN10769_c0_g1,0.0
410463,TRINITY_DN2661_c0_g1,3e-168
552354,TRINITY_DN12670_c0_g1,5e-71
552377,TRINITY_DN7501_c1_g1,0.0
410462,TRINITY_DN12802_c1_g2,0.0
726759,TRINITY_DN7134_c0_g1,6e-82
102654373,TRINITY_DN7134_c0_g1,0.0
408433,TRINITY_DN10424_c0_g1,0.0
102654608,TRINITY_DN30094_c0_g1,4e-20
410459,TRINITY_DN7524_c0_g1,0.0
726710,TRINITY_DN32603_c0_g1,4e-83
408432,TRINITY_DN9023_c0_g1,0.0
552210,TRINITY_DN6072_c0_g1,0.0
726648,TRINITY_DN16407_c0_g1,3e-103
726599,TRINITY_DN7246_c0_g1,8e-153
408431,TRINITY_DN13437_c0_g1,0.0
410456,TRINITY_DN12692_c0_g1,2e-177
408430,TRINITY_DN13899_c0_g1,0.0
726547,TRINITY_DN7164_c0_g1,1e-161
408429,TRINITY_DN13997_c1_g2,0.0
410454,TRINITY_DN11593_c0_g1,0.0
726391,TRINITY_DN1892_c0_g1,4e-84
726352,TRINITY_DN2557_c0_g1,2e-92
726352,TRINITY_DN2557_c0_g1,2e-57
726329,TRINITY_DN2557_c0_g1,3e-65
410452,TRINITY_DN1892_c0_g1,2e-174
408428,TRINITY_DN6410_c0_g1,2e-100
408427,TRINITY_DN14041_c0_g1,0.0
102656433,TRINITY_DN14041_c1_g1,1e-73
410451,TRINITY_DN10923_c0_g1,0.0
408426,TRINITY_DN9061_c0_g3,1e-149
100577543,TRINITY_DN10198_c0_g1,6e-36
100578957,TRINITY_DN8827_c0_g1,2e-98
726040,TRINITY_DN11645_c0_g1,0.0
410449,TRINITY_DN11922_c0_g1,0.0
410448,TRINITY_DN11320_c0_g1,0.0
410447,TRINITY_DN8970_c0_g1,0.0
551592,TRINITY_DN36030_c0_g1,9e-50
408424,TRINITY_DN7170_c0_g1,4e-86
725856,TRINITY_DN14230_c0_g1,2e-148
410039,TRINITY_DN14230_c0_g1,2e-162
410446,TRINITY_DN23467_c0_g1,0.0
100577696,TRINITY_DN24764_c0_g1,2e-67
100577696,TRINITY_DN24764_c0_g1,3e-17
100577696,TRINITY_DN24764_c0_g1,5e-11
100577696,TRINITY_DN24764_c0_g1,3e-09
100576555,TRINITY_DN6058_c0_g1,4e-62
725619,TRINITY_DN34234_c0_g1,0.0
412747,TRINITY_DN12413_c0_g1,0.0
408423,TRINITY_DN5082_c0_g1,0.0
102655054,TRINITY_DN14787_c0_g1,2e-134
410442,TRINITY_DN1166_c0_g1,0.0
410441,TRINITY_DN5493_c0_g1,0.0
725354,TRINITY_DN23913_c0_g1,1e-114
410439,TRINITY_DN24121_c0_g1,1e-159
408421,TRINITY_DN14215_c1_g3,3e-126
410438,TRINITY_DN8691_c0_g1,9e-148
100576924,TRINITY_DN4139_c0_g1,0.0
100576924,TRINITY_DN4139_c0_g1,1e-31
100576924,TRINITY_DN4139_c0_g1,2e-14
409961,TRINITY_DN11384_c0_g2,2e-99
409961,TRINITY_DN11384_c0_g2,2e-16
409961,TRINITY_DN11384_c0_g2,2e-10
413549,TRINITY_DN3007_c0_g1,0.0
724899,TRINITY_DN11064_c0_g1,4e-65
724899,TRINITY_DN11064_c0_g1,4e-58
409963,TRINITY_DN12780_c0_g2,0.0
413550,TRINITY_DN18180_c0_g1,6e-91
411632,TRINITY_DN18180_c0_g1,2e-44
411843,TRINITY_DN9838_c0_g2,6e-169
406150,TRINITY_DN12042_c0_g1,2e-110
409230,TRINITY_DN5476_c0_g1,0.0
724644,TRINITY_DN13560_c2_g1,5e-29
409049,TRINITY_DN13929_c0_g1,0.0
551812,TRINITY_DN2936_c0_g2,4e-176
411396,TRINITY_DN12971_c0_g1,0.0
409050,TRINITY_DN9748_c0_g2,0.0
102656439,TRINITY_DN30002_c0_g1,7e-49
413594,TRINITY_DN11813_c0_g1,0.0
413596,TRINITY_DN13932_c0_g1,0.0
724244,TRINITY_DN10818_c0_g1,0.0
100577091,TRINITY_DN33423_c0_g1,1e-06
102656830,TRINITY_DN33423_c0_g1,6e-21
410464,TRINITY_DN36598_c0_g1,1e-53
410465,TRINITY_DN11982_c0_g1,0.0
408435,TRINITY_DN5116_c0_g1,0.0
724914,TRINITY_DN8989_c0_g1,3e-52
100576460,TRINITY_DN28081_c0_g1,3e-07
410467,TRINITY_DN7267_c0_g1,0.0
410468,TRINITY_DN8989_c0_g1,4e-159
410469,TRINITY_DN4592_c0_g2,2e-129
409066,TRINITY_DN13655_c3_g1,1e-94
551116,TRINITY_DN13655_c3_g1,6e-131
725158,TRINITY_DN14338_c0_g1,2e-92
412484,TRINITY_DN35936_c0_g1,1e-69
100576758,TRINITY_DN24332_c0_g1,5e-37
551249,TRINITY_DN31986_c0_g1,5e-114
551249,TRINITY_DN31986_c0_g1,4e-12
551249,TRINITY_DN31986_c0_g1,1e-08
551249,TRINITY_DN31986_c0_g1,3e-08
100576843,TRINITY_DN36778_c0_g1,4e-78
102655841,TRINITY_DN8902_c0_g2,0.0
100576879,TRINITY_DN13156_c0_g1,0.0
410144,TRINITY_DN14528_c0_g1,0.0
725542,TRINITY_DN12200_c0_g1,7e-29
410470,TRINITY_DN10092_c0_g1,0.0
550732,TRINITY_DN12825_c0_g2,0.0
102654010,TRINITY_DN12825_c0_g2,4e-10
406114,TRINITY_DN23858_c0_g1,0.0
100578423,TRINITY_DN6883_c0_g2,0.0
100577092,TRINITY_DN11888_c0_g1,1e-86
724505,TRINITY_DN12428_c1_g2,0.0
724548,TRINITY_DN12269_c0_g1,0.0
724687,TRINITY_DN1578_c0_g2,2e-174
724728,TRINITY_DN12323_c0_g1,2e-38
724728,TRINITY_DN12323_c0_g1,2e-28
724773,TRINITY_DN10016_c0_g1,0.0
100578853,TRINITY_DN745_c0_g1,3e-44
408439,TRINITY_DN9129_c0_g1,1e-125
724961,TRINITY_DN7139_c0_g2,3e-67
725053,TRINITY_DN7271_c0_g1,1e-77
408438,TRINITY_DN12667_c1_g1,0.0
725111,TRINITY_DN5102_c0_g2,0.0
724120,TRINITY_DN29835_c0_g1,5e-71
100578674,TRINITY_DN1578_c0_g1,5e-115
551250,TRINITY_DN11294_c0_g1,0.0
724246,TRINITY_DN27261_c0_g1,4e-61
412541,TRINITY_DN13213_c0_g1,0.0
551363,TRINITY_DN13213_c0_g1,8e-136
550798,TRINITY_DN12492_c0_g1,0.0
408396,TRINITY_DN13745_c1_g1,0.0
725099,TRINITY_DN60_c0_g1,2e-154
410399,TRINITY_DN7271_c0_g1,0.0
724962,TRINITY_DN10242_c0_g1,0.0
724946,TRINITY_DN14150_c9_g5,0.0
724946,TRINITY_DN14150_c9_g5,8e-177
413083,TRINITY_DN14150_c9_g5,0.0
551845,TRINITY_DN9137_c0_g1,0.0
412934,TRINITY_DN36445_c0_g1,9e-147
724645,TRINITY_DN29813_c0_g1,1e-22
412935,TRINITY_DN10745_c0_g2,0.0
551475,TRINITY_DN10745_c1_g2,0.0
409676,TRINITY_DN13209_c0_g2,0.0
724463,TRINITY_DN10745_c0_g2,5e-165
412936,TRINITY_DN14150_c9_g5,2e-125
412936,TRINITY_DN14150_c9_g5,2e-41
551626,TRINITY_DN14150_c9_g5,0.0
412209,TRINITY_DN14150_c9_g5,0.0
413908,TRINITY_DN14150_c9_g5,0.0
726690,TRINITY_DN14150_c9_g5,0.0
551028,TRINITY_DN14150_c9_g5,0.0
725159,TRINITY_DN14150_c9_g5,0.0
725159,TRINITY_DN14150_c9_g5,7e-119
550956,TRINITY_DN10319_c0_g1,0.0
409715,TRINITY_DN9003_c0_g1,0.0
409714,TRINITY_DN14052_c0_g1,0.0
412876,TRINITY_DN12762_c0_g1,0.0
100577322,TRINITY_DN29139_c0_g1,3e-66
409736,TRINITY_DN3771_c0_g2,0.0
725393,TRINITY_DN8068_c1_g1,1e-176
410078,TRINITY_DN13542_c0_g1,0.0
409187,TRINITY_DN1616_c0_g1,6e-58
100578220,TRINITY_DN14531_c0_g1,2e-52
411780,TRINITY_DN12578_c0_g1,0.0
409199,TRINITY_DN8115_c0_g1,0.0
411779,TRINITY_DN14156_c10_g1,3e-54
411778,TRINITY_DN4715_c0_g2,2e-115
409198,TRINITY_DN9319_c0_g1,0.0
412007,TRINITY_DN23304_c0_g1,2e-151
100576734,TRINITY_DN6964_c0_g2,5e-15
724157,TRINITY_DN12171_c0_g1,1e-138
413525,TRINITY_DN12986_c0_g1,0.0
413688,TRINITY_DN3251_c0_g2,0.0
724464,TRINITY_DN8731_c0_g1,3e-07
411790,TRINITY_DN12949_c0_g1,7e-155
409202,TRINITY_DN2796_c0_g2,3e-133
552697,TRINITY_DN13458_c2_g1,0.0
552703,TRINITY_DN13552_c0_g1,0.0
410174,TRINITY_DN6662_c0_g1,0.0
100577145,TRINITY_DN11999_c0_g1,0.0
550981,TRINITY_DN2380_c0_g1,1e-124
724845,TRINITY_DN23008_c0_g1,1e-15
552726,TRINITY_DN4961_c0_g2,6e-109
551100,TRINITY_DN4961_c0_g2,0.0
413879,TRINITY_DN10206_c0_g1,0.0
410100,TRINITY_DN10206_c0_g1,0.0
413878,TRINITY_DN10418_c0_g1,0.0
102653862,TRINITY_DN9246_c0_g1,2e-39
551768,TRINITY_DN11142_c0_g1,2e-105
551742,TRINITY_DN11142_c0_g1,1e-49
413613,TRINITY_DN11142_c0_g1,3e-103
100576996,TRINITY_DN14073_c0_g1,4e-104
409711,TRINITY_DN27717_c0_g1,0.0
406148,TRINITY_DN12112_c0_g1,5e-117
410478,TRINITY_DN31608_c0_g1,0.0
100578294,TRINITY_DN15303_c0_g1,7e-50
100578307,TRINITY_DN127_c0_g1,4e-61
725466,TRINITY_DN12201_c0_g1,0.0
725466,TRINITY_DN12201_c0_g1,2e-38
100578990,TRINITY_DN15303_c0_g1,2e-48
102655875,TRINITY_DN15303_c0_g1,6e-21
410477,TRINITY_DN15303_c0_g1,4e-52
410475,TRINITY_DN11641_c0_g1,0.0
725543,TRINITY_DN9115_c0_g1,0.0
725543,TRINITY_DN9115_c0_g1,2e-40
725543,TRINITY_DN9115_c0_g1,2e-35
413481,TRINITY_DN11391_c0_g2,0.0
413481,TRINITY_DN11391_c0_g2,1e-138
725620,TRINITY_DN11998_c0_g1,1e-55
552506,TRINITY_DN11998_c0_g1,2e-110
413623,TRINITY_DN9972_c0_g1,0.0
100576136,TRINITY_DN9253_c0_g1,7e-14
102656900,TRINITY_DN13988_c4_g1,3e-16
102656900,TRINITY_DN13988_c4_g1,8e-12
102656900,TRINITY_DN13988_c4_g1,7e-08
102656900,TRINITY_DN13988_c4_g1,5e-06
102656900,TRINITY_DN13988_c4_g1,2e-05
412624,TRINITY_DN6261_c0_g1,0.0
552443,TRINITY_DN4692_c0_g1,2e-153
413854,TRINITY_DN12096_c0_g1,0.0
727277,TRINITY_DN2485_c0_g1,5e-156
727272,TRINITY_DN13165_c0_g1,1e-127
552477,TRINITY_DN8587_c0_g2,0.0
100578920,TRINITY_DN11295_c0_g1,2e-34
100578920,TRINITY_DN11295_c0_g1,1e-30
100578920,TRINITY_DN11295_c0_g1,6e-23
100578920,TRINITY_DN11295_c0_g1,3e-16
100578920,TRINITY_DN11295_c0_g1,2e-13
100578920,TRINITY_DN11295_c0_g1,1e-08
411486,TRINITY_DN7860_c0_g3,2e-09
724752,TRINITY_DN35910_c0_g1,1e-118
100577430,TRINITY_DN14073_c0_g1,3e-64
727401,TRINITY_DN14073_c0_g1,3e-27
413977,TRINITY_DN13684_c4_g1,0.0
724804,TRINITY_DN11717_c0_g1,0.0
413294,TRINITY_DN9266_c0_g1,1e-68
412424,TRINITY_DN9266_c0_g1,4e-101
100577849,TRINITY_DN14073_c0_g1,4e-135
409822,TRINITY_DN9998_c0_g1,3e-139
413213,TRINITY_DN6370_c0_g1,0.0
724465,TRINITY_DN10720_c0_g2,2e-100
724379,TRINITY_DN6370_c0_g1,5e-148
100578067,TRINITY_DN9998_c0_g1,4e-35
411373,TRINITY_DN36943_c0_g1,5e-72
411374,TRINITY_DN36943_c0_g1,3e-71
100577694,TRINITY_DN11699_c0_g1,0.0
411839,TRINITY_DN2535_c0_g2,0.0
410479,TRINITY_DN32118_c0_g1,2e-70
551582,TRINITY_DN6357_c0_g1,0.0
100576738,TRINITY_DN27990_c0_g1,3e-11
551931,TRINITY_DN13610_c4_g12,0.0
726768,TRINITY_DN11970_c0_g1,0.0
550801,TRINITY_DN11970_c0_g1,0.0
550858,TRINITY_DN11046_c0_g3,0.0
550914,TRINITY_DN12440_c0_g1,2e-106
550958,TRINITY_DN35855_c0_g1,3e-119
100576591,TRINITY_DN27622_c0_g1,3e-62
725054,TRINITY_DN8671_c0_g1,2e-83
412928,TRINITY_DN8131_c0_g1,2e-162
551118,TRINITY_DN9495_c0_g1,2e-140
724915,TRINITY_DN13015_c0_g2,0.0
412927,TRINITY_DN36798_c0_g1,2e-139
412926,TRINITY_DN857_c0_g2,4e-159
102655806,TRINITY_DN32118_c0_g1,9e-37
410480,TRINITY_DN5314_c0_g1,0.0
725033,TRINITY_DN6532_c0_g2,0.0
408443,TRINITY_DN23330_c0_g1,8e-99
408444,TRINITY_DN9871_c0_g1,0.0
408444,TRINITY_DN9871_c0_g1,2e-08
100576934,TRINITY_DN12402_c0_g1,0.0
410482,TRINITY_DN13070_c0_g1,1e-22
100577682,TRINITY_DN11407_c0_g1,3e-74
100577641,TRINITY_DN13072_c0_g1,1e-85
551077,TRINITY_DN13070_c0_g1,1e-73
102653655,TRINITY_DN653_c0_g2,2e-161
408446,TRINITY_DN12087_c0_g1,0.0
410484,TRINITY_DN12634_c0_g1,0.0
413582,TRINITY_DN36415_c0_g1,3e-98
725926,TRINITY_DN10037_c1_g4,6e-42
406105,TRINITY_DN13970_c1_g1,3e-158
413579,TRINITY_DN12719_c0_g1,0.0
724121,TRINITY_DN12719_c0_g1,2e-34
412313,TRINITY_DN12852_c0_g1,0.0
100577121,TRINITY_DN6737_c0_g1,1e-57
724247,TRINITY_DN4719_c0_g1,3e-123
412057,TRINITY_DN10736_c0_g1,1e-104
412057,TRINITY_DN10736_c0_g1,6e-14
412057,TRINITY_DN10736_c0_g1,4e-06
102654315,TRINITY_DN12941_c2_g1,5e-31
724338,TRINITY_DN11985_c1_g1,0.0
409331,TRINITY_DN13848_c0_g1,0.0
100578443,TRINITY_DN6765_c0_g1,2e-122
551704,TRINITY_DN31914_c0_g1,1e-23
100578406,TRINITY_DN8078_c0_g1,0.0
724550,TRINITY_DN12037_c0_g1,1e-180
724550,TRINITY_DN12037_c0_g1,6e-09
724593,TRINITY_DN12037_c0_g2,0.0
724646,TRINITY_DN11507_c0_g1,0.0
726057,TRINITY_DN33917_c0_g1,1e-19
552445,TRINITY_DN7209_c0_g1,0.0
552424,TRINITY_DN7553_c0_g1,3e-66
552373,TRINITY_DN11222_c0_g1,8e-119
725179,TRINITY_DN14144_c0_g2,0.0
409578,TRINITY_DN7076_c0_g1,0.0
409577,TRINITY_DN9539_c0_g1,0.0
552361,TRINITY_DN11339_c0_g1,4e-162
100579015,TRINITY_DN11173_c0_g1,0.0
413435,TRINITY_DN9466_c0_g1,0.0
409563,TRINITY_DN7731_c0_g1,0.0
408447,TRINITY_DN11715_c0_g1,0.0
410485,TRINITY_DN10333_c0_g1,0.0
410486,TRINITY_DN3795_c0_g1,7e-177
408448,TRINITY_DN8202_c0_g2,0.0
410487,TRINITY_DN11521_c0_g1,0.0
550857,TRINITY_DN8618_c0_g1,2e-157
413110,TRINITY_DN8618_c0_g1,8e-154
408450,TRINITY_DN14156_c11_g2,0.0
552071,TRINITY_DN19373_c0_g1,8e-65
100577506,TRINITY_DN13804_c4_g2,6e-73
725291,TRINITY_DN8921_c0_g2,1e-57
100576615,TRINITY_DN2819_c0_g1,4e-83
408449,TRINITY_DN13767_c6_g1,2e-166
412623,TRINITY_DN12233_c0_g1,0.0
551212,TRINITY_DN2823_c0_g2,0.0
550734,TRINITY_DN3385_c0_g2,1e-162
726153,TRINITY_DN11430_c0_g1,0.0
551327,TRINITY_DN1892_c0_g1,8e-85
409299,TRINITY_DN3794_c0_g1,0.0
406155,TRINITY_DN14124_c0_g1,0.0
551428,TRINITY_DN13633_c0_g1,0.0
726066,TRINITY_DN13633_c0_g1,2e-83
411661,TRINITY_DN13501_c0_g1,0.0
411662,TRINITY_DN13288_c0_g1,0.0
726020,TRINITY_DN13288_c0_g1,5e-156
411663,TRINITY_DN10625_c0_g2,0.0
409408,TRINITY_DN9965_c1_g1,0.0
412271,TRINITY_DN15920_c0_g1,1e-116
551651,TRINITY_DN22969_c1_g1,4e-37
551651,TRINITY_DN22969_c1_g1,2e-08
551684,TRINITY_DN22969_c1_g1,4e-72
551709,TRINITY_DN8536_c0_g1,0.0
551741,TRINITY_DN1454_c0_g1,0.0
551846,TRINITY_DN10726_c0_g2,0.0
102656882,TRINITY_DN14185_c0_g4,3e-161
410492,TRINITY_DN14185_c0_g4,1e-170
408453,TRINITY_DN14221_c3_g5,4e-175
725621,TRINITY_DN14221_c3_g5,0.0
725621,TRINITY_DN14221_c3_g5,5e-169
408452,TRINITY_DN14221_c3_g5,0.0
410489,TRINITY_DN10171_c0_g1,4e-145
552017,TRINITY_DN5815_c0_g1,1e-156
408451,TRINITY_DN12098_c0_g1,0.0
409753,TRINITY_DN13627_c5_g1,0.0
552116,TRINITY_DN12214_c0_g1,6e-95
726692,TRINITY_DN12214_c0_g1,6e-95
409894,TRINITY_DN13855_c3_g1,7e-178
552088,TRINITY_DN10545_c0_g1,1e-93
727486,TRINITY_DN7584_c0_g1,9e-46
726906,TRINITY_DN13348_c1_g1,0.0
412320,TRINITY_DN13726_c1_g1,0.0
550686,TRINITY_DN7563_c0_g1,0.0
412070,TRINITY_DN1022_c0_g2,0.0
726867,TRINITY_DN18606_c0_g1,0.0
726961,TRINITY_DN11584_c0_g1,0.0
412074,TRINITY_DN13813_c0_g1,0.0
102655994,TRINITY_DN12711_c2_g1,3e-59
551882,TRINITY_DN18811_c0_g1,5e-98
409084,TRINITY_DN11316_c0_g1,0.0
102655918,TRINITY_DN23490_c0_g1,3e-42
726928,TRINITY_DN11876_c3_g1,3e-146
412617,TRINITY_DN11744_c0_g1,0.0
494509,TRINITY_DN11092_c0_g1,0.0
551618,TRINITY_DN12335_c0_g2,0.0
726922,TRINITY_DN9619_c0_g2,2e-160
100577279,TRINITY_DN13869_c1_g1,6e-24
413466,TRINITY_DN6319_c1_g1,8e-178
724365,TRINITY_DN4480_c0_g2,7e-48
551191,TRINITY_DN27439_c0_g1,2e-168
724506,TRINITY_DN7660_c0_g1,0.0
409300,TRINITY_DN7660_c0_g1,1e-153
102654890,TRINITY_DN6142_c0_g2,0.0
100577050,TRINITY_DN3504_c0_g2,0.0
724688,TRINITY_DN9249_c0_g1,5e-54
724730,TRINITY_DN12128_c0_g1,3e-157
409902,TRINITY_DN13597_c0_g1,0.0
100576983,TRINITY_DN3907_c0_g1,5e-65
411857,TRINITY_DN5239_c0_g1,3e-115
552492,TRINITY_DN10704_c1_g2,6e-104
552508,TRINITY_DN37160_c0_g1,0.0
552517,TRINITY_DN8725_c0_g2,5e-136
552532,TRINITY_DN12555_c0_g2,0.0
725055,TRINITY_DN12555_c0_g2,4e-81
552569,TRINITY_DN12980_c0_g1,0.0
102653879,TRINITY_DN13627_c0_g1,9e-82
100576082,TRINITY_DN1452_c0_g1,5e-24
102656704,TRINITY_DN6027_c0_g2,7e-69
551378,TRINITY_DN3367_c0_g2,4e-163
725200,TRINITY_DN7243_c0_g2,7e-145
725292,TRINITY_DN13627_c0_g1,9e-107
413601,TRINITY_DN6382_c0_g2,3e-95
724206,TRINITY_DN8860_c0_g1,7e-159
409984,TRINITY_DN6382_c0_g4,5e-63
724158,TRINITY_DN12980_c0_g1,8e-113
409985,TRINITY_DN6890_c0_g1,0.0
408455,TRINITY_DN9572_c0_g1,0.0
410493,TRINITY_DN36202_c0_g1,0.0
100578931,TRINITY_DN13389_c0_g1,0.0
725583,TRINITY_DN13389_c0_g1,5e-139
410494,TRINITY_DN1387_c0_g1,1e-72
408456,TRINITY_DN13893_c0_g2,0.0
410497,TRINITY_DN12133_c0_g1,0.0
410498,TRINITY_DN6557_c0_g1,0.0
410499,TRINITY_DN36943_c0_g1,4e-90
100577030,TRINITY_DN8194_c0_g1,0.0
408457,TRINITY_DN7771_c0_g1,2e-109
410501,TRINITY_DN32570_c0_g1,7e-87
410502,TRINITY_DN7101_c0_g1,0.0
408458,TRINITY_DN14027_c0_g1,0.0
726184,TRINITY_DN7381_c2_g1,0.0
726227,TRINITY_DN20_c0_g1,0.0
100576814,TRINITY_DN21599_c0_g1,8e-25
410505,TRINITY_DN6259_c0_g2,0.0
410506,TRINITY_DN14000_c1_g1,1e-150
410507,TRINITY_DN12965_c0_g3,0.0
100578563,TRINITY_DN4618_c0_g1,6e-12
100578563,TRINITY_DN4618_c0_g1,5e-10
726392,TRINITY_DN12965_c0_g3,2e-176
102653675,TRINITY_DN13930_c0_g1,1e-75
102653675,TRINITY_DN13930_c0_g1,5e-71
102653675,TRINITY_DN13930_c0_g1,1e-56
102653675,TRINITY_DN13930_c0_g1,2e-56
102653675,TRINITY_DN13930_c0_g1,2e-51
102653675,TRINITY_DN13930_c0_g1,2e-40
102653675,TRINITY_DN13930_c0_g1,2e-24
102653675,TRINITY_DN13930_c0_g1,4e-18
102653675,TRINITY_DN13930_c0_g1,5e-17
102653675,TRINITY_DN13930_c0_g1,1e-15
102653675,TRINITY_DN13930_c0_g1,2e-09
410509,TRINITY_DN4659_c0_g1,9e-05
410510,TRINITY_DN12773_c0_g1,0.0
410511,TRINITY_DN11474_c1_g1,0.0
410512,TRINITY_DN5401_c0_g2,6e-89
726492,TRINITY_DN5401_c0_g2,4e-87
410514,TRINITY_DN12693_c2_g1,0.0
410515,TRINITY_DN14213_c0_g1,7e-114
726582,TRINITY_DN13120_c0_g1,0.0
410516,TRINITY_DN12451_c0_g1,2e-177
408461,TRINITY_DN5142_c0_g1,0.0
552776,TRINITY_DN12451_c0_g1,0.0
410517,TRINITY_DN13167_c0_g1,0.0
726697,TRINITY_DN8097_c0_g1,1e-92
410518,TRINITY_DN6155_c0_g1,4e-166
102656485,TRINITY_DN8824_c0_g1,2e-33
408462,TRINITY_DN12175_c0_g1,0.0
408463,TRINITY_DN12132_c2_g1,0.0
100576236,TRINITY_DN14665_c0_g1,3e-65
408464,TRINITY_DN12703_c0_g2,2e-137
552735,TRINITY_DN2946_c0_g1,9e-120
726791,TRINITY_DN10491_c0_g3,0.0
408476,TRINITY_DN5914_c0_g1,0.0
551561,TRINITY_DN12073_c0_g1,2e-109
726670,TRINITY_DN10349_c0_g1,0.0
726649,TRINITY_DN33200_c0_g1,4e-134
100578743,TRINITY_DN10302_c0_g2,0.0
102653795,TRINITY_DN13629_c0_g1,4e-07
413909,TRINITY_DN15634_c0_g1,0.0
102654456,TRINITY_DN19207_c0_g1,5e-35
551708,TRINITY_DN5679_c0_g1,0.0
551740,TRINITY_DN12949_c0_g1,3e-83
551766,TRINITY_DN27569_c0_g1,0.0
726527,TRINITY_DN2433_c0_g1,3e-57
550799,TRINITY_DN13439_c1_g1,2e-60
412301,TRINITY_DN5132_c0_g1,0.0
726474,TRINITY_DN391_c0_g2,1e-75
409945,TRINITY_DN2701_c0_g2,0.0
551944,TRINITY_DN6003_c0_g1,0.0
409549,TRINITY_DN8310_c0_g1,7e-84
551990,TRINITY_DN8870_c0_g1,0.0
410542,TRINITY_DN5702_c0_g1,0.0
552043,TRINITY_DN8304_c0_g1,0.0
410541,TRINITY_DN13569_c1_g1,0.0
726373,TRINITY_DN11803_c0_g1,0.0
410539,TRINITY_DN13177_c0_g1,0.0
408474,TRINITY_DN9222_c0_g1,0.0
408473,TRINITY_DN10256_c0_g1,2e-49
726322,TRINITY_DN13222_c0_g1,0.0
410538,TRINITY_DN11122_c0_g1,0.0
408471,TRINITY_DN11083_c0_g1,0.0
410537,TRINITY_DN3298_c0_g1,0.0
410535,TRINITY_DN29569_c0_g1,2e-128
726124,TRINITY_DN21120_c0_g1,1e-82
410534,TRINITY_DN3298_c0_g1,1e-73
410533,TRINITY_DN12851_c0_g1,3e-109
410532,TRINITY_DN12851_c1_g1,0.0
100578776,TRINITY_DN12915_c0_g1,0.0
408470,TRINITY_DN11099_c0_g1,0.0
100578813,TRINITY_DN8984_c0_g1,0.0
100576805,TRINITY_DN2045_c0_g1,0.0
102653717,TRINITY_DN61_c0_g1,6e-59
410530,TRINITY_DN12376_c0_g1,0.0
725784,TRINITY_DN12376_c0_g1,4e-56
725754,TRINITY_DN28698_c0_g1,0.0
725754,TRINITY_DN28698_c0_g1,8e-06
100578877,TRINITY_DN11040_c0_g1,2e-117
552485,TRINITY_DN10143_c0_g1,0.0
406146,TRINITY_DN32876_c0_g1,2e-150
410527,TRINITY_DN13124_c0_g1,0.0
410526,TRINITY_DN5488_c0_g2,2e-57
