gene,age,caste,Dataset S5: A list of honey bee OGS3.2 genes highlighting taxonomic status and caste expression status.,,,,,
GB53150,Insecta,NA,,,,,,
GB53151,Insecta,NA,,,,,,
GB53152,Insecta,NA,,,,,,
GB53154,Insecta,NA,,,,,,
GB53155,Insecta,NA,,,,,,
GB53159,NA,NA,,,,,,
GB53161,Hymenoptera,NA,,,,,,
GB53162,Insecta,NA,,,,,,
GB53163,Insecta,NA,,,,,,
GB53164,Insecta,NA,,,,,,
GB53166,Insecta,NA,,,,,,
GB53167,Insecta,NA,,,,,,
GB53169,Insecta,NA,,,,,,
GB53172,Insecta,NA,,,,,,
GB53173,Insecta,NDEG,,,,,,
GB53174,Insecta,NDEG,,,,,,
GB53177,Insecta,NA,,,,,,
GB53179,Insecta,NA,,,,,,
GB53180,Insecta,NDEG,,,,,,
GB53181,NA,NA,,,,,,
GB53183,Insecta,NA,,,,,,
GB53184,Insecta,NA,,,,,,
GB53185,Insecta,NA,,,,,,
GB53186,Insecta,NA,,,,,,
GB53187,NA,NA,,,,,,
GB53188,Insecta,NDEG,,,,,,
GB53189,Insecta,NA,,,,,,
GB53190,Insecta,NA,,,,,,
GB53191,Insecta,NA,,,,,,
GB53192,Hymenoptera,NA,,,,,,
GB53193,Insecta,NA,,,,,,
GB53194,Insecta,NA,,,,,,
GB53195,Insecta,NA,,,,,,
GB53196,Insecta,NA,,,,,,
GB53197,Insecta,NA,,,,,,
GB53198,NA,NA,,,,,,
GB53199,Insecta,NA,,,,,,
GB53200,Insecta,NA,,,,,,
GB53201,Insecta,NA,,,,,,
GB53203,NA,NA,,,,,,
GB53205,Insecta,NA,,,,,,
GB53206,Insecta,NA,,,,,,
GB53207,Insecta,NA,,,,,,
GB53208,Insecta,NA,,,,,,
GB53209,Hymenoptera,NA,,,,,,
GB53213,NA,NA,,,,,,
GB53214,NA,NA,,,,,,
GB53215,NA,NA,,,,,,
GB53218,NA,NA,,,,,,
GB53219,Insecta,NA,,,,,,
GB53220,Insecta,NA,,,,,,
GB53221,Insecta,NA,,,,,,
GB53222,Insecta,NA,,,,,,
GB53223,Insecta,NA,,,,,,
GB53224,NA,NA,,,,,,
GB53225,Insecta,NA,,,,,,
GB53226,NA,NA,,,,,,
GB53228,Insecta,NA,,,,,,
GB53229,Insecta,NA,,,,,,
GB53230,Insecta,NA,,,,,,
GB53231,Insecta,NA,,,,,,
GB53233,NA,NA,,,,,,
GB53234,Insecta,NA,,,,,,
GB53235,Insecta,NA,,,,,,
GB53236,Insecta,NA,,,,,,
GB53237,Insecta,NA,,,,,,
GB53238,Insecta,NA,,,,,,
GB53239,Insecta,NA,,,,,,
GB53240,Insecta,NA,,,,,,
GB53242,Insecta,NA,,,,,,
GB53243,Insecta,NA,,,,,,
GB53245,Insecta,NDEG,,,,,,
GB53246,Insecta,NA,,,,,,
GB53247,Insecta,NDEG,,,,,,
GB53249,Insecta,NA,,,,,,
GB53250,Insecta,NA,,,,,,
GB53251,Insecta,NA,,,,,,
GB53252,NA,NA,,,,,,
GB53253,Insecta,NA,,,,,,
GB53254,NA,NA,,,,,,
GB53255,NA,NA,,,,,,
GB53256,Insecta,NDEG,,,,,,
GB53257,Insecta,NA,,,,,,
GB53258,Hymenoptera,NA,,,,,,
GB53260,NA,NA,,,,,,
GB53261,Insecta,NA,,,,,,
GB53262,Insecta,NDEG,,,,,,
GB53268,Insecta,NA,,,,,,
GB53269,Insecta,NA,,,,,,
GB53270,Insecta,NA,,,,,,
GB53271,Insecta,NA,,,,,,
GB53275,Insecta,NA,,,,,,
GB53284,Insecta,NA,,,,,,
GB53286,Insecta,NA,,,,,,
GB53287,Insecta,NA,,,,,,
GB53288,Insecta,NA,,,,,,
GB53289,Insecta,NA,,,,,,
GB53294,Hymenoptera,NA,,,,,,
GB53295,Hymenoptera,NA,,,,,,
GB53296,Insecta,NA,,,,,,
GB53297,Insecta,NA,,,,,,
GB53298,Insecta,NA,,,,,,
GB53299,Insecta,NA,,,,,,
GB53300,Insecta,NA,,,,,,
GB53301,Insecta,NA,,,,,,
GB53302,Insecta,NA,,,,,,
GB53303,Insecta,NA,,,,,,
GB53305,Insecta,NA,,,,,,
GB53306,Insecta,NA,,,,,,
GB53307,Insecta,NA,,,,,,
GB53308,NA,NA,,,,,,
GB53309,NA,NA,,,,,,
GB53310,Insecta,NDEG,,,,,,
GB53311,Insecta,NA,,,,,,
GB53312,Insecta,NDEG,,,,,,
GB53313,NA,NA,,,,,,
GB53314,Insecta,NDEG,,,,,,
GB53315,Insecta,NA,,,,,,
GB53316,Insecta,NA,,,,,,
GB53317,Insecta,NA,,,,,,
GB53318,Insecta,NA,,,,,,
GB53319,Hymenoptera,NA,,,,,,
GB53320,Insecta,NDEG,,,,,,
GB53321,Insecta,NA,,,,,,
GB53322,Insecta,NA,,,,,,
GB53323,Insecta,NA,,,,,,
GB53324,Insecta,NA,,,,,,
GB53326,Hymenoptera,NA,,,,,,
GB53327,Hymenoptera,NA,,,,,,
GB53328,Insecta,NA,,,,,,
GB53329,Insecta,NA,,,,,,
GB53331,Insecta,NA,,,,,,
GB53332,Insecta,NA,,,,,,
GB53333,Insecta,NDEG,,,,,,
GB53334,Insecta,NA,,,,,,
GB53335,Insecta,NA,,,,,,
GB53336,Insecta,NA,,,,,,
GB53337,Insecta,NA,,,,,,
GB53338,Insecta,NA,,,,,,
GB53339,Insecta,NA,,,,,,
GB53340,Insecta,W,,,,,,
GB53341,Insecta,NDEG,,,,,,
GB53342,NA,NA,,,,,,
GB53343,Insecta,NA,,,,,,
GB53344,Hymenoptera,NA,,,,,,
GB53345,Insecta,NA,,,,,,
GB53347,Hymenoptera,NA,,,,,,
GB53348,Insecta,NA,,,,,,
GB53349,Insecta,NDEG,,,,,,
GB53351,Insecta,NA,,,,,,
GB53352,NA,NA,,,,,,
GB53353,Insecta,NA,,,,,,
GB53354,Insecta,NA,,,,,,
GB53355,Hymenoptera,NA,,,,,,
GB53357,Insecta,NDEG,,,,,,
GB53359,Insecta,NA,,,,,,
GB53360,Insecta,NDEG,,,,,,
GB53361,Insecta,NA,,,,,,
GB53363,Insecta,NDEG,,,,,,
GB53365,Insecta,NDEG,,,,,,
GB53367,Insecta,NA,,,,,,
GB53368,Hymenoptera,NA,,,,,,
GB53369,Apoidea,NA,,,,,,
GB53370,Hymenoptera,NA,,,,,,
GB53371,NA,NA,,,,,,
GB53372,Insecta,NA,,,,,,
GB53373,Insecta,NA,,,,,,
GB53374,Insecta,NA,,,,,,
GB53375,Insecta,NA,,,,,,
GB53376,Insecta,NA,,,,,,
GB53377,NA,NA,,,,,,
GB53378,Insecta,NA,,,,,,
GB53379,Insecta,NA,,,,,,
GB53380,Insecta,NA,,,,,,
GB53381,Insecta,NA,,,,,,
GB53382,Insecta,NA,,,,,,
GB53384,Insecta,NDEG,,,,,,
GB53385,Insecta,NDEG,,,,,,
GB53386,NA,NA,,,,,,
GB53387,Insecta,NA,,,,,,
GB53388,Insecta,NA,,,,,,
GB53389,Insecta,NDEG,,,,,,
GB53391,NA,NA,,,,,,
GB53392,NA,NA,,,,,,
GB53394,Insecta,NDEG,,,,,,
GB53395,Insecta,NA,,,,,,
GB53396,Insecta,NA,,,,,,
GB53397,Insecta,NA,,,,,,
GB53398,Insecta,NA,,,,,,
GB53400,NA,NA,,,,,,
GB53401,Insecta,NA,,,,,,
GB53402,Insecta,NA,,,,,,
GB53403,Insecta,NA,,,,,,
GB53404,Insecta,NA,,,,,,
GB53405,Insecta,NA,,,,,,
GB53406,Insecta,NA,,,,,,
GB53407,Insecta,NA,,,,,,
GB53408,Hymenoptera,NA,,,,,,
GB53409,Hymenoptera,NA,,,,,,
GB53410,Insecta,NA,,,,,,
GB53411,Insecta,NA,,,,,,
GB53412,Insecta,NDEG,,,,,,
GB53414,Insecta,NA,,,,,,
GB53415,Insecta,NDEG,,,,,,
GB53417,Insecta,NA,,,,,,
GB53418,Insecta,NA,,,,,,
GB53419,Insecta,NA,,,,,,
GB53420,Insecta,NA,,,,,,
GB53421,Insecta,NA,,,,,,
GB53422,Insecta,NA,,,,,,
GB53424,Insecta,NA,,,,,,
GB53426,Insecta,NA,,,,,,
GB53427,Insecta,NDEG,,,,,,
GB53428,Insecta,NDEG,,,,,,
GB53430,Insecta,NDEG,,,,,,
GB53431,Insecta,NA,,,,,,
GB53432,Apoidea,NA,,,,,,
GB53433,Insecta,NA,,,,,,
GB53434,Insecta,NA,,,,,,
GB53435,Insecta,NDEG,,,,,,
GB53436,Insecta,NA,,,,,,
GB53437,Insecta,NA,,,,,,
GB53438,Insecta,NA,,,,,,
GB53439,Insecta,NA,,,,,,
GB53440,Insecta,NDEG,,,,,,
GB53441,Insecta,NA,,,,,,
GB53442,Hymenoptera,NA,,,,,,
GB53443,Hymenoptera,NA,,,,,,
GB53444,Hymenoptera,NA,,,,,,
GB53445,Hymenoptera,NA,,,,,,
GB53446,NA,NA,,,,,,
GB53447,Hymenoptera,NA,,,,,,
GB53448,Hymenoptera,NA,,,,,,
GB53449,Hymenoptera,NA,,,,,,
GB53450,Hymenoptera,NA,,,,,,
GB53451,Hymenoptera,NA,,,,,,
GB53452,Hymenoptera,NA,,,,,,
GB53453,Hymenoptera,NA,,,,,,
GB53454,Hymenoptera,NA,,,,,,
GB53455,Hymenoptera,NA,,,,,,
GB53456,Hymenoptera,NA,,,,,,
GB53458,Apoidea,NA,,,,,,
GB53459,Hymenoptera,NA,,,,,,
GB53460,Hymenoptera,NA,,,,,,
GB53461,Insecta,NA,,,,,,
GB53462,Insecta,NA,,,,,,
GB53463,Hymenoptera,NA,,,,,,
GB53464,Hymenoptera,NA,,,,,,
GB53465,NA,NA,,,,,,
GB53466,Hymenoptera,NA,,,,,,
GB53467,NA,NA,,,,,,
GB53468,Hymenoptera,NA,,,,,,
GB53469,Hymenoptera,NA,,,,,,
GB53470,Hymenoptera,NA,,,,,,
GB53471,Hymenoptera,NA,,,,,,
GB53472,Hymenoptera,NA,,,,,,
GB53473,Insecta,NA,,,,,,
GB53474,Hymenoptera,NA,,,,,,
GB53475,Hymenoptera,NA,,,,,,
GB53476,Hymenoptera,NA,,,,,,
GB53477,Hymenoptera,NA,,,,,,
GB53478,Insecta,NA,,,,,,
GB53479,Insecta,NA,,,,,,
GB53480,Insecta,NA,,,,,,
GB53481,Hymenoptera,NA,,,,,,
GB53482,Insecta,NA,,,,,,
GB53483,Insecta,NA,,,,,,
GB53484,Hymenoptera,NA,,,,,,
GB53485,Hymenoptera,NA,,,,,,
GB53486,Hymenoptera,NA,,,,,,
GB53487,Hymenoptera,NA,,,,,,
GB53488,Hymenoptera,NA,,,,,,
GB53489,Insecta,NA,,,,,,
GB53490,Hymenoptera,NA,,,,,,
GB53491,Hymenoptera,NA,,,,,,
GB53493,Insecta,NA,,,,,,
GB53498,NA,NA,,,,,,
GB53499,NA,NA,,,,,,
GB53500,Hymenoptera,NA,,,,,,
GB53503,Insecta,NA,,,,,,
GB53504,Hymenoptera,NA,,,,,,
GB53505,Hymenoptera,NA,,,,,,
GB53506,Insecta,NA,,,,,,
GB53512,Insecta,NA,,,,,,
GB53513,Insecta,NA,,,,,,
GB53514,Hymenoptera,NA,,,,,,
GB53516,Insecta,NDEG,,,,,,
GB53517,Insecta,NA,,,,,,
GB53518,Insecta,NDEG,,,,,,
GB53520,Insecta,NA,,,,,,
GB53521,Hymenoptera,NA,,,,,,
GB53522,Insecta,NA,,,,,,
GB53523,NA,NA,,,,,,
GB53524,Hymenoptera,NA,,,,,,
GB53525,NA,NA,,,,,,
GB53527,Hymenoptera,NA,,,,,,
GB53528,Hymenoptera,NA,,,,,,
GB53529,NA,NA,,,,,,
GB53530,Insecta,NA,,,,,,
GB53531,Insecta,NA,,,,,,
GB53532,Insecta,NA,,,,,,
GB53533,NA,NA,,,,,,
GB53535,NA,NA,,,,,,
GB53536,NA,NA,,,,,,
GB53537,NA,NA,,,,,,
GB53538,Insecta,NA,,,,,,
GB53539,Insecta,NA,,,,,,
GB53540,Insecta,NDEG,,,,,,
GB53541,NA,NA,,,,,,
GB53542,NA,NA,,,,,,
GB53545,NA,NA,,,,,,
GB53547,NA,NA,,,,,,
GB53548,Hymenoptera,NA,,,,,,
GB53550,Insecta,NA,,,,,,
GB53553,NA,NA,,,,,,
GB53555,NA,NA,,,,,,
GB53556,NA,NA,,,,,,
GB53557,Insecta,NA,,,,,,
GB53559,NA,NA,,,,,,
GB53562,Insecta,NA,,,,,,
GB53565,Insecta,NDEG,,,,,,
GB53566,Insecta,NDEG,,,,,,
GB53567,Insecta,NA,,,,,,
GB53568,Apoidea,NA,,,,,,
GB53570,Insecta,NA,,,,,,
GB53572,NA,NA,,,,,,
GB53573,NA,NA,,,,,,
GB53574,Insecta,NA,,,,,,
GB53575,NA,NA,,,,,,
GB53576,Apis,NA,,,,,,
GB53578,Insecta,NDEG,,,,,,
GB53579,Insecta,NDEG,,,,,,
GB53580,Insecta,NA,,,,,,
GB53581,Insecta,NA,,,,,,
GB53582,Insecta,NA,,,,,,
GB53584,NA,NA,,,,,,
GB53585,NA,NA,,,,,,
GB53586,NA,NA,,,,,,
GB53587,NA,NA,,,,,,
GB53588,NA,NA,,,,,,
GB53589,Insecta,NA,,,,,,
GB53590,NA,NA,,,,,,
GB53591,NA,NA,,,,,,
GB53592,Insecta,NA,,,,,,
GB53593,Insecta,NA,,,,,,
GB53595,NA,NA,,,,,,
GB53596,Insecta,NDEG,,,,,,
GB53597,NA,NA,,,,,,
GB53598,Insecta,NA,,,,,,
GB53599,NA,NA,,,,,,
GB53600,NA,NA,,,,,,
GB53602,Insecta,NA,,,,,,
GB53603,Insecta,NA,,,,,,
GB53604,Insecta,NA,,,,,,
GB53605,Insecta,NA,,,,,,
GB53606,Insecta,NA,,,,,,
GB53607,Insecta,NA,,,,,,
GB53609,Insecta,NA,,,,,,
GB53610,NA,NA,,,,,,
GB53611,Insecta,NA,,,,,,
GB53613,Hymenoptera,NA,,,,,,
GB53614,Insecta,NA,,,,,,
GB53615,Insecta,NA,,,,,,
GB53616,Insecta,NA,,,,,,
GB53617,Insecta,NDEG,,,,,,
GB53618,NA,NA,,,,,,
GB53619,Insecta,NA,,,,,,
GB53620,Apis,NA,,,,,,
GB53621,NA,NA,,,,,,
GB53622,NA,NA,,,,,,
GB53623,NA,NA,,,,,,
GB53624,NA,NA,,,,,,
GB53625,Insecta,NA,,,,,,
GB53627,Insecta,NA,,,,,,
GB53632,Apoidea,NA,,,,,,
GB53633,Hymenoptera,NA,,,,,,
GB53634,Insecta,NA,,,,,,
GB53635,NA,NA,,,,,,
GB53636,Apoidea,NA,,,,,,
GB53637,Insecta,NA,,,,,,
GB53638,NA,NA,,,,,,
GB53639,Insecta,NA,,,,,,
GB53640,NA,NA,,,,,,
GB53641,Hymenoptera,NA,,,,,,
GB53643,NA,NA,,,,,,
GB53644,Insecta,NA,,,,,,
GB53645,NA,NA,,,,,,
GB53646,Insecta,NA,,,,,,
GB53647,Insecta,NA,,,,,,
GB53648,Insecta,NA,,,,,,
GB53649,Insecta,NA,,,,,,
GB53650,Insecta,NDEG,,,,,,
GB53651,Insecta,NA,,,,,,
GB53652,Insecta,NA,,,,,,
GB53653,Insecta,NA,,,,,,
GB53654,Insecta,NA,,,,,,
GB53655,Hymenoptera,NA,,,,,,
GB53656,Insecta,NA,,,,,,
GB53657,Insecta,NA,,,,,,
GB53658,Insecta,NA,,,,,,
GB53659,Insecta,NA,,,,,,
GB53660,NA,NA,,,,,,
GB53661,Insecta,NA,,,,,,
GB53662,Insecta,NA,,,,,,
GB53663,Insecta,NA,,,,,,
GB53664,Insecta,NA,,,,,,
GB53665,Insecta,NA,,,,,,
GB53666,Insecta,NA,,,,,,
GB53667,Insecta,NA,,,,,,
GB53668,Insecta,NA,,,,,,
GB53669,Insecta,NA,,,,,,
GB53670,Insecta,Q,,,,,,
GB53671,Insecta,NA,,,,,,
GB53672,Insecta,W,,,,,,
GB53673,NA,NA,,,,,,
GB53674,Insecta,NA,,,,,,
GB53675,Hymenoptera,NA,,,,,,
GB53676,Insecta,NA,,,,,,
GB53677,Insecta,NDEG,,,,,,
GB53679,Hymenoptera,NA,,,,,,
GB53680,NA,NA,,,,,,
GB53681,Insecta,NA,,,,,,
GB53682,Hymenoptera,NA,,,,,,
GB53683,Insecta,NA,,,,,,
GB53685,Insecta,NA,,,,,,
GB53687,Hymenoptera,NA,,,,,,
GB53688,Insecta,NA,,,,,,
GB53689,Hymenoptera,NA,,,,,,
GB53690,Insecta,NDEG,,,,,,
GB53691,NA,NA,,,,,,
GB53693,NA,NA,,,,,,
GB53694,NA,NA,,,,,,
GB53695,Insecta,NDEG,,,,,,
GB53696,Insecta,NA,,,,,,
GB53697,Insecta,NA,,,,,,
GB53698,Hymenoptera,NA,,,,,,
GB53699,Insecta,NA,,,,,,
GB53700,Insecta,NA,,,,,,
GB53701,Insecta,NA,,,,,,
GB53702,Insecta,NA,,,,,,
GB53703,Insecta,NA,,,,,,
GB53705,Insecta,NA,,,,,,
GB53706,Insecta,NA,,,,,,
GB53707,Insecta,NDEG,,,,,,
GB53708,Insecta,NA,,,,,,
GB53709,Insecta,NA,,,,,,
GB53710,Insecta,NA,,,,,,
GB53712,Insecta,NA,,,,,,
GB53713,Insecta,NA,,,,,,
GB53714,Hymenoptera,NA,,,,,,
GB53715,Hymenoptera,NA,,,,,,
GB53716,Insecta,NA,,,,,,
GB53717,Hymenoptera,NA,,,,,,
GB53719,Insecta,NDEG,,,,,,
GB53720,NA,NA,,,,,,
GB53721,Insecta,NDEG,,,,,,
GB53722,Insecta,NA,,,,,,
GB53723,Insecta,NA,,,,,,
GB53725,Insecta,NA,,,,,,
GB53726,Insecta,NA,,,,,,
GB53727,Insecta,NDEG,,,,,,
GB53728,Hymenoptera,NA,,,,,,
GB53729,Insecta,NDEG,,,,,,
GB53731,Hymenoptera,NA,,,,,,
GB53732,Hymenoptera,NA,,,,,,
GB53733,Insecta,NA,,,,,,
GB53735,Insecta,NA,,,,,,
GB53736,Insecta,NA,,,,,,
GB53737,Hymenoptera,NA,,,,,,
GB53738,NA,NA,,,,,,
GB53739,NA,NA,,,,,,
GB53740,Insecta,NA,,,,,,
GB53742,Hymenoptera,NA,,,,,,
GB53743,NA,NA,,,,,,
GB53744,NA,NA,,,,,,
GB53745,NA,NA,,,,,,
GB53746,Insecta,NA,,,,,,
GB53747,Insecta,NA,,,,,,
GB53748,NA,NDEG,,,,,,
GB53749,Insecta,NA,,,,,,
GB53750,Insecta,NA,,,,,,
GB53751,Insecta,NA,,,,,,
GB53753,Insecta,NDEG,,,,,,
GB53755,Insecta,NDEG,,,,,,
GB53756,Apoidea,NDEG,,,,,,
GB53764,NA,NA,,,,,,
GB53765,NA,NA,,,,,,
GB53768,Insecta,NA,,,,,,
GB53769,Insecta,NA,,,,,,
GB53770,Insecta,NA,,,,,,
GB53771,Hymenoptera,NA,,,,,,
GB53772,NA,NA,,,,,,
GB53773,NA,NA,,,,,,
GB53774,Insecta,NA,,,,,,
GB53775,Insecta,NDEG,,,,,,
GB53776,NA,NA,,,,,,
GB53777,Insecta,NA,,,,,,
GB53778,Insecta,NA,,,,,,
GB53779,Apoidea,NA,,,,,,
GB53780,Insecta,NA,,,,,,
GB53781,NA,NA,,,,,,
GB53782,Insecta,NA,,,,,,
GB53783,Insecta,NA,,,,,,
GB53784,Hymenoptera,NA,,,,,,
GB53785,NA,NA,,,,,,
GB53786,NA,NA,,,,,,
GB53787,Insecta,NA,,,,,,
GB53788,Insecta,NA,,,,,,
GB53789,Insecta,NA,,,,,,
GB53790,Insecta,NA,,,,,,
GB53791,Insecta,NA,,,,,,
GB53792,Insecta,NA,,,,,,
GB53793,Hymenoptera,NA,,,,,,
GB53794,Insecta,NDEG,,,,,,
GB53795,Hymenoptera,NA,,,,,,
GB53796,Hymenoptera,NA,,,,,,
GB53797,NA,NA,,,,,,
GB53798,Insecta,NDEG,,,,,,
GB53799,Insecta,NDEG,,,,,,
GB53801,Insecta,NA,,,,,,
GB53802,Insecta,NA,,,,,,
GB53803,Insecta,NA,,,,,,
GB53804,NA,NA,,,,,,
GB53805,Insecta,NA,,,,,,
GB53806,NA,NA,,,,,,
GB53807,Insecta,NA,,,,,,
GB53810,NA,NA,,,,,,
GB53811,Insecta,NA,,,,,,
GB53812,Insecta,NDEG,,,,,,
GB53815,Insecta,NA,,,,,,
GB53818,Hymenoptera,NA,,,,,,
GB53819,Hymenoptera,NA,,,,,,
GB53820,Insecta,NA,,,,,,
GB53821,Insecta,NA,,,,,,
GB53822,NA,NA,,,,,,
GB53823,Insecta,NA,,,,,,
GB53824,Insecta,NA,,,,,,
GB53825,Insecta,NA,,,,,,
GB53826,Insecta,NA,,,,,,
GB53827,Insecta,NA,,,,,,
GB53828,Insecta,NA,,,,,,
GB53829,Insecta,NA,,,,,,
GB53830,Insecta,NDEG,,,,,,
GB53831,Insecta,NDEG,,,,,,
GB53832,Insecta,NA,,,,,,
GB53833,Hymenoptera,NA,,,,,,
GB53834,Hymenoptera,NA,,,,,,
GB53835,Insecta,NA,,,,,,
GB53836,Insecta,NA,,,,,,
GB53838,NA,NA,,,,,,
GB53839,Hymenoptera,NA,,,,,,
GB53840,Insecta,NA,,,,,,
GB53841,NA,NA,,,,,,
GB53842,NA,NA,,,,,,
GB53846,Insecta,NA,,,,,,
GB53847,Insecta,NA,,,,,,
GB53848,Insecta,NA,,,,,,
GB53849,Insecta,NA,,,,,,
GB53852,Insecta,NA,,,,,,
GB53853,Insecta,NA,,,,,,
GB53854,NA,NA,,,,,,
GB53856,Insecta,NA,,,,,,
GB53857,Insecta,NA,,,,,,
GB53859,Insecta,NA,,,,,,
GB53860,Insecta,NA,,,,,,
GB53861,Insecta,NA,,,,,,
GB53862,Insecta,NA,,,,,,
GB53863,Insecta,NA,,,,,,
GB53864,Hymenoptera,NA,,,,,,
GB53865,Insecta,NA,,,,,,
GB53866,NA,NA,,,,,,
GB53867,Insecta,NA,,,,,,
GB53868,NA,NA,,,,,,
GB53869,NA,NA,,,,,,
GB53870,NA,NA,,,,,,
GB53872,Insecta,NA,,,,,,
GB53873,Insecta,NA,,,,,,
GB53874,Hymenoptera,NA,,,,,,
GB53875,NA,NA,,,,,,
GB53876,Insecta,NA,,,,,,
GB53877,Insecta,NA,,,,,,
GB53880,Hymenoptera,NA,,,,,,
GB53881,Insecta,NA,,,,,,
GB53882,Insecta,NA,,,,,,
GB53885,Hymenoptera,NA,,,,,,
GB53886,Hymenoptera,NA,,,,,,
GB53887,Insecta,NDEG,,,,,,
GB53888,NA,NDEG,,,,,,
GB53897,NA,NA,,,,,,
GB53908,Insecta,NA,,,,,,
GB53909,Insecta,NDEG,,,,,,
GB53910,Insecta,NA,,,,,,
GB53911,Insecta,NA,,,,,,
GB53912,Insecta,NA,,,,,,
GB53914,Insecta,NA,,,,,,
GB53915,Insecta,NA,,,,,,
GB53916,Insecta,NDEG,,,,,,
GB53917,Hymenoptera,NA,,,,,,
GB53918,Insecta,NDEG,,,,,,
GB53919,Hymenoptera,NA,,,,,,
GB53920,Insecta,NA,,,,,,
GB53921,Hymenoptera,NA,,,,,,
GB53923,Insecta,NA,,,,,,
GB53925,Insecta,NDEG,,,,,,
GB53926,Hymenoptera,NA,,,,,,
GB53927,Insecta,NA,,,,,,
GB53929,Hymenoptera,NA,,,,,,
GB53930,Hymenoptera,NA,,,,,,
GB53931,Insecta,NA,,,,,,
GB53932,Insecta,NA,,,,,,
GB53933,Insecta,NA,,,,,,
GB53934,Insecta,NA,,,,,,
GB53936,Insecta,NA,,,,,,
GB53937,Insecta,NDEG,,,,,,
GB53938,Apis,NA,,,,,,
GB53939,Insecta,NA,,,,,,
GB53941,Insecta,NA,,,,,,
GB53942,NA,NA,,,,,,
GB53943,Insecta,NA,,,,,,
GB53944,Insecta,NA,,,,,,
GB53945,Insecta,NA,,,,,,
GB53946,Insecta,NA,,,,,,
GB53947,Insecta,NA,,,,,,
GB53948,Insecta,NA,,,,,,
GB53949,Insecta,NA,,,,,,
GB53950,Hymenoptera,NA,,,,,,
GB53951,Apoidea,NA,,,,,,
GB53952,NA,NA,,,,,,
GB53953,Insecta,NDEG,,,,,,
GB53954,Insecta,NDEG,,,,,,
GB53955,Insecta,NA,,,,,,
GB53956,Insecta,NA,,,,,,
GB53957,Insecta,NA,,,,,,
GB53958,Insecta,NA,,,,,,
GB53959,Insecta,NA,,,,,,
GB53960,Insecta,NA,,,,,,
GB53962,Insecta,NA,,,,,,
GB53963,Insecta,NA,,,,,,
GB53964,NA,NA,,,,,,
GB53965,Insecta,NA,,,,,,
GB53966,Hymenoptera,NA,,,,,,
GB53967,Insecta,NA,,,,,,
GB53968,Insecta,NA,,,,,,
GB53970,Insecta,NA,,,,,,
GB53971,Insecta,NA,,,,,,
GB53972,Insecta,NA,,,,,,
GB53973,Insecta,NA,,,,,,
GB53974,Insecta,NA,,,,,,
GB53975,Insecta,NA,,,,,,
GB53976,Insecta,NA,,,,,,
GB53977,NA,NA,,,,,,
GB53978,Insecta,NDEG,,,,,,
GB53979,Insecta,NA,,,,,,
GB53989,Insecta,NA,,,,,,
GB53990,Insecta,NA,,,,,,
GB53991,Hymenoptera,NA,,,,,,
GB53992,Hymenoptera,NA,,,,,,
GB53993,NA,NA,,,,,,
GB53994,NA,NA,,,,,,
GB53995,Insecta,NA,,,,,,
GB53996,Insecta,NA,,,,,,
GB53998,NA,NA,,,,,,
GB53999,NA,NA,,,,,,
GB54000,NA,NA,,,,,,
GB54002,NA,NA,,,,,,
GB54003,NA,NA,,,,,,
GB54004,NA,NA,,,,,,
GB54005,Insecta,NA,,,,,,
GB54006,NA,NA,,,,,,
GB54007,NA,NA,,,,,,
GB54008,NA,NA,,,,,,
GB54009,NA,NA,,,,,,
GB54010,NA,NA,,,,,,
GB54011,NA,NA,,,,,,
GB54012,NA,NA,,,,,,
GB54013,NA,NA,,,,,,
GB54015,NA,NA,,,,,,
GB54016,Insecta,NA,,,,,,
GB54017,NA,NA,,,,,,
GB54018,NA,NA,,,,,,
GB54019,Insecta,NA,,,,,,
GB54020,Insecta,NA,,,,,,
GB54022,NA,NA,,,,,,
GB54023,NA,NA,,,,,,
GB54024,NA,NA,,,,,,
GB54025,NA,NA,,,,,,
GB54030,Insecta,NA,,,,,,
GB54031,Insecta,NA,,,,,,
GB54032,Insecta,NA,,,,,,
GB54033,Insecta,NA,,,,,,
GB54035,Insecta,NA,,,,,,
GB54036,NA,NA,,,,,,
GB54037,Insecta,NA,,,,,,
GB54040,Insecta,NDEG,,,,,,
GB54041,Insecta,NA,,,,,,
GB54042,Insecta,NA,,,,,,
GB54043,NA,NA,,,,,,
GB54044,Insecta,NA,,,,,,
GB54045,Insecta,NA,,,,,,
GB54046,Apoidea,NA,,,,,,
GB54047,Insecta,NA,,,,,,
GB54049,Insecta,NA,,,,,,
GB54050,Insecta,NA,,,,,,
GB54051,Insecta,NA,,,,,,
GB54052,Insecta,NA,,,,,,
GB54053,Insecta,NDEG,,,,,,
GB54054,Insecta,NA,,,,,,
GB54056,Insecta,NDEG,,,,,,
GB54057,Insecta,NA,,,,,,
GB54058,NA,NA,,,,,,
GB54059,NA,NA,,,,,,
GB54061,NA,NA,,,,,,
GB54062,NA,NA,,,,,,
GB54065,NA,NA,,,,,,
GB54083,Insecta,NA,,,,,,
GB54085,Insecta,NA,,,,,,
GB54086,NA,NA,,,,,,
GB54087,Insecta,NDEG,,,,,,
GB54088,Hymenoptera,NA,,,,,,
GB54089,Insecta,NA,,,,,,
GB54090,NA,NA,,,,,,
GB54091,Insecta,NA,,,,,,
GB54092,Insecta,NA,,,,,,
GB54093,Insecta,NA,,,,,,
