am,ln,evalue
XP_012171911.1,KMQ96941.1,1e-132
XP_012171912.1,KMR04545.1,0.0
XP_012171914.1,KMQ95957.1,0.0
XP_012171915.1,KMQ96060.1,6e-89
XP_012171916.1,KMQ95717.1,4e-57
XP_012171916.1,KMQ95717.1,1e-09
XP_012171917.1,KMQ97893.1,2e-157
XP_012171918.1,KMQ86535.1,1e-13
XP_012171919.1,KMQ95154.1,4e-41
XP_012171920.1,KMQ85417.1,7e-36
XP_012171921.1,KMQ88580.1,4e-37
XP_012171922.1,KMQ96527.1,7e-171
XP_012171923.1,KMQ97896.1,1e-173
XP_012171924.1,KMQ96932.1,0.0
XP_012171925.1,KMQ96932.1,0.0
XP_012171926.1,KMQ91590.1,0.0
XP_012171927.1,KMQ91590.1,0.0
XP_012171928.1,KMQ98056.1,6e-52
XP_012171929.1,KMQ92804.1,3e-99
XP_012171930.1,KMQ92804.1,3e-99
XP_012171931.1,KMQ97500.1,6e-127
XP_012171932.1,KMQ97678.1,0.0
XP_012171933.1,KMR04888.1,2e-23
XP_012171934.1,KMQ96952.1,0.0
XP_012171935.1,KMQ94931.1,0.0
XP_012171937.1,KMQ96951.1,5e-126
XP_012171937.1,KMQ96951.1,3e-67
XP_012171938.1,KMQ87362.1,0.0
XP_012171939.1,KMQ87362.1,0.0
XP_012171940.1,KMQ92763.1,0.0
XP_012171941.1,KMQ98164.1,1e-159
XP_012171941.1,KMQ98164.1,3e-132
XP_012171942.1,KMQ98164.1,1e-159
XP_012171942.1,KMQ98164.1,3e-132
XP_012171943.1,KMQ93557.1,3e-171
XP_012171944.1,KMQ85405.1,5e-106
XP_012171945.1,KMQ95851.1,0.0
XP_012171946.1,KMQ95851.1,0.0
XP_012171947.1,KMQ95851.1,0.0
XP_012171948.1,KMQ95851.1,0.0
XP_012171949.1,KMQ95851.1,0.0
XP_012171950.1,KMQ93557.1,1e-130
XP_012171951.1,KMQ95851.1,0.0
XP_012171952.1,KMQ95851.1,0.0
XP_012171953.1,KMQ95851.1,0.0
XP_012171954.1,KMQ95851.1,0.0
XP_012171955.1,KMQ94979.1,8e-175
XP_012171956.1,KMQ98691.1,2e-81
XP_012171957.1,KMQ94649.1,1e-47
XP_012171958.1,KMQ94649.1,1e-47
XP_012171959.1,KMQ94649.1,1e-47
XP_012171960.1,KMQ94649.1,1e-47
XP_012171961.1,KMQ98492.1,2e-66
XP_012171962.1,KMQ98492.1,2e-66
XP_012171963.1,KMQ98492.1,2e-66
XP_012171964.1,KMQ92121.1,1e-56
XP_012171965.1,KMQ92121.1,1e-56
XP_012171966.1,KMQ92121.1,1e-56
XP_012171967.1,KMQ93556.1,0.0
XP_012171968.1,KMQ96811.1,3e-56
XP_012171969.1,KMQ86214.1,0.0
XP_012171970.1,KMQ93316.1,1e-30
XP_012171971.1,KMQ93317.1,0.0
XP_012171972.1,KMQ93317.1,0.0
XP_012171973.1,KMQ94619.1,1e-118
XP_012171974.1,KMQ93806.1,1e-26
XP_012171975.1,KMQ93994.1,9e-85
XP_012171976.1,KMQ93994.1,9e-85
XP_012171977.1,KMQ91989.1,4e-16
XP_012171978.1,KMQ93994.1,4e-150
XP_012171979.1,KMQ93994.1,4e-150
XP_012171980.1,KMQ93994.1,4e-150
XP_012171981.1,KMQ93994.1,4e-150
XP_012171982.1,KMQ93994.1,4e-150
XP_012171983.1,KMQ93994.1,4e-150
XP_012171984.1,KMR04614.1,6e-44
XP_012171985.1,KMQ96057.1,3e-89
XP_012171986.1,KMQ91221.1,6e-53
XP_012171987.1,KMQ93188.1,7e-59
XP_012171988.1,KMQ88320.1,2e-74
XP_012171989.1,KMQ86989.1,4e-65
XP_012171990.1,KMR04552.1,0.0
XP_012171991.1,KMQ96025.1,0.0
XP_012171993.1,KMQ94106.1,2e-29
XP_012171993.1,KMQ94106.1,9e-06
XP_012171994.1,KMQ90576.1,5e-59
XP_012171995.1,KMQ95450.1,5e-11
XP_012171996.1,KMQ86351.1,8e-58
XP_012171997.1,KMQ93321.1,7e-157
XP_012171998.1,KMQ93320.1,7e-138
XP_012171999.1,KMQ93320.1,7e-138
XP_012172000.1,KMQ93320.1,7e-138
XP_012172001.1,KMR02409.1,0.0
XP_012172001.1,KMR02409.1,1e-22
XP_012172001.1,KMR02409.1,3e-14
XP_012172002.1,KMR02409.1,0.0
XP_012172003.1,KMR02409.1,0.0
XP_012172006.1,KMR02410.1,3e-83
XP_012172007.1,KMR02410.1,9e-48
XP_012172008.1,KMR02412.1,3e-150
XP_012172009.1,KMR02413.1,5e-28
XP_012172010.1,KMQ98103.1,0.0
XP_012172011.1,KMQ98103.1,0.0
XP_012172012.1,KMR03298.1,4e-124
XP_012172012.1,KMR03298.1,3e-77
XP_012172013.1,KMQ93198.1,4e-18
XP_012172014.1,KMQ93198.1,5e-15
XP_012172015.1,KMQ93198.1,3e-13
XP_012172016.1,KMR03298.1,4e-124
XP_012172016.1,KMR03298.1,3e-77
XP_012172017.1,KMQ87389.1,2e-87
XP_012172018.1,KMQ87389.1,2e-87
XP_012172019.1,KMQ87389.1,2e-87
XP_012172020.1,KMQ87389.1,2e-87
XP_012172021.1,KMQ87389.1,2e-87
XP_012172022.1,KMQ87389.1,2e-87
XP_012172023.1,KMQ88884.1,1e-81
XP_012172024.1,KMQ88884.1,1e-81
XP_012172025.1,KMQ88884.1,1e-81
XP_012172026.1,KMR03298.1,2e-120
XP_012172026.1,KMR03298.1,4e-77
XP_012172028.1,KMQ88488.1,4e-48
XP_012172029.1,KMQ88488.1,3e-48
XP_012172030.1,KMQ88488.1,2e-48
XP_012172031.1,KMQ82776.1,2e-92
XP_012172032.1,KMQ93410.1,1e-47
XP_012172032.1,KMQ93410.1,4e-46
XP_012172032.1,KMQ93410.1,2e-44
XP_012172032.1,KMQ93410.1,3e-44
XP_012172032.1,KMQ93410.1,4e-43
XP_012172032.1,KMQ93410.1,3e-42
XP_012172032.1,KMQ93410.1,8e-39
XP_012172032.1,KMQ93410.1,4e-36
XP_012172032.1,KMQ93410.1,5e-33
XP_012172032.1,KMQ93410.1,1e-31
XP_012172032.1,KMQ93410.1,3e-14
XP_012172033.1,KMQ86651.1,1e-54
XP_012172034.1,KMQ86651.1,1e-54
XP_012172035.1,KMQ94311.1,0.0
XP_012172036.1,KMQ86651.1,1e-54
XP_012172037.1,KMQ86651.1,1e-54
XP_012172038.1,KMQ86651.1,1e-54
XP_012172040.1,KMQ98246.1,2e-55
XP_012172041.1,KMQ87758.1,6e-06
XP_012172043.1,KMQ88237.1,5e-52
XP_012172045.1,KMQ97620.1,1e-64
XP_012172046.1,KMQ97620.1,1e-60
XP_012172047.1,KMQ97620.1,3e-55
XP_012172048.1,KMQ97620.1,5e-53
XP_012172049.1,KMQ95636.1,5e-48
XP_012172050.1,KMQ84643.1,3e-54
XP_012172050.1,KMQ84643.1,5e-35
XP_012172051.1,KMQ97621.1,9e-154
XP_012172051.1,KMQ97621.1,1e-13
XP_012172052.1,KMQ89779.1,0.0
XP_012172053.1,KMQ91929.1,0.0
XP_012172054.1,KMQ93019.1,4e-124
XP_012172055.1,KMQ93019.1,6e-131
XP_012172056.1,KMQ96552.1,0.0
XP_012172057.1,KMQ93019.1,5e-91
XP_012172058.1,KMQ91588.1,0.0
XP_012172059.1,KMQ93935.1,1e-34
XP_012172060.1,KMQ97510.1,3e-98
XP_012172061.1,KMQ93935.1,1e-34
XP_012172062.1,KMQ93935.1,1e-34
XP_012172063.1,KMQ93935.1,1e-34
XP_012172065.1,KMQ97768.1,2e-132
XP_012172066.1,KMQ97768.1,2e-132
XP_012172068.1,KMQ97768.1,0.0
XP_012172069.1,KMQ96552.1,0.0
XP_012172076.1,KMQ97767.1,0.0
XP_012172076.1,KMQ97767.1,2e-36
XP_012172077.1,KMQ97767.1,0.0
XP_012172077.1,KMQ97767.1,2e-36
XP_012172078.1,KMQ97767.1,0.0
XP_012172078.1,KMQ97767.1,2e-36
XP_012172079.1,KMQ96552.1,0.0
XP_012172080.1,KMQ98320.1,4e-85
XP_012172083.1,KMQ97769.1,0.0
XP_012172084.1,KMQ89136.1,0.0
XP_012172085.1,KMQ89136.1,0.0
XP_012172086.1,KMQ96552.1,0.0
XP_012172087.1,KMQ94298.1,0.0
XP_012172088.1,KMQ94298.1,0.0
XP_012172089.1,KMQ94298.1,0.0
XP_012172090.1,KMR04637.1,0.0
XP_012172091.1,KMR04637.1,0.0
XP_012172092.1,KMR04637.1,0.0
XP_012172094.1,KMQ96552.1,0.0
XP_012172095.1,KMQ84195.1,1e-10
XP_012172096.1,KMQ90328.1,2e-22
XP_012172097.1,KMQ90328.1,2e-22
XP_012172098.1,KMQ90328.1,2e-22
XP_012172099.1,KMQ90328.1,2e-22
XP_012172100.1,KMQ90328.1,2e-22
XP_012172101.1,KMQ90328.1,2e-22
XP_012172102.1,KMQ95908.1,0.0
XP_012172102.1,KMQ95908.1,4e-162
XP_012172103.1,KMQ95518.1,9e-63
XP_012172104.1,KMQ95908.1,0.0
XP_012172104.1,KMQ95908.1,9e-163
XP_012172105.1,KMQ95908.1,0.0
XP_012172105.1,KMQ95908.1,4e-163
XP_012172106.1,KMQ93255.1,9e-120
XP_012172107.1,KMQ93255.1,3e-120
XP_012172108.1,KMQ93255.1,4e-121
XP_012172109.1,KMQ93255.1,4e-121
XP_012172110.1,KMQ93255.1,4e-121
XP_012172111.1,KMQ95518.1,8e-63
XP_012172112.1,KMQ95909.1,1e-105
XP_012172112.1,KMQ95909.1,5e-53
XP_012172113.1,KMQ95909.1,3e-100
XP_012172113.1,KMQ95909.1,1e-52
XP_012172114.1,KMQ89235.1,8e-131
XP_012172115.1,KMQ89235.1,8e-131
XP_012172116.1,KMQ95518.1,8e-63
XP_012172117.1,KMQ95910.1,0.0
XP_012172118.1,KMQ95910.1,0.0
XP_012172119.1,KMQ95910.1,0.0
XP_012172120.1,KMQ95910.1,0.0
XP_012172121.1,KMQ95910.1,0.0
XP_012172122.1,KMQ95910.1,0.0
XP_012172123.1,KMQ95910.1,0.0
XP_012172124.1,KMQ95910.1,0.0
XP_012172125.1,KMQ95518.1,8e-63
XP_012172126.1,KMQ95910.1,0.0
XP_012172127.1,KMQ95910.1,0.0
XP_012172128.1,KMQ95910.1,0.0
XP_012172129.1,KMQ95910.1,0.0
XP_012172130.1,KMQ95910.1,0.0
XP_012172131.1,KMQ95910.1,0.0
XP_012172132.1,KMQ95910.1,0.0
XP_012172133.1,KMQ95910.1,0.0
XP_012172134.1,KMQ95910.1,8e-162
XP_012172135.1,KMQ88283.1,4e-109
XP_012172136.1,KMQ93240.1,0.0
XP_012172137.1,KMQ93240.1,0.0
XP_012172138.1,KMQ93240.1,0.0
XP_012172140.1,KMQ95759.1,0.0
XP_012172141.1,KMQ95760.1,6e-42
XP_012172142.1,KMQ95760.1,6e-42
XP_012172143.1,KMQ95760.1,1e-58
XP_012172143.1,KMQ95760.1,7e-33
XP_012172144.1,KMQ91041.1,0.0
XP_012172145.1,KMR01956.1,7e-70
XP_012172146.1,KMR01956.1,7e-70
XP_012172147.1,KMQ94414.1,1e-103
XP_012172148.1,KMQ95869.1,2e-08
XP_012172149.1,KMQ91041.1,0.0
XP_012172150.1,KMQ95868.1,9e-158
XP_012172151.1,KMR05187.1,0.0
XP_012172152.1,KMR05187.1,0.0
XP_012172153.1,KMR05186.1,1e-57
XP_012172154.1,KMR05186.1,6e-58
XP_012172155.1,KMR05186.1,6e-58
XP_012172156.1,KMR05186.1,6e-58
XP_012172157.1,KMR01874.1,0.0
XP_012172158.1,KMQ91041.1,0.0
XP_012172159.1,KMR01874.1,0.0
XP_012172160.1,KMR01874.1,0.0
XP_012172161.1,KMR01874.1,0.0
XP_012172162.1,KMQ91232.1,2e-32
XP_012172162.1,KMQ91232.1,5e-12
XP_012172162.1,KMQ91232.1,3e-11
XP_012172162.1,KMQ91232.1,2e-10
XP_012172162.1,KMQ91232.1,1e-08
XP_012172162.1,KMQ91232.1,2e-05
XP_012172164.1,KMQ91288.1,0.0
XP_012172165.1,KMQ91026.1,2e-44
XP_012172165.1,KMQ91026.1,3e-29
XP_012172165.1,KMQ91026.1,4e-06
XP_012172166.1,KMQ95416.1,0.0
XP_012172167.1,KMQ83182.1,4e-51
XP_012172168.1,KMQ95415.1,2e-100
XP_012172169.1,KMQ94848.1,2e-87
XP_012172169.1,KMQ94848.1,6e-27
XP_012172170.1,KMQ89060.1,2e-108
XP_012172171.1,KMQ89060.1,2e-108
XP_012172172.1,KMQ94849.1,2e-45
XP_012172172.1,KMQ94849.1,1e-38
XP_012172173.1,KMQ94849.1,2e-45
XP_012172173.1,KMQ94849.1,1e-38
XP_012172174.1,KMQ93817.1,0.0
XP_012172175.1,KMQ93817.1,0.0
XP_012172176.1,KMQ95232.1,6e-166
XP_012172176.1,KMQ95232.1,2e-164
XP_012172177.1,KMQ91042.1,1e-26
XP_012172178.1,KMR04634.1,0.0
XP_012172179.1,KMR04634.1,0.0
XP_012172180.1,KMR04634.1,0.0
XP_012172181.1,KMR04634.1,0.0
XP_012172182.1,KMR04635.1,2e-41
XP_012172183.1,KMR04635.1,2e-41
XP_012172184.1,KMQ91042.1,1e-26
XP_012172185.1,KMQ95265.1,1e-93
XP_012172186.1,KMQ98109.1,1e-34
XP_012172187.1,KMQ98109.1,5e-35
XP_012172188.1,KMQ98109.1,3e-37
XP_012172189.1,KMQ98109.1,2e-41
XP_012172190.1,KMQ91042.1,1e-26
XP_012172192.1,KMQ87869.1,0.0
XP_012172193.1,KMQ91042.1,1e-26
XP_012172194.1,KMQ88326.1,0.0
XP_012172195.1,KMQ93264.1,0.0
XP_012172196.1,KMQ92154.1,6e-75
XP_012172197.1,KMQ87510.1,0.0
XP_012172198.1,KMQ91042.1,1e-26
XP_012172199.1,KMQ87510.1,0.0
XP_012172200.1,KMQ94250.1,0.0
XP_012172201.1,KMQ94251.1,0.0
XP_012172202.1,KMQ90611.1,0.0
XP_012172202.1,KMQ90611.1,1e-12
XP_012172203.1,KMQ90611.1,0.0
XP_012172203.1,KMQ90611.1,1e-12
XP_012172204.1,KMQ96736.1,0.0
XP_012172204.1,KMQ96736.1,5e-61
XP_012172204.1,KMQ96736.1,4e-46
XP_012172204.1,KMQ96736.1,4e-21
XP_012172204.1,KMQ96736.1,8e-05
XP_012172205.1,KMQ91042.1,1e-26
XP_012172206.1,KMQ87509.1,1e-110
XP_012172207.1,KMQ96986.1,0.0
XP_012172208.1,KMQ96986.1,0.0
XP_012172209.1,KMQ96986.1,0.0
XP_012172210.1,KMQ96986.1,0.0
XP_012172211.1,KMQ96986.1,0.0
XP_012172212.1,KMQ96986.1,0.0
XP_012172213.1,KMQ96986.1,0.0
XP_012172214.1,KMQ96986.1,0.0
XP_012172215.1,KMQ91042.1,1e-26
XP_012172216.1,KMQ96983.1,0.0
XP_012172217.1,KMQ95437.1,1e-109
XP_012172218.1,KMQ97159.1,0.0
XP_012172219.1,KMQ97158.1,0.0
XP_012172220.1,KMQ94018.1,7e-163
XP_012172221.1,KMQ95645.1,0.0
XP_012172222.1,KMQ97054.1,8e-125
XP_012172223.1,KMQ87446.1,1e-131
XP_012172225.1,KMQ95645.1,0.0
XP_012172226.1,KMQ90907.1,4e-117
XP_012172226.1,KMQ90907.1,6e-107
XP_012172227.1,KMQ90907.1,4e-117
XP_012172227.1,KMQ90907.1,6e-107
XP_012172228.1,KMQ91981.1,6e-166
XP_012172229.1,KMQ91981.1,2e-166
XP_012172230.1,KMQ91981.1,2e-166
XP_012172231.1,KMQ91981.1,3e-166
XP_012172232.1,KMQ91981.1,2e-166
XP_012172234.1,KMQ95160.1,4e-13
XP_012172234.1,KMQ95160.1,1e-06
XP_012172235.1,KMQ94114.1,0.0
XP_012172236.1,KMQ94114.1,0.0
XP_012172236.1,KMQ94114.1,1e-64
XP_012172237.1,KMQ94113.1,0.0
XP_012172238.1,KMQ86871.1,2e-48
XP_012172239.1,KMQ92101.1,4e-123
XP_012172241.1,KMQ91043.1,0.0
XP_012172242.1,KMR05329.1,0.0
XP_012172243.1,KMR05329.1,0.0
XP_012172244.1,KMR05329.1,0.0
XP_012172245.1,KMR05329.1,0.0
XP_012172246.1,KMR05329.1,0.0
XP_012172247.1,KMR05329.1,0.0
XP_012172248.1,KMR05330.1,6e-28
XP_012172249.1,KMR05332.1,3e-138
XP_012172250.1,KMR04587.1,5e-59
XP_012172250.1,KMR04587.1,5e-13
XP_012172251.1,KMR05332.1,4e-141
XP_012172252.1,KMR05331.1,2e-147
XP_012172253.1,KMR05333.1,5e-131
XP_012172254.1,KMR05335.1,6e-65
XP_012172255.1,KMR05335.1,1e-64
XP_012172256.1,KMR05335.1,2e-64
XP_012172257.1,KMR05335.1,1e-63
XP_012172258.1,KMR05335.1,5e-64
XP_012172259.1,KMR05336.1,3e-118
XP_012172260.1,KMQ95461.1,0.0
XP_012172264.1,KMR04585.1,1e-84
XP_012172266.1,KMQ91303.1,3e-162
XP_012172267.1,KMQ91303.1,3e-162
XP_012172268.1,KMQ91303.1,3e-162
XP_012172269.1,KMQ97204.1,0.0
XP_012172270.1,KMQ90670.1,0.0
XP_012172271.1,KMR04585.1,4e-84
XP_012172272.1,KMQ93162.1,0.0
XP_012172273.1,KMQ91116.1,0.0
XP_012172273.1,KMQ91116.1,2e-78
XP_012172274.1,KMQ91116.1,0.0
XP_012172274.1,KMQ91116.1,2e-73
XP_012172275.1,KMQ92798.1,0.0
XP_012172276.1,KMR04585.1,6e-85
XP_012172277.1,KMQ92798.1,0.0
XP_012172278.1,KMQ97545.1,1e-107
XP_012172279.1,KMQ97546.1,0.0
XP_012172282.1,KMQ90284.1,0.0
XP_012172282.1,KMQ90284.1,4e-77
XP_012172283.1,KMQ95886.1,0.0
XP_012172284.1,KMQ95886.1,0.0
XP_012172285.1,KMQ95886.1,0.0
XP_012172286.1,KMQ95886.1,0.0
XP_012172287.1,KMQ95886.1,0.0
XP_012172288.1,KMQ84860.1,0.0
XP_012172289.1,KMQ89422.1,0.0
XP_012172290.1,KMR04754.1,6e-149
XP_012172291.1,KMR04754.1,2e-97
XP_012172292.1,KMR04754.1,2e-97
XP_012172293.1,KMQ95759.1,3e-68
XP_012172294.1,KMQ93817.1,8e-121
XP_012172294.1,KMQ93817.1,4e-25
XP_012172294.1,KMQ93817.1,1e-18
XP_012172294.1,KMQ93817.1,9e-06
XP_012172295.1,KMR05251.1,9e-77
XP_012172296.1,KMQ89256.1,2e-31
XP_012172298.1,KMQ96851.1,0.0
XP_012172299.1,KMQ93020.1,3e-40
XP_012172300.1,KMQ95462.1,1e-16
XP_012172301.1,KMQ97203.1,0.0
XP_012172302.1,KMQ96851.1,0.0
XP_012172303.1,KMQ97215.1,0.0
XP_012172304.1,KMQ97215.1,0.0
XP_012172305.1,KMQ97214.1,3e-175
XP_012172306.1,KMQ97214.1,3e-175
XP_012172307.1,KMQ97214.1,2e-177
XP_012172308.1,KMQ87552.1,3e-45
XP_012172309.1,KMQ96851.1,0.0
XP_012172310.1,KMQ97214.1,2e-163
XP_012172311.1,KMQ97214.1,8e-140
XP_012172312.1,KMQ97214.1,6e-142
XP_012172313.1,KMQ97214.1,1e-176
XP_012172314.1,KMQ97214.1,1e-176
XP_012172316.1,KMQ92294.1,1e-131
XP_012172317.1,KMQ92295.1,0.0
XP_012172318.1,KMQ92295.1,0.0
XP_012172319.1,KMQ92296.1,0.0
XP_012172320.1,KMQ92296.1,0.0
XP_012172321.1,KMQ98057.1,4e-74
XP_012172322.1,KMQ98057.1,4e-74
XP_012172323.1,KMQ98057.1,4e-74
XP_012172324.1,KMQ97090.1,2e-179
XP_012172325.1,KMQ97090.1,2e-179
XP_012172326.1,KMQ93067.1,0.0
XP_012172327.1,KMQ96895.1,0.0
XP_012172328.1,KMQ97092.1,2e-47
XP_012172329.1,KMQ97091.1,0.0
XP_012172330.1,KMQ96335.1,0.0
XP_012172331.1,KMQ96335.1,0.0
XP_012172332.1,KMQ96895.1,2e-169
XP_012172333.1,KMQ96887.1,0.0
XP_012172334.1,KMQ92707.1,8e-152
XP_012172335.1,KMQ92707.1,8e-152
XP_012172336.1,KMQ92707.1,6e-152
XP_012172337.1,KMQ92707.1,5e-152
XP_012172338.1,KMQ92707.1,5e-152
XP_012172339.1,KMQ90182.1,0.0
XP_012172340.1,KMQ90182.1,0.0
XP_012172341.1,KMQ90182.1,0.0
XP_012172342.1,KMQ90182.1,0.0
XP_012172343.1,KMQ86339.1,3e-131
XP_012172344.1,KMQ97128.1,4e-104
XP_012172345.1,KMQ84873.1,4e-151
XP_012172346.1,KMQ91182.1,0.0
XP_012172347.1,KMQ93650.1,0.0
XP_012172349.1,KMQ95190.1,6e-05
XP_012172350.1,KMQ91182.1,0.0
XP_012172351.1,KMQ95190.1,5e-05
XP_012172352.1,KMQ89669.1,3e-95
XP_012172353.1,KMQ90902.1,4e-103
XP_012172354.1,KMQ90902.1,4e-103
XP_012172355.1,KMQ90901.1,0.0
XP_012172356.1,KMQ90901.1,0.0
XP_012172357.1,KMQ90901.1,0.0
XP_012172358.1,KMQ93950.1,3e-118
XP_012172358.1,KMQ93950.1,1e-87
XP_012172359.1,KMQ92205.1,0.0
XP_012172360.1,KMQ93950.1,3e-118
XP_012172360.1,KMQ93950.1,1e-87
XP_012172361.1,KMQ93950.1,3e-118
XP_012172361.1,KMQ93950.1,1e-87
XP_012172362.1,KMQ93950.1,3e-118
XP_012172362.1,KMQ93950.1,1e-87
XP_012172363.1,KMQ93950.1,3e-118
XP_012172363.1,KMQ93950.1,1e-87
XP_012172364.1,KMQ93951.1,0.0
XP_012172365.1,KMQ93951.1,0.0
XP_012172366.1,KMQ93950.1,8e-121
XP_012172366.1,KMQ93950.1,4e-98
XP_012172367.1,KMQ93950.1,2e-179
XP_012172367.1,KMQ93950.1,5e-83
XP_012172368.1,KMQ92205.1,0.0
XP_012172370.1,KMQ93949.1,7e-33
XP_012172371.1,KMQ93949.1,5e-63
XP_012172372.1,KMQ93950.1,6e-120
XP_012172372.1,KMQ93950.1,2e-72
XP_012172374.1,KMQ98257.1,1e-173
XP_012172375.1,KMQ90467.1,0.0
XP_012172376.1,KMR05030.1,3e-07
XP_012172377.1,KMQ90143.1,2e-28
XP_012172378.1,KMQ88254.1,0.0
XP_012172379.1,KMQ88254.1,0.0
XP_012172380.1,KMR03375.1,0.0
XP_012172381.1,KMQ88611.1,1e-63
XP_012172382.1,KMR03377.1,2e-62
XP_012172382.1,KMR03377.1,4e-27
XP_012172383.1,KMR03377.1,1e-62
XP_012172383.1,KMR03377.1,1e-26
XP_012172384.1,KMR03377.1,1e-80
XP_012172385.1,KMQ84886.1,6e-95
XP_012172386.1,KMQ87912.1,9e-112
XP_012172386.1,KMQ87912.1,4e-85
XP_012172387.1,KMQ94503.1,1e-101
XP_012172388.1,KMQ94503.1,1e-101
XP_012172389.1,KMQ89528.1,6e-165
XP_012172391.1,KMR04684.1,4e-81
XP_012172392.1,KMR04685.1,0.0
XP_012172393.1,KMR04685.1,0.0
XP_012172394.1,KMR04685.1,0.0
XP_012172395.1,KMQ88790.1,4e-113
XP_012172396.1,KMQ91968.1,0.0
XP_012172397.1,KMR05351.1,1e-07
XP_012172399.1,KMQ91968.1,0.0
XP_012172400.1,KMQ95788.1,0.0
XP_012172401.1,KMQ95788.1,0.0
XP_012172402.1,KMQ95788.1,0.0
XP_012172403.1,KMQ95788.1,0.0
XP_012172404.1,KMQ95789.1,6e-90
XP_012172405.1,KMQ91968.1,0.0
XP_012172406.1,KMQ87257.1,0.0
XP_012172408.1,KMQ87560.1,9e-80
XP_012172409.1,KMQ87559.1,0.0
XP_012172410.1,KMQ91968.1,0.0
XP_012172411.1,KMQ87559.1,0.0
XP_012172412.1,KMQ92483.1,0.0
XP_012172413.1,KMQ92482.1,1e-133
XP_012172414.1,KMQ90286.1,0.0
XP_012172415.1,KMQ90286.1,0.0
XP_012172416.1,KMQ97899.1,0.0
XP_012172417.1,KMQ96138.1,6e-13
XP_012172418.1,KMQ96138.1,6e-13
XP_012172419.1,KMQ96138.1,6e-09
XP_012172420.1,KMQ96138.1,3e-09
XP_012172421.1,KMQ90650.1,4e-71
XP_012172421.1,KMQ90650.1,2e-35
XP_012172422.1,KMQ91763.1,0.0
XP_012172423.1,KMQ97899.1,0.0
XP_012172424.1,KMQ96706.1,1e-119
XP_012172425.1,KMQ96706.1,9e-109
XP_012172426.1,KMQ96706.1,2e-120
XP_012172429.1,KMQ88436.1,0.0
XP_012172430.1,KMQ88436.1,0.0
XP_012172431.1,KMQ93839.1,0.0
XP_012172431.1,KMQ93839.1,1e-11
XP_012172432.1,KMQ93839.1,0.0
XP_012172432.1,KMQ93839.1,9e-12
XP_012172432.1,KMQ93839.1,1e-11
XP_012172433.1,KMQ93839.1,0.0
XP_012172433.1,KMQ93839.1,9e-12
XP_012172433.1,KMQ93839.1,1e-11
XP_012172434.1,KMQ93839.1,0.0
XP_012172434.1,KMQ93839.1,8e-12
XP_012172434.1,KMQ93839.1,9e-12
XP_012172435.1,KMQ93839.1,0.0
XP_012172435.1,KMQ93839.1,8e-12
XP_012172435.1,KMQ93839.1,1e-11
XP_012172436.1,KMQ93839.1,0.0
XP_012172436.1,KMQ93839.1,9e-12
XP_012172437.1,KMQ93839.1,0.0
XP_012172437.1,KMQ93839.1,1e-11
XP_012172438.1,KMQ93839.1,0.0
XP_012172438.1,KMQ93839.1,9e-12
XP_012172439.1,KMQ93839.1,0.0
XP_012172439.1,KMQ93839.1,9e-12
XP_012172440.1,KMQ97431.1,0.0
XP_012172441.1,KMQ93839.1,0.0
XP_012172441.1,KMQ93839.1,8e-12
XP_012172442.1,KMQ93839.1,0.0
XP_012172442.1,KMQ93839.1,8e-12
XP_012172443.1,KMQ93839.1,0.0
XP_012172443.1,KMQ93839.1,8e-12
XP_012172444.1,KMQ93839.1,0.0
XP_012172444.1,KMQ93839.1,8e-12
XP_012172445.1,KMQ92292.1,3e-74
XP_012172446.1,KMQ95404.1,0.0
XP_012172447.1,KMQ93296.1,1e-172
XP_012172448.1,KMQ93296.1,1e-172
XP_012172449.1,KMQ93296.1,1e-172
XP_012172450.1,KMQ93296.1,1e-172
XP_012172451.1,KMQ93296.1,1e-172
XP_012172452.1,KMQ93296.1,3e-173
XP_012172453.1,KMQ88489.1,7e-132
XP_012172454.1,KMQ88489.1,4e-132
XP_012172455.1,KMQ88489.1,4e-132
XP_012172456.1,KMQ88489.1,5e-132
XP_012172457.1,KMQ88489.1,3e-132
XP_012172458.1,KMQ88489.1,4e-132
XP_012172459.1,KMQ88489.1,7e-116
XP_012172460.1,KMQ81912.1,5e-90
XP_012172461.1,KMQ87679.1,0.0
XP_012172462.1,KMQ87679.1,0.0
XP_012172463.1,KMQ99389.1,1e-124
XP_012172464.1,KMQ99389.1,1e-124
XP_012172465.1,KMQ99390.1,8e-56
XP_012172466.1,KMQ99390.1,8e-56
XP_012172467.1,KMQ99393.1,7e-74
XP_012172467.1,KMQ99393.1,4e-43
XP_012172468.1,KMQ99394.1,2e-113
XP_012172469.1,KMQ81912.1,8e-92
XP_012172470.1,KMQ94976.1,3e-24
XP_012172471.1,KMQ94824.1,0.0
XP_012172472.1,KMQ94824.1,0.0
XP_012172473.1,KMQ94824.1,0.0
XP_012172474.1,KMQ94824.1,0.0
XP_012172475.1,KMQ86585.1,0.0
XP_012172476.1,KMQ86585.1,0.0
XP_012172477.1,KMQ97312.1,0.0
XP_012172478.1,KMQ93619.1,2e-150
XP_012172479.1,KMQ92192.1,1e-30
XP_012172480.1,KMQ94735.1,0.0
XP_012172481.1,KMQ94735.1,0.0
XP_012172482.1,KMQ85891.1,0.0
XP_012172483.1,KMQ85891.1,0.0
XP_012172484.1,KMQ85891.1,0.0
