bt,am,evalue
XP_012171826.1,XP_012171826.1,0.0
XP_012171827.1,XP_012171827.1,0.0
XP_012171828.1,XP_012171828.1,0.0
XP_012171829.1,XP_012171829.1,0.0
XP_012171830.1,XP_012171830.1,6e-70
XP_012171831.1,XP_012171831.1,0.0
XP_012171832.1,XP_012171833.1,0.0
XP_012171833.1,XP_012171833.1,0.0
XP_012171834.1,XP_012171834.1,0.0
XP_012171835.1,XP_012171835.1,0.0
XP_012171836.1,XP_012171833.1,0.0
XP_012171837.1,XP_012171833.1,0.0
XP_012171838.1,XP_012171838.1,0.0
XP_012171839.1,XP_012171839.1,0.0
XP_012171840.1,XP_012171840.1,0.0
XP_012171841.1,XP_012171841.1,0.0
XP_012171842.1,XP_012171842.1,0.0
XP_012171843.1,XP_012171843.1,1e-159
XP_012171844.1,XP_012171850.1,0.0
XP_012171845.1,XP_012171845.1,0.0
XP_012171846.1,XP_012171846.1,0.0
XP_012171847.1,XP_012171850.1,0.0
XP_012171848.1,XP_012171850.1,0.0
XP_012171849.1,XP_012171850.1,0.0
XP_012171850.1,XP_012171850.1,0.0
XP_012171851.1,XP_012171851.1,0.0
XP_012171852.1,XP_012171852.1,0.0
XP_012171853.1,XP_012171853.1,0.0
XP_012171854.1,XP_012171854.1,0.0
XP_012171855.1,XP_012171855.1,0.0
XP_012171856.1,XP_012171856.1,0.0
XP_012171857.1,XP_012171857.1,0.0
XP_012171858.1,XP_012171858.1,0.0
XP_012171859.1,XP_012171859.1,0.0
XP_012171860.1,XP_012171860.1,0.0
XP_012171861.1,XP_012171861.1,0.0
XP_012171862.1,XP_012171862.1,0.0
XP_012171863.1,XP_012171863.1,0.0
XP_012171864.1,XP_012171864.1,1e-134
XP_012171865.1,XP_003393633.1,0.0
XP_012171866.1,XP_012171866.1,0.0
XP_012171867.1,XP_012171867.1,0.0
XP_012171868.1,XP_012171868.1,0.0
XP_012171869.1,XP_012171869.1,0.0
XP_012171870.1,XP_012171870.1,0.0
XP_012171871.1,XP_012171871.1,0.0
XP_012171872.1,XP_012171872.1,0.0
XP_012171873.1,XP_012171873.1,0.0
XP_012171874.1,XP_012171875.1,0.0
XP_012171875.1,XP_012171875.1,0.0
XP_012171876.1,XP_012171876.1,0.0
XP_012171877.1,XP_012171877.1,4e-118
XP_012171878.1,XP_012171878.1,0.0
XP_012171879.1,XP_003400831.1,0.0
XP_012171880.1,XP_012171880.1,0.0
XP_012171881.1,XP_012171881.1,0.0
XP_012171882.1,XP_012171884.1,0.0
XP_012171883.1,XP_012171884.1,0.0
XP_012171884.1,XP_012171884.1,0.0
XP_012171885.1,XP_012171885.1,6e-137
XP_012171886.1,XP_012171886.1,0.0
XP_012171887.1,XP_012171887.1,0.0
XP_012171888.1,XP_012171889.1,0.0
XP_012171889.1,XP_012171889.1,0.0
XP_012171890.1,XP_012171890.1,0.0
XP_012171891.1,XP_012171891.1,0.0
XP_012171892.1,XP_012171892.1,0.0
XP_012171893.1,XP_012171895.1,0.0
XP_012171894.1,XP_012171895.1,0.0
XP_012171895.1,XP_012171895.1,0.0
XP_012171896.1,XP_012171896.1,0.0
XP_012171897.1,XP_012171897.1,0.0
XP_012171898.1,XP_012171898.1,0.0
XP_012171899.1,XP_012171899.1,0.0
XP_012171900.1,XP_012171900.1,0.0
XP_012171901.1,XP_012171901.1,2e-119
XP_012171902.1,XP_012171901.1,8e-114
XP_012171903.1,XP_012171901.1,4e-109
XP_012171904.1,XP_003400847.1,0.0
XP_012171905.1,XP_003400847.1,0.0
XP_012171906.1,XP_003400847.1,0.0
XP_012171907.1,XP_003400847.1,0.0
XP_012171908.1,XP_012171908.1,0.0
XP_012171909.1,XP_012171909.1,0.0
XP_012171910.1,XP_012171910.1,0.0
XP_012171911.1,XP_012171911.1,0.0
XP_012171912.1,XP_012171912.1,0.0
XP_012171913.1,XP_012171913.1,0.0
XP_012171914.1,XP_012171914.1,0.0
XP_012171915.1,XP_012171915.1,0.0
XP_012171916.1,XP_012171916.1,0.0
XP_012171917.1,XP_012171917.1,0.0
XP_012171918.1,XP_012171918.1,0.0
XP_012171919.1,XP_012171919.1,0.0
XP_012171920.1,XP_012171920.1,2e-112
XP_012171921.1,XP_012171921.1,1e-165
XP_012171922.1,XP_012171922.1,0.0
XP_012171923.1,XP_012171923.1,0.0
XP_012171924.1,XP_012171924.1,0.0
XP_012171925.1,XP_012171925.1,0.0
XP_012171926.1,XP_012171926.1,0.0
XP_012171927.1,XP_012171927.1,0.0
XP_012171928.1,XP_012171928.1,0.0
XP_012171929.1,XP_012171930.1,0.0
XP_012171930.1,XP_012171930.1,0.0
XP_012171931.1,XP_012171931.1,3e-134
XP_012171932.1,XP_012171932.1,0.0
XP_012171933.1,XP_012171933.1,0.0
XP_012171934.1,XP_012171934.1,0.0
XP_012171935.1,XP_012171935.1,0.0
XP_012171936.1,XP_012171936.1,8e-140
XP_012171937.1,XP_012171937.1,0.0
XP_012171938.1,XP_012171938.1,0.0
XP_012171939.1,XP_012171939.1,0.0
XP_012171940.1,XP_012171940.1,0.0
XP_012171941.1,XP_012171942.1,0.0
XP_012171942.1,XP_012171942.1,0.0
XP_012171943.1,XP_012171943.1,0.0
XP_012171944.1,XP_012171944.1,0.0
XP_012171945.1,XP_012171945.1,0.0
XP_012171946.1,XP_012171946.1,0.0
XP_012171947.1,XP_012171947.1,0.0
XP_012171948.1,XP_012171948.1,0.0
XP_012171949.1,XP_012171949.1,0.0
XP_012171950.1,XP_012171950.1,0.0
XP_012171951.1,XP_012171951.1,0.0
XP_012171952.1,XP_012171953.1,0.0
XP_012171953.1,XP_012171953.1,0.0
XP_012171954.1,XP_012171954.1,0.0
XP_012171955.1,XP_012171955.1,0.0
XP_012171956.1,XP_012171956.1,0.0
XP_012171957.1,XP_012171960.1,2e-69
XP_012171958.1,XP_012171960.1,2e-69
XP_012171959.1,XP_012171960.1,2e-69
XP_012171960.1,XP_012171960.1,2e-69
XP_012171961.1,XP_012171963.1,0.0
XP_012171962.1,XP_012171963.1,0.0
XP_012171963.1,XP_012171963.1,0.0
XP_012171964.1,XP_012171966.1,0.0
XP_012171965.1,XP_012171966.1,0.0
XP_012171966.1,XP_012171966.1,0.0
XP_012171967.1,XP_012171967.1,0.0
XP_012171968.1,XP_012171968.1,0.0
XP_012171969.1,XP_012171969.1,0.0
XP_012171970.1,XP_012171970.1,0.0
XP_012171971.1,XP_012171971.1,0.0
XP_012171972.1,XP_012171972.1,0.0
XP_012171973.1,XP_012171973.1,0.0
XP_012171974.1,XP_012171974.1,1e-95
XP_012171975.1,XP_012171976.1,0.0
XP_012171976.1,XP_012171976.1,0.0
XP_012171977.1,XP_012171977.1,0.0
XP_012171978.1,XP_012171983.1,0.0
XP_012171979.1,XP_012171983.1,0.0
XP_012171980.1,XP_012171983.1,0.0
XP_012171981.1,XP_012171983.1,0.0
XP_012171982.1,XP_012171983.1,0.0
XP_012171983.1,XP_012171983.1,0.0
XP_012171984.1,XP_012171984.1,0.0
XP_012171985.1,XP_012171985.1,0.0
XP_012171986.1,XP_012171986.1,0.0
XP_012171987.1,XP_012171987.1,0.0
XP_012171988.1,XP_012171988.1,0.0
XP_012171989.1,XP_012171989.1,0.0
XP_012171990.1,XP_012171990.1,0.0
XP_012171991.1,XP_012171991.1,0.0
XP_012171992.1,XP_012171992.1,8e-131
XP_012171993.1,XP_012171993.1,0.0
XP_012171994.1,XP_012171994.1,0.0
XP_012171995.1,XP_012171995.1,3e-127
XP_012171996.1,XP_012171996.1,7e-178
XP_012171997.1,XP_012171997.1,0.0
XP_012171998.1,XP_012172000.1,9e-143
XP_012171999.1,XP_012172000.1,9e-143
XP_012172000.1,XP_012172000.1,9e-143
XP_012172001.1,XP_012172001.1,0.0
XP_012172002.1,XP_012172002.1,0.0
XP_012172003.1,XP_012172003.1,0.0
XP_012172004.1,XP_012172005.1,2e-116
XP_012172005.1,XP_012172005.1,2e-116
XP_012172006.1,XP_012172006.1,0.0
XP_012172007.1,XP_012172007.1,6e-177
XP_012172008.1,XP_012172008.1,0.0
XP_012172009.1,XP_012172009.1,0.0
XP_012172010.1,XP_012172010.1,0.0
XP_012172011.1,XP_012172011.1,0.0
XP_012172012.1,XP_012172016.1,0.0
XP_012172013.1,XP_012172013.1,0.0
XP_012172014.1,XP_012172014.1,0.0
XP_012172015.1,XP_012172015.1,2e-173
XP_012172016.1,XP_012172016.1,0.0
XP_012172017.1,XP_012172022.1,4e-166
XP_012172018.1,XP_012172022.1,4e-166
XP_012172019.1,XP_012172022.1,4e-166
XP_012172020.1,XP_012172022.1,4e-166
XP_012172021.1,XP_012172022.1,4e-166
XP_012172022.1,XP_012172022.1,4e-166
XP_012172023.1,XP_012172025.1,0.0
XP_012172024.1,XP_012172025.1,0.0
XP_012172025.1,XP_012172025.1,0.0
XP_012172026.1,XP_012172026.1,0.0
XP_012172027.1,XP_012172027.1,0.0
XP_012172028.1,XP_012172028.1,0.0
XP_012172029.1,XP_012172029.1,0.0
XP_012172030.1,XP_012172030.1,0.0
XP_012172031.1,XP_012172031.1,0.0
XP_012172032.1,XP_012172032.1,0.0
XP_012172033.1,XP_012172038.1,1e-84
XP_012172034.1,XP_012172038.1,1e-84
XP_012172035.1,XP_012172035.1,0.0
XP_012172036.1,XP_012172038.1,1e-84
XP_012172037.1,XP_012172038.1,1e-84
XP_012172038.1,XP_012172038.1,1e-84
XP_012172039.1,XP_012172039.1,0.0
XP_012172040.1,XP_012172040.1,0.0
XP_012172041.1,XP_012172041.1,2e-159
XP_012172042.1,XP_012172042.1,0.0
XP_012172043.1,XP_012172043.1,0.0
XP_012172044.1,XP_012172044.1,0.0
XP_012172045.1,XP_012172045.1,4e-108
XP_012172046.1,XP_012172046.1,3e-106
XP_012172047.1,XP_012172045.1,3e-90
XP_012172048.1,XP_012172046.1,4e-88
XP_012172049.1,XP_012172049.1,0.0
XP_012172050.1,XP_012172050.1,0.0
XP_012172051.1,XP_012172051.1,0.0
XP_012172052.1,XP_012172052.1,0.0
XP_012172053.1,XP_012172053.1,0.0
XP_012172054.1,XP_012172054.1,0.0
XP_012172055.1,XP_012172055.1,0.0
XP_012172056.1,XP_012172086.1,0.0
XP_012172057.1,XP_012172057.1,0.0
XP_012172058.1,XP_012172058.1,0.0
XP_012172059.1,XP_012172059.1,0.0
XP_012172060.1,XP_012172060.1,0.0
XP_012172061.1,XP_012172062.1,0.0
XP_012172062.1,XP_012172062.1,0.0
XP_012172063.1,XP_012172062.1,0.0
XP_012172064.1,XP_012172064.1,2e-103
XP_012172065.1,XP_012172065.1,0.0
XP_012172066.1,XP_012172066.1,0.0
XP_012172067.1,XP_012172067.1,9e-80
XP_012172068.1,XP_012172068.1,0.0
XP_012172069.1,XP_012172086.1,0.0
XP_012172070.1,XP_012172075.1,4e-147
XP_012172071.1,XP_012172075.1,4e-147
XP_012172072.1,XP_012172075.1,4e-147
XP_012172073.1,XP_012172075.1,4e-147
XP_012172074.1,XP_012172075.1,4e-147
XP_012172075.1,XP_012172075.1,4e-147
XP_012172076.1,XP_012172077.1,0.0
XP_012172077.1,XP_012172077.1,0.0
XP_012172078.1,XP_012172078.1,0.0
XP_012172079.1,XP_012172086.1,0.0
XP_012172080.1,XP_012172080.1,1e-174
XP_012172081.1,XP_012172081.1,0.0
XP_012172082.1,XP_012172082.1,0.0
XP_012172083.1,XP_012172083.1,0.0
XP_012172084.1,XP_012172085.1,0.0
XP_012172085.1,XP_012172085.1,0.0
XP_012172086.1,XP_012172086.1,0.0
XP_012172087.1,XP_012172087.1,0.0
XP_012172088.1,XP_012172088.1,0.0
XP_012172089.1,XP_012172089.1,0.0
XP_012172090.1,XP_012172090.1,0.0
XP_012172091.1,XP_012172091.1,0.0
XP_012172092.1,XP_012172092.1,0.0
XP_012172093.1,XP_012172093.1,3e-103
XP_012172094.1,XP_012172094.1,0.0
XP_012172095.1,XP_012172095.1,3e-110
XP_012172096.1,XP_012172099.1,0.0
XP_012172097.1,XP_012172099.1,0.0
XP_012172098.1,XP_012172099.1,0.0
XP_012172099.1,XP_012172099.1,0.0
XP_012172100.1,XP_012172100.1,0.0
XP_012172101.1,XP_012172101.1,0.0
XP_012172102.1,XP_012172102.1,0.0
XP_012172103.1,XP_012172103.1,0.0
XP_012172104.1,XP_012172104.1,0.0
XP_012172105.1,XP_012172102.1,0.0
XP_012172106.1,XP_012172106.1,0.0
XP_012172107.1,XP_012172107.1,0.0
XP_012172108.1,XP_012172106.1,0.0
XP_012172109.1,XP_012172106.1,0.0
XP_012172110.1,XP_012172106.1,0.0
XP_012172111.1,XP_012172125.1,0.0
XP_012172112.1,XP_012172112.1,3e-154
XP_012172113.1,XP_012172112.1,3e-135
XP_012172114.1,XP_012172115.1,0.0
XP_012172115.1,XP_012172115.1,0.0
XP_012172116.1,XP_012172125.1,0.0
XP_012172117.1,XP_012172133.1,0.0
XP_012172118.1,XP_012172133.1,0.0
XP_012172119.1,XP_012172133.1,0.0
XP_012172120.1,XP_012172133.1,0.0
XP_012172121.1,XP_012172133.1,0.0
XP_012172122.1,XP_012172133.1,0.0
XP_012172123.1,XP_012172133.1,0.0
XP_012172124.1,XP_012172133.1,0.0
XP_012172125.1,XP_012172125.1,0.0
XP_012172126.1,XP_012172133.1,0.0
XP_012172127.1,XP_012172133.1,0.0
XP_012172128.1,XP_012172133.1,0.0
XP_012172129.1,XP_012172133.1,0.0
XP_012172130.1,XP_012172133.1,0.0
XP_012172131.1,XP_012172133.1,0.0
XP_012172132.1,XP_012172133.1,0.0
XP_012172133.1,XP_012172133.1,0.0
XP_012172134.1,XP_012172134.1,0.0
XP_012172135.1,XP_012172135.1,0.0
XP_012172136.1,XP_012172138.1,0.0
XP_012172137.1,XP_012172138.1,0.0
XP_012172138.1,XP_012172138.1,0.0
XP_012172139.1,XP_012172139.1,1e-158
XP_012172140.1,XP_012172140.1,0.0
XP_012172141.1,XP_012172142.1,0.0
XP_012172142.1,XP_012172142.1,0.0
XP_012172143.1,XP_012172143.1,0.0
XP_012172144.1,XP_012172149.1,0.0
XP_012172145.1,XP_012172146.1,0.0
XP_012172146.1,XP_012172146.1,0.0
XP_012172147.1,XP_012172147.1,0.0
XP_012172148.1,XP_012172148.1,2e-123
XP_012172149.1,XP_012172149.1,0.0
XP_012172150.1,XP_012172150.1,0.0
XP_012172151.1,XP_012172151.1,0.0
XP_012172152.1,XP_012172152.1,0.0
XP_012172153.1,XP_012172153.1,0.0
XP_012172154.1,XP_012172153.1,0.0
XP_012172155.1,XP_012172153.1,0.0
XP_012172156.1,XP_012172153.1,0.0
XP_012172157.1,XP_012172160.1,0.0
XP_012172158.1,XP_012172158.1,0.0
XP_012172159.1,XP_012172160.1,0.0
XP_012172160.1,XP_012172160.1,0.0
XP_012172161.1,XP_012172161.1,0.0
XP_012172162.1,XP_012172162.1,0.0
XP_012172163.1,XP_012172163.1,2e-57
XP_012172164.1,XP_012172164.1,0.0
XP_012172165.1,XP_012172165.1,0.0
XP_012172166.1,XP_012172166.1,0.0
XP_012172167.1,XP_012172167.1,5e-95
XP_012172168.1,XP_012172168.1,0.0
XP_012172169.1,XP_012172169.1,0.0
XP_012172170.1,XP_012172171.1,0.0
XP_012172171.1,XP_012172171.1,0.0
XP_012172172.1,XP_012172172.1,0.0
XP_012172173.1,XP_012172173.1,0.0
XP_012172174.1,XP_012172174.1,0.0
XP_012172175.1,XP_012172175.1,0.0
XP_012172176.1,XP_012172176.1,0.0
XP_012172177.1,XP_012172215.1,0.0
XP_012172178.1,XP_012172178.1,0.0
XP_012172179.1,XP_012172179.1,0.0
XP_012172180.1,XP_012172181.1,0.0
XP_012172181.1,XP_012172181.1,0.0
XP_012172182.1,XP_012172183.1,3e-107
XP_012172183.1,XP_012172183.1,3e-107
XP_012172184.1,XP_012172215.1,0.0
XP_012172185.1,XP_012172185.1,0.0
XP_012172186.1,XP_012172186.1,0.0
XP_012172187.1,XP_012172187.1,0.0
XP_012172188.1,XP_012172188.1,0.0
XP_012172189.1,XP_012172189.1,0.0
XP_012172190.1,XP_012172215.1,0.0
XP_012172191.1,XP_012172191.1,4e-143
XP_012172192.1,XP_012172192.1,0.0
XP_012172193.1,XP_012172215.1,0.0
XP_012172194.1,XP_012172194.1,0.0
XP_012172195.1,XP_012172195.1,0.0
XP_012172196.1,XP_012172196.1,3e-146
XP_012172197.1,XP_012172197.1,0.0
XP_012172198.1,XP_012172215.1,0.0
XP_012172199.1,XP_012172199.1,0.0
XP_012172200.1,XP_012172200.1,0.0
XP_012172201.1,XP_012172201.1,0.0
XP_012172202.1,XP_012172203.1,0.0
XP_012172203.1,XP_012172203.1,0.0
XP_012172204.1,XP_012172204.1,0.0
XP_012172205.1,XP_012172215.1,0.0
XP_012172206.1,XP_012172206.1,6e-161
XP_012172207.1,XP_012172212.1,0.0
XP_012172208.1,XP_012172212.1,0.0
XP_012172209.1,XP_012172212.1,0.0
XP_012172210.1,XP_012172212.1,0.0
XP_012172211.1,XP_012172212.1,0.0
XP_012172212.1,XP_012172212.1,0.0
XP_012172213.1,XP_012172213.1,0.0
XP_012172214.1,XP_012172214.1,0.0
XP_012172215.1,XP_012172215.1,0.0
XP_012172216.1,XP_012172216.1,0.0
XP_012172217.1,XP_012172217.1,0.0
XP_012172218.1,XP_012172218.1,0.0
XP_012172219.1,XP_012172219.1,0.0
XP_012172220.1,XP_012172220.1,0.0
XP_012172221.1,XP_012172221.1,0.0
XP_012172222.1,XP_012172222.1,7e-129
XP_012172223.1,XP_012172223.1,0.0
XP_012172224.1,XP_012172224.1,0.0
XP_012172225.1,XP_003393654.1,0.0
XP_012172226.1,XP_012172227.1,0.0
XP_012172227.1,XP_012172227.1,0.0
XP_012172228.1,XP_012172228.1,0.0
XP_012172229.1,XP_012172230.1,0.0
XP_012172230.1,XP_012172230.1,0.0
XP_012172231.1,XP_012172231.1,0.0
XP_012172232.1,XP_012172230.1,0.0
XP_012172233.1,XP_012172233.1,0.0
XP_012172234.1,XP_012172234.1,0.0
XP_012172235.1,XP_012172235.1,0.0
XP_012172236.1,XP_012172236.1,0.0
XP_012172237.1,XP_012172237.1,0.0
XP_012172238.1,XP_012172238.1,0.0
XP_012172239.1,XP_012172239.1,4e-158
XP_012172240.1,XP_012172240.1,6e-75
XP_012172241.1,XP_012172241.1,0.0
XP_012172242.1,XP_012172242.1,0.0
XP_012172243.1,XP_012172243.1,0.0
XP_012172244.1,XP_012172244.1,0.0
XP_012172245.1,XP_012172245.1,0.0
XP_012172246.1,XP_012172246.1,0.0
XP_012172247.1,XP_012172247.1,0.0
XP_012172248.1,XP_012172248.1,2e-156
XP_012172249.1,XP_012172249.1,0.0
XP_012172250.1,XP_012172250.1,4e-92
XP_012172251.1,XP_012172251.1,1e-156
XP_012172252.1,XP_012172252.1,0.0
XP_012172253.1,XP_012172253.1,0.0
XP_012172254.1,XP_012172254.1,0.0
XP_012172255.1,XP_012172255.1,0.0
XP_012172256.1,XP_012172256.1,0.0
XP_012172257.1,XP_012172257.1,0.0
XP_012172258.1,XP_012172258.1,0.0
XP_012172259.1,XP_012172259.1,0.0
XP_012172260.1,XP_012172260.1,0.0
XP_012172261.1,XP_012172261.1,4e-121
XP_012172262.1,XP_012172262.1,4e-79
XP_012172263.1,XP_012172263.1,0.0
XP_012172264.1,XP_012172264.1,3e-112
XP_012172265.1,XP_012172265.1,0.0
XP_012172266.1,XP_012172268.1,0.0
XP_012172267.1,XP_012172268.1,0.0
XP_012172268.1,XP_012172268.1,0.0
XP_012172269.1,XP_012172269.1,0.0
XP_012172270.1,XP_012172270.1,0.0
XP_012172271.1,XP_012172271.1,3e-105
XP_012172272.1,XP_012172272.1,0.0
XP_012172273.1,XP_012172273.1,0.0
XP_012172274.1,XP_012172274.1,0.0
XP_012172275.1,XP_012172275.1,0.0
XP_012172276.1,XP_012172276.1,3e-102
XP_012172277.1,XP_012172277.1,0.0
XP_012172278.1,XP_012172278.1,0.0
XP_012172279.1,XP_012172279.1,0.0
XP_012172280.1,XP_012172281.1,0.0
XP_012172281.1,XP_012172281.1,0.0
XP_012172282.1,XP_012172282.1,0.0
XP_012172283.1,XP_012172284.1,0.0
XP_012172284.1,XP_012172284.1,0.0
XP_012172285.1,XP_012172285.1,0.0
XP_012172286.1,XP_012172286.1,0.0
XP_012172287.1,XP_012172285.1,0.0
XP_012172288.1,XP_012172288.1,0.0
XP_012172289.1,XP_012172289.1,0.0
XP_012172290.1,XP_012172290.1,0.0
XP_012172291.1,XP_012172292.1,0.0
XP_012172292.1,XP_012172292.1,0.0
XP_012172293.1,XP_012172293.1,0.0
XP_012172294.1,XP_012172294.1,0.0
XP_012172295.1,XP_012172295.1,0.0
XP_012172296.1,XP_012172296.1,0.0
XP_012172297.1,XP_012172297.1,3e-110
XP_012172298.1,XP_012172298.1,0.0
XP_012172299.1,XP_012172299.1,0.0
XP_012172300.1,XP_012172300.1,2e-177
XP_012172301.1,XP_012172301.1,0.0
XP_012172302.1,XP_012172298.1,0.0
XP_012172303.1,XP_012172303.1,0.0
XP_012172304.1,XP_012172304.1,0.0
XP_012172305.1,XP_012172305.1,0.0
XP_012172306.1,XP_012172306.1,0.0
XP_012172307.1,XP_012172307.1,0.0
XP_012172308.1,XP_012172308.1,0.0
XP_012172309.1,XP_012172309.1,0.0
XP_012172310.1,XP_012172310.1,0.0
XP_012172311.1,XP_012172311.1,0.0
XP_012172312.1,XP_012172312.1,0.0
XP_012172313.1,XP_012172313.1,0.0
XP_012172314.1,XP_012172314.1,0.0
XP_012172315.1,XP_012172315.1,4e-90
XP_012172316.1,XP_012172316.1,0.0
XP_012172317.1,XP_012172317.1,0.0
XP_012172318.1,XP_012172318.1,0.0
XP_012172319.1,XP_012172319.1,0.0
XP_012172320.1,XP_012172320.1,0.0
XP_012172321.1,XP_012172323.1,0.0
XP_012172322.1,XP_012172323.1,0.0
XP_012172323.1,XP_012172323.1,0.0
XP_012172324.1,XP_012172325.1,0.0
XP_012172325.1,XP_012172325.1,0.0
XP_012172326.1,XP_012172326.1,0.0
XP_012172327.1,XP_012172327.1,0.0
XP_012172328.1,XP_012172328.1,0.0
XP_012172329.1,XP_012172329.1,0.0
XP_012172330.1,XP_012172330.1,0.0
XP_012172331.1,XP_012172331.1,0.0
XP_012172332.1,XP_012172332.1,0.0
XP_012172333.1,XP_012172333.1,0.0
XP_012172334.1,XP_012172334.1,0.0
XP_012172335.1,XP_012172335.1,0.0
XP_012172336.1,XP_012172336.1,0.0
XP_012172337.1,XP_003401337.1,0.0
XP_012172338.1,XP_003401337.1,0.0
XP_012172339.1,XP_012172340.1,0.0
XP_012172340.1,XP_012172340.1,0.0
XP_012172341.1,XP_012172341.1,0.0
XP_012172342.1,XP_012172342.1,0.0
XP_012172343.1,XP_012172343.1,0.0
XP_012172344.1,XP_012172344.1,7e-119
XP_012172345.1,XP_012172345.1,0.0
XP_012172346.1,XP_012172346.1,0.0
XP_012172347.1,XP_012172347.1,0.0
XP_012172348.1,XP_012172348.1,0.0
XP_012172349.1,XP_012172349.1,0.0
XP_012172350.1,XP_012172350.1,0.0
XP_012172351.1,XP_012172351.1,0.0
XP_012172352.1,XP_012172352.1,3e-156
XP_012172353.1,XP_012172354.1,9e-171
XP_012172354.1,XP_012172354.1,9e-171
XP_012172355.1,XP_012172355.1,0.0
XP_012172356.1,XP_012172356.1,0.0
XP_012172357.1,XP_012172357.1,0.0
XP_012172358.1,XP_012172363.1,0.0
XP_012172359.1,XP_012172359.1,0.0
XP_012172360.1,XP_012172363.1,0.0
XP_012172361.1,XP_012172363.1,0.0
XP_012172362.1,XP_012172363.1,0.0
XP_012172363.1,XP_012172363.1,0.0
XP_012172364.1,XP_012172364.1,0.0
XP_012172365.1,XP_012172365.1,0.0
XP_012172366.1,XP_012172366.1,0.0
XP_012172367.1,XP_012172367.1,0.0
XP_012172368.1,XP_012172368.1,0.0
XP_012172369.1,XP_012172369.1,0.0
XP_012172370.1,XP_012172370.1,0.0
XP_012172371.1,XP_012172371.1,0.0
XP_012172372.1,XP_012172372.1,0.0
XP_012172373.1,XP_012172373.1,2e-140
XP_012172374.1,XP_012172374.1,0.0
XP_012172375.1,XP_012172375.1,0.0
XP_012172376.1,XP_012172376.1,0.0
XP_012172377.1,XP_012172377.1,0.0
XP_012172378.1,XP_012172378.1,0.0
XP_012172379.1,XP_012172379.1,0.0
XP_012172380.1,XP_012172380.1,0.0
XP_012172381.1,XP_012172381.1,0.0
XP_012172382.1,XP_012172382.1,0.0
XP_012172383.1,XP_012172383.1,0.0
XP_012172384.1,XP_012172384.1,0.0
XP_012172385.1,XP_012172385.1,0.0
XP_012172386.1,XP_012172386.1,0.0
XP_012172387.1,XP_012172387.1,0.0
XP_012172388.1,XP_012172388.1,0.0
XP_012172389.1,XP_012172389.1,0.0
XP_012172390.1,XP_012172390.1,3e-110
XP_012172391.1,XP_012172391.1,0.0
XP_012172392.1,XP_003401240.1,0.0
XP_012172393.1,XP_003401240.1,0.0
XP_012172394.1,XP_003401240.1,0.0
XP_012172395.1,XP_012172395.1,0.0
XP_012172396.1,XP_012172410.1,0.0
XP_012172397.1,XP_012172397.1,3e-55
XP_012172398.1,XP_012172398.1,7e-94
XP_012172399.1,XP_012172410.1,0.0
XP_012172400.1,XP_012172401.1,0.0
XP_012172401.1,XP_012172401.1,0.0
XP_012172402.1,XP_012172402.1,0.0
XP_012172403.1,XP_012172403.1,0.0
XP_012172404.1,XP_012172404.1,1e-134
XP_012172405.1,XP_012172410.1,0.0
XP_012172406.1,XP_012172406.1,0.0
XP_012172407.1,XP_012172407.1,1e-166
XP_012172408.1,XP_012172408.1,0.0
XP_012172409.1,XP_012172411.1,0.0
XP_012172410.1,XP_012172410.1,0.0
XP_012172411.1,XP_012172411.1,0.0
XP_012172412.1,XP_012172412.1,0.0
XP_012172413.1,XP_012172413.1,0.0
XP_012172414.1,XP_012172415.1,0.0
XP_012172415.1,XP_012172415.1,0.0
XP_012172416.1,XP_012172423.1,0.0
XP_012172417.1,XP_012172418.1,0.0
XP_012172418.1,XP_012172418.1,0.0
XP_012172419.1,XP_012172419.1,0.0
XP_012172420.1,XP_012172420.1,2e-161
XP_012172421.1,XP_012172421.1,0.0
XP_012172422.1,XP_012172422.1,0.0
XP_012172423.1,XP_012172423.1,0.0
XP_012172424.1,XP_012172424.1,0.0
XP_012172425.1,XP_012172425.1,0.0
XP_012172426.1,XP_012172426.1,0.0
XP_012172427.1,XP_012172427.1,5e-162
XP_012172428.1,XP_012172428.1,3e-161
XP_012172429.1,XP_012172429.1,0.0
XP_012172430.1,XP_012172430.1,0.0
XP_012172431.1,XP_012172431.1,0.0
XP_012172432.1,XP_012172432.1,0.0
XP_012172433.1,XP_012172433.1,0.0
XP_012172434.1,XP_012172434.1,0.0
XP_012172435.1,XP_012172432.1,0.0
XP_012172436.1,XP_012172436.1,0.0
XP_012172437.1,XP_012172437.1,0.0
XP_012172438.1,XP_012172438.1,0.0
XP_012172439.1,XP_012172439.1,0.0
XP_012172440.1,XP_012172440.1,0.0
XP_012172441.1,XP_012172441.1,0.0
XP_012172442.1,XP_012172442.1,0.0
XP_012172443.1,XP_012172443.1,0.0
XP_012172444.1,XP_012172444.1,0.0
XP_012172445.1,XP_012172445.1,2e-135
XP_012172446.1,XP_012172446.1,0.0
XP_012172447.1,XP_012172451.1,0.0
XP_012172448.1,XP_012172451.1,0.0
XP_012172449.1,XP_012172451.1,0.0
XP_012172450.1,XP_012172451.1,0.0
XP_012172451.1,XP_012172451.1,0.0
XP_012172452.1,XP_012172452.1,0.0
XP_012172453.1,XP_012172453.1,0.0
XP_012172454.1,XP_012172454.1,0.0
XP_012172455.1,XP_012172455.1,0.0
XP_012172456.1,XP_012172456.1,0.0
