am,lf,evalue
NP_001267818.1,TRINITY_DN27273_c0_g1_i1|m.6740,0.0
XP_012171322.1,TRINITY_DN27368_c0_g1_i1|m.28136,4e-173
XP_012171323.1,TRINITY_DN14125_c2_g1_i1|m.29918,0.0
XP_012171324.1,TRINITY_DN11432_c0_g2_i1|m.34495,0.0
XP_012171325.1,TRINITY_DN3630_c0_g1_i1|m.39488,0.0
XP_012171326.1,TRINITY_DN14187_c1_g1_i1|m.29330,6e-154
XP_012171327.1,TRINITY_DN14187_c1_g1_i1|m.29330,6e-154
XP_012171328.1,TRINITY_DN14187_c1_g1_i1|m.29330,6e-154
XP_012171329.1,TRINITY_DN14187_c1_g1_i1|m.29330,6e-154
XP_012171332.1,TRINITY_DN3630_c0_g1_i1|m.39488,0.0
XP_012171333.1,TRINITY_DN21259_c0_g1_i1|m.17162,2e-39
XP_012171335.1,TRINITY_DN13601_c0_g1_i1|m.5116,5e-37
XP_012171335.1,TRINITY_DN13601_c0_g1_i1|m.5116,1e-05
XP_012171336.1,TRINITY_DN3630_c0_g1_i1|m.39488,0.0
XP_012171337.1,TRINITY_DN13148_c0_g1_i1|m.46911,0.0
XP_012171337.1,TRINITY_DN13148_c0_g1_i1|m.46911,5e-95
XP_012171337.1,TRINITY_DN13148_c0_g1_i1|m.46911,3e-89
XP_012171337.1,TRINITY_DN13148_c0_g1_i1|m.46911,6e-83
XP_012171337.1,TRINITY_DN13148_c0_g1_i1|m.46911,6e-69
XP_012171337.1,TRINITY_DN13148_c0_g1_i1|m.46911,1e-47
XP_012171338.1,TRINITY_DN13148_c0_g1_i1|m.46911,0.0
XP_012171338.1,TRINITY_DN13148_c0_g1_i1|m.46911,4e-95
XP_012171338.1,TRINITY_DN13148_c0_g1_i1|m.46911,2e-89
XP_012171338.1,TRINITY_DN13148_c0_g1_i1|m.46911,5e-83
XP_012171338.1,TRINITY_DN13148_c0_g1_i1|m.46911,5e-69
XP_012171338.1,TRINITY_DN13148_c0_g1_i1|m.46911,2e-47
XP_012171339.1,TRINITY_DN13148_c0_g1_i1|m.46911,0.0
XP_012171339.1,TRINITY_DN13148_c0_g1_i1|m.46911,1e-76
XP_012171339.1,TRINITY_DN13148_c0_g1_i1|m.46911,1e-69
XP_012171339.1,TRINITY_DN13148_c0_g1_i1|m.46911,1e-67
XP_012171339.1,TRINITY_DN13148_c0_g1_i1|m.46911,3e-43
XP_012171340.1,TRINITY_DN13148_c0_g1_i1|m.46911,0.0
XP_012171341.1,TRINITY_DN13148_c0_g1_i1|m.46911,0.0
XP_012171342.1,TRINITY_DN8359_c0_g1_i1|m.28073,0.0
XP_012171343.1,TRINITY_DN10845_c0_g1_i1|m.6459,0.0
XP_012171344.1,TRINITY_DN10845_c0_g1_i1|m.6459,0.0
XP_012171345.1,TRINITY_DN3630_c0_g1_i1|m.39488,0.0
XP_012171346.1,TRINITY_DN10845_c0_g1_i1|m.6459,0.0
XP_012171347.1,TRINITY_DN9115_c0_g1_i1|m.35971,0.0
XP_012171347.1,TRINITY_DN9115_c0_g1_i1|m.35971,1e-42
XP_012171347.1,TRINITY_DN9115_c0_g1_i1|m.35971,3e-33
XP_012171347.1,TRINITY_DN9115_c0_g1_i1|m.35971,8e-17
XP_012171348.1,TRINITY_DN9936_c1_g2_i1|m.25037,3e-21
XP_012171348.1,TRINITY_DN9936_c1_g2_i1|m.25037,3e-15
XP_012171349.1,TRINITY_DN9936_c1_g2_i1|m.25037,3e-21
XP_012171349.1,TRINITY_DN9936_c1_g2_i1|m.25037,3e-15
XP_012171350.1,TRINITY_DN9936_c1_g2_i1|m.25037,3e-21
XP_012171350.1,TRINITY_DN9936_c1_g2_i1|m.25037,3e-15
XP_012171351.1,TRINITY_DN9936_c1_g2_i1|m.25037,3e-21
XP_012171351.1,TRINITY_DN9936_c1_g2_i1|m.25037,3e-15
XP_012171352.1,TRINITY_DN9936_c1_g2_i1|m.25037,3e-21
XP_012171352.1,TRINITY_DN9936_c1_g2_i1|m.25037,3e-15
XP_012171353.1,TRINITY_DN13149_c1_g1_i1|m.46785,2e-50
XP_012171354.1,TRINITY_DN9029_c0_g1_i1|m.4700,0.0
XP_012171355.1,TRINITY_DN13149_c1_g1_i1|m.46785,2e-50
XP_012171356.1,TRINITY_DN13149_c1_g1_i1|m.46785,2e-50
XP_012171357.1,TRINITY_DN13149_c1_g1_i1|m.46785,2e-50
XP_012171358.1,TRINITY_DN13149_c1_g1_i1|m.46785,2e-50
XP_012171359.1,TRINITY_DN13149_c1_g1_i1|m.46785,2e-50
XP_012171360.1,TRINITY_DN13149_c1_g1_i1|m.46785,2e-50
XP_012171361.1,TRINITY_DN13149_c1_g1_i1|m.46785,2e-50
XP_012171362.1,TRINITY_DN13149_c1_g1_i1|m.46785,2e-50
XP_012171363.1,TRINITY_DN36492_c0_g1_i1|m.41952,0.0
XP_012171365.1,TRINITY_DN23131_c0_g1_i1|m.26139,4e-08
XP_012171366.1,TRINITY_DN9253_c0_g1_i1|m.40889,1e-12
XP_012171367.1,TRINITY_DN9253_c0_g1_i1|m.40889,9e-13
XP_012171368.1,TRINITY_DN9253_c0_g1_i1|m.40889,9e-13
XP_012171369.1,TRINITY_DN9253_c0_g1_i1|m.40889,3e-13
XP_012171370.1,TRINITY_DN9972_c0_g1_i1|m.25242,0.0
XP_012171371.1,TRINITY_DN9972_c0_g1_i1|m.25242,0.0
XP_012171372.1,TRINITY_DN9972_c0_g1_i1|m.25242,0.0
XP_012171373.1,TRINITY_DN7271_c0_g1_i1|m.14054,6e-29
XP_012171373.1,TRINITY_DN7271_c0_g1_i1|m.14054,2e-16
XP_012171373.1,TRINITY_DN7271_c0_g1_i1|m.14054,9e-11
XP_012171374.1,TRINITY_DN7719_c0_g2_i1|m.42940,4e-29
XP_012171374.1,TRINITY_DN7719_c0_g2_i1|m.42940,2e-14
XP_012171374.1,TRINITY_DN7719_c0_g2_i1|m.42940,2e-11
XP_012171375.1,TRINITY_DN7605_c0_g1_i1|m.9348,0.0
XP_012171376.1,TRINITY_DN6261_c0_g1_i1|m.12299,0.0
XP_012171377.1,TRINITY_DN6261_c0_g1_i1|m.12299,0.0
XP_012171378.1,TRINITY_DN13165_c0_g1_i1|m.47365,4e-62
XP_012171379.1,TRINITY_DN7605_c0_g1_i1|m.9348,0.0
XP_012171380.1,TRINITY_DN8587_c0_g2_i1|m.40063,0.0
XP_012171381.1,TRINITY_DN8587_c0_g2_i1|m.40063,0.0
XP_012171382.1,TRINITY_DN8587_c0_g2_i1|m.40063,0.0
XP_012171384.1,TRINITY_DN14125_c2_g1_i1|m.29918,0.0
XP_012171385.1,TRINITY_DN35910_c0_g1_i1|m.2365,2e-123
XP_012171386.1,TRINITY_DN35910_c0_g1_i1|m.2365,2e-123
XP_012171387.1,TRINITY_DN35910_c0_g1_i1|m.2365,2e-123
XP_012171388.1,TRINITY_DN7605_c0_g1_i1|m.9348,0.0
XP_012171389.1,TRINITY_DN2535_c0_g2_i1|m.50582,0.0
XP_012171390.1,TRINITY_DN8992_c0_g1_i1|m.13889,4e-84
XP_012171391.1,TRINITY_DN11699_c0_g1_i1|m.28313,0.0
XP_012171392.1,TRINITY_DN11699_c0_g1_i1|m.28313,7e-180
XP_012171393.1,TRINITY_DN36943_c0_g1_i1|m.49092,1e-70
XP_012171394.1,TRINITY_DN7605_c0_g1_i1|m.9348,0.0
XP_012171395.1,TRINITY_DN13633_c0_g1_i1|m.5501,2e-72
XP_012171395.1,TRINITY_DN13633_c0_g1_i1|m.5501,8e-52
XP_012171396.1,TRINITY_DN13633_c0_g1_i1|m.5501,2e-57
XP_012171396.1,TRINITY_DN13633_c0_g1_i1|m.5501,4e-52
XP_012171397.1,TRINITY_DN13633_c0_g1_i1|m.5501,2e-57
XP_012171397.1,TRINITY_DN13633_c0_g1_i1|m.5501,4e-52
XP_012171398.1,TRINITY_DN13633_c0_g1_i1|m.5501,7e-116
XP_012171399.1,TRINITY_DN13633_c0_g1_i1|m.5501,2e-113
XP_012171400.1,TRINITY_DN13633_c0_g1_i1|m.5501,2e-113
XP_012171401.1,TRINITY_DN7605_c0_g1_i1|m.9348,0.0
XP_012171402.1,TRINITY_DN13633_c0_g1_i1|m.5501,7e-42
XP_012171403.1,TRINITY_DN13633_c0_g1_i1|m.5501,4e-39
XP_012171404.1,TRINITY_DN13633_c0_g1_i1|m.5501,3e-67
XP_012171405.1,TRINITY_DN13633_c0_g1_i1|m.5501,4e-50
XP_012171405.1,TRINITY_DN13633_c0_g1_i1|m.5501,2e-43
XP_012171406.1,TRINITY_DN7605_c0_g1_i1|m.9348,0.0
XP_012171407.1,TRINITY_DN11373_c0_g1_i1|m.36529,2e-11
XP_012171409.1,TRINITY_DN7101_c0_g1_i1|m.13404,0.0
XP_012171410.1,TRINITY_DN7101_c0_g1_i1|m.13404,0.0
XP_012171411.1,TRINITY_DN7101_c0_g1_i1|m.13404,0.0
XP_012171412.1,TRINITY_DN7101_c0_g1_i1|m.13404,0.0
XP_012171413.1,TRINITY_DN7605_c0_g1_i1|m.9348,0.0
XP_012171414.1,TRINITY_DN7101_c0_g1_i1|m.13404,0.0
XP_012171415.1,TRINITY_DN14027_c0_g1_i1|m.17815,0.0
XP_012171416.1,TRINITY_DN7605_c0_g1_i1|m.9348,0.0
XP_012171417.1,TRINITY_DN14027_c0_g1_i1|m.17815,0.0
XP_012171418.1,TRINITY_DN5914_c0_g1_i1|m.37362,0.0
XP_012171419.1,TRINITY_DN5914_c0_g1_i1|m.37362,0.0
XP_012171420.1,TRINITY_DN5914_c0_g1_i1|m.37362,0.0
XP_012171421.1,TRINITY_DN5914_c0_g1_i1|m.37362,0.0
XP_012171422.1,TRINITY_DN5914_c0_g1_i1|m.37362,0.0
XP_012171423.1,TRINITY_DN5914_c0_g1_i1|m.37362,0.0
XP_012171424.1,TRINITY_DN5914_c0_g1_i1|m.37362,0.0
XP_012171425.1,TRINITY_DN5914_c0_g1_i1|m.37362,0.0
XP_012171426.1,TRINITY_DN5914_c0_g1_i1|m.37362,0.0
XP_012171427.1,TRINITY_DN7605_c0_g1_i1|m.9348,0.0
XP_012171428.1,TRINITY_DN13838_c0_g1_i1|m.22281,0.0
XP_012171429.1,TRINITY_DN13838_c0_g1_i1|m.22281,0.0
XP_012171430.1,TRINITY_DN13838_c0_g1_i1|m.22281,0.0
XP_012171434.1,TRINITY_DN7605_c0_g1_i1|m.9348,0.0
XP_012171435.1,TRINITY_DN25323_c0_g1_i1|m.40547,7e-06
XP_012171437.1,TRINITY_DN14926_c0_g1_i1|m.31018,1e-136
XP_012171438.1,TRINITY_DN7605_c0_g1_i1|m.9348,0.0
XP_012171439.1,TRINITY_DN14073_c0_g1_i1|m.17740,2e-143
XP_012171440.1,TRINITY_DN14073_c0_g1_i1|m.17740,2e-143
XP_012171441.1,TRINITY_DN14073_c0_g1_i1|m.17740,2e-143
XP_012171442.1,TRINITY_DN14073_c0_g1_i1|m.17740,2e-143
XP_012171443.1,TRINITY_DN11717_c0_g1_i1|m.14494,0.0
XP_012171444.1,TRINITY_DN11717_c0_g1_i1|m.14494,0.0
XP_012171446.1,TRINITY_DN9266_c0_g1_i1|m.40979,3e-105
XP_012171447.1,TRINITY_DN6370_c0_g1_i1|m.39971,0.0
XP_012171448.1,TRINITY_DN14125_c2_g1_i1|m.29918,0.0
XP_012171449.1,TRINITY_DN6370_c0_g1_i1|m.39971,0.0
XP_012171450.1,TRINITY_DN6370_c0_g1_i1|m.39971,0.0
XP_012171451.1,TRINITY_DN6370_c0_g1_i1|m.39971,0.0
XP_012171452.1,TRINITY_DN6370_c0_g1_i1|m.39971,0.0
XP_012171453.1,TRINITY_DN7605_c0_g1_i1|m.9348,0.0
XP_012171454.1,TRINITY_DN6370_c0_g1_i1|m.39971,0.0
XP_012171455.1,TRINITY_DN6370_c0_g1_i1|m.39971,0.0
XP_012171457.1,TRINITY_DN13633_c0_g1_i1|m.5501,2e-86
XP_012171457.1,TRINITY_DN13633_c0_g1_i1|m.5501,1e-77
XP_012171458.1,TRINITY_DN13633_c0_g1_i1|m.5501,6e-87
XP_012171458.1,TRINITY_DN13633_c0_g1_i1|m.5501,1e-67
XP_012171459.1,TRINITY_DN13633_c0_g1_i1|m.5501,8e-66
XP_012171459.1,TRINITY_DN13633_c0_g1_i1|m.5501,5e-55
XP_012171460.1,TRINITY_DN36553_c0_g1_i1|m.39647,0.0
XP_012171461.1,TRINITY_DN13633_c0_g1_i1|m.5501,2e-61
XP_012171461.1,TRINITY_DN13633_c0_g1_i1|m.5501,2e-55
XP_012171462.1,TRINITY_DN13633_c0_g1_i1|m.5501,2e-66
XP_012171462.1,TRINITY_DN13633_c0_g1_i1|m.5501,3e-55
XP_012171463.1,TRINITY_DN13633_c0_g1_i1|m.5501,7e-67
XP_012171463.1,TRINITY_DN13633_c0_g1_i1|m.5501,3e-55
XP_012171464.1,TRINITY_DN9266_c0_g1_i1|m.40979,2e-66
XP_012171466.1,TRINITY_DN36553_c0_g1_i1|m.39647,0.0
XP_012171467.1,TRINITY_DN10467_c0_g1_i1|m.42182,0.0
XP_012171470.1,TRINITY_DN36553_c0_g1_i1|m.39647,0.0
XP_012171471.1,TRINITY_DN14322_c0_g1_i1|m.16154,4e-179
XP_012171472.1,TRINITY_DN769_c0_g1_i1|m.4524,3e-59
XP_012171473.1,TRINITY_DN769_c0_g1_i1|m.4524,1e-58
XP_012171474.1,TRINITY_DN769_c0_g1_i1|m.4524,2e-59
XP_012171475.1,TRINITY_DN769_c0_g1_i1|m.4524,2e-18
XP_012171476.1,TRINITY_DN11259_c0_g1_i1|m.8872,2e-135
XP_012171477.1,TRINITY_DN36553_c0_g1_i1|m.39647,0.0
XP_012171478.1,TRINITY_DN37634_c0_g1_i1|m.17121,3e-12
XP_012171479.1,TRINITY_DN37634_c0_g1_i1|m.17121,3e-12
XP_012171480.1,TRINITY_DN37634_c0_g1_i1|m.17121,3e-12
XP_012171481.1,TRINITY_DN13936_c0_g1_i1|m.23585,0.0
XP_012171482.1,TRINITY_DN13936_c0_g1_i1|m.23585,0.0
XP_012171483.1,TRINITY_DN7832_c0_g1_i1|m.4879,2e-23
XP_012171484.1,TRINITY_DN7832_c0_g1_i1|m.4879,8e-24
XP_012171485.1,TRINITY_DN7832_c0_g1_i1|m.4879,7e-24
XP_012171486.1,TRINITY_DN36943_c0_g1_i1|m.49092,2e-90
XP_012171487.1,TRINITY_DN6557_c0_g1_i1|m.1214,0.0
XP_012171488.1,TRINITY_DN6557_c0_g1_i1|m.1214,0.0
XP_012171489.1,TRINITY_DN6557_c0_g1_i1|m.1214,0.0
XP_012171490.1,TRINITY_DN6557_c0_g1_i1|m.1214,0.0
XP_012171491.1,TRINITY_DN36553_c0_g1_i1|m.39647,0.0
XP_012171492.1,TRINITY_DN6557_c0_g1_i1|m.1214,0.0
XP_012171493.1,TRINITY_DN6557_c0_g1_i1|m.1214,0.0
XP_012171494.1,TRINITY_DN6557_c0_g1_i1|m.1214,0.0
XP_012171495.1,TRINITY_DN13893_c0_g2_i1|m.21721,0.0
XP_012171496.1,TRINITY_DN1387_c0_g1_i1|m.27829,5e-73
XP_012171497.1,TRINITY_DN19068_c0_g1_i1|m.48980,1e-82
XP_012171499.1,TRINITY_DN9572_c0_g1_i1|m.25435,0.0
XP_012171500.1,TRINITY_DN14154_c0_g1_i1|m.29979,9e-131
XP_012171503.1,TRINITY_DN14125_c2_g1_i1|m.29918,0.0
XP_012171504.1,TRINITY_DN10056_c0_g1_i1|m.26534,7e-111
XP_012171505.1,TRINITY_DN13357_c0_g1_i1|m.34169,0.0
XP_012171506.1,TRINITY_DN13357_c0_g1_i1|m.34169,0.0
XP_012171507.1,TRINITY_DN13357_c0_g1_i1|m.34169,0.0
XP_012171508.1,TRINITY_DN13446_c1_g1_i1|m.32584,1e-79
XP_012171509.1,TRINITY_DN13446_c1_g1_i1|m.32584,7e-81
XP_012171510.1,TRINITY_DN6365_c0_g1_i1|m.39897,0.0
XP_012171511.1,TRINITY_DN8517_c0_g1_i1|m.40058,1e-45
XP_012171512.1,TRINITY_DN14148_c0_g1_i1|m.29704,0.0
XP_012171513.1,TRINITY_DN13602_c1_g1_i1|m.5565,3e-47
XP_012171514.1,TRINITY_DN13602_c1_g1_i1|m.5565,2e-47
XP_012171515.1,TRINITY_DN2779_c0_g1_i1|m.33175,2e-124
XP_012171516.1,TRINITY_DN13268_c0_g1_i1|m.19740,0.0
XP_012171517.1,TRINITY_DN28714_c0_g1_i1|m.19029,2e-52
XP_012171518.1,TRINITY_DN12942_c0_g1_i1|m.8310,0.0
XP_012171519.1,TRINITY_DN10312_c0_g1_i1|m.2103,2e-108
XP_012171520.1,TRINITY_DN13124_c0_g1_i1|m.46871,0.0
XP_012171521.1,TRINITY_DN7544_c0_g1_i1|m.41125,2e-157
XP_012171522.1,TRINITY_DN32876_c0_g1_i1|m.11454,2e-159
XP_012171523.1,TRINITY_DN28698_c0_g1_i1|m.42321,0.0
XP_012171523.1,TRINITY_DN28698_c0_g1_i1|m.42321,3e-06
XP_012171524.1,TRINITY_DN28698_c0_g1_i1|m.42321,0.0
XP_012171524.1,TRINITY_DN28698_c0_g1_i1|m.42321,3e-06
XP_012171524.1,TRINITY_DN28698_c0_g1_i1|m.42321,1e-04
XP_012171525.1,TRINITY_DN28698_c0_g1_i1|m.42321,0.0
XP_012171526.1,TRINITY_DN2045_c0_g1_i1|m.8466,0.0
XP_012171527.1,TRINITY_DN2045_c0_g1_i1|m.8466,0.0
XP_012171528.1,TRINITY_DN2045_c0_g1_i1|m.8466,0.0
XP_012171529.1,TRINITY_DN2045_c0_g1_i1|m.8466,0.0
XP_012171530.1,TRINITY_DN9860_c0_g1_i1|m.12933,0.0
XP_012171531.1,TRINITY_DN11099_c0_g1_i1|m.10223,0.0
XP_012171532.1,TRINITY_DN12915_c0_g1_i1|m.7658,0.0
XP_012171533.1,TRINITY_DN12851_c0_g1_i1|m.50021,3e-99
XP_012171534.1,TRINITY_DN12851_c1_g1_i1|m.50025,0.0
XP_012171535.1,TRINITY_DN29569_c0_g1_i1|m.21369,9e-129
XP_012171537.1,TRINITY_DN11083_c0_g1_i1|m.10266,0.0
XP_012171538.1,TRINITY_DN11083_c0_g1_i1|m.10266,0.0
XP_012171539.1,TRINITY_DN11122_c0_g1_i1|m.41621,0.0
XP_012171540.1,TRINITY_DN13222_c0_g1_i1|m.19953,0.0
XP_012171541.1,TRINITY_DN13222_c0_g1_i1|m.19953,0.0
XP_012171542.1,TRINITY_DN13222_c0_g1_i1|m.19953,0.0
XP_012171543.1,TRINITY_DN10256_c0_g1_i1|m.43675,7e-53
XP_012171544.1,TRINITY_DN10256_c0_g1_i1|m.43675,9e-53
XP_012171545.1,TRINITY_DN10256_c0_g1_i1|m.43675,1e-62
XP_012171546.1,TRINITY_DN13569_c1_g1_i1|m.44881,3e-05
XP_012171547.1,TRINITY_DN11803_c0_g1_i1|m.16274,0.0
XP_012171548.1,TRINITY_DN11803_c0_g1_i1|m.16274,0.0
XP_012171549.1,TRINITY_DN11803_c0_g1_i1|m.16274,0.0
XP_012171550.1,TRINITY_DN11803_c0_g1_i1|m.16274,0.0
XP_012171551.1,TRINITY_DN11803_c0_g1_i1|m.16274,0.0
XP_012171552.1,TRINITY_DN11803_c0_g1_i1|m.16274,0.0
XP_012171553.1,TRINITY_DN11803_c0_g1_i1|m.16274,0.0
XP_012171554.1,TRINITY_DN13177_c0_g1_i1|m.47033,0.0
XP_012171555.1,TRINITY_DN13177_c0_g1_i1|m.47033,0.0
XP_012171556.1,TRINITY_DN12320_c0_g1_i1|m.48478,0.0
XP_012171557.1,TRINITY_DN13177_c0_g1_i1|m.47033,0.0
XP_012171558.1,TRINITY_DN13177_c0_g1_i1|m.47033,0.0
XP_012171559.1,TRINITY_DN9222_c0_g1_i1|m.40887,0.0
XP_012171560.1,TRINITY_DN9222_c0_g1_i1|m.40887,0.0
XP_012171561.1,TRINITY_DN8870_c0_g1_i1|m.26331,0.0
XP_012171562.1,TRINITY_DN12320_c0_g1_i1|m.48478,0.0
XP_012171563.1,TRINITY_DN8870_c0_g1_i1|m.26331,8e-178
XP_012171564.1,TRINITY_DN5702_c0_g1_i1|m.16723,0.0
XP_012171565.1,TRINITY_DN5702_c0_g1_i1|m.16723,0.0
XP_012171566.1,TRINITY_DN5702_c0_g1_i1|m.16723,0.0
XP_012171567.1,TRINITY_DN5702_c0_g1_i1|m.16723,0.0
XP_012171568.1,TRINITY_DN2701_c0_g2_i1|m.33178,0.0
XP_012171569.1,TRINITY_DN2701_c0_g2_i1|m.33178,0.0
XP_012171570.1,TRINITY_DN2701_c0_g2_i1|m.33178,0.0
XP_012171571.1,TRINITY_DN12320_c0_g1_i1|m.48478,0.0
XP_012171572.1,TRINITY_DN6003_c0_g1_i1|m.980,0.0
XP_012171573.1,TRINITY_DN5132_c0_g1_i1|m.13549,0.0
XP_012171574.1,TRINITY_DN391_c0_g2_i1|m.9106,9e-73
XP_012171575.1,TRINITY_DN391_c0_g2_i1|m.9106,9e-73
XP_012171576.1,TRINITY_DN12320_c0_g1_i1|m.48478,0.0
XP_012171577.1,TRINITY_DN13439_c1_g1_i1|m.32328,1e-66
XP_012171578.1,TRINITY_DN5679_c0_g1_i1|m.43201,0.0
XP_012171579.1,TRINITY_DN5679_c0_g1_i1|m.43201,0.0
XP_012171580.1,TRINITY_DN5744_c0_g2_i1|m.16682,7e-09
XP_012171581.1,TRINITY_DN12598_c0_g1_i1|m.31540,6e-42
XP_012171581.1,TRINITY_DN12598_c0_g1_i1|m.31540,7e-35
XP_012171581.1,TRINITY_DN12598_c0_g1_i1|m.31540,1e-29
XP_012171581.1,TRINITY_DN12598_c0_g1_i1|m.31540,1e-22
XP_012171581.1,TRINITY_DN12598_c0_g1_i1|m.31540,3e-07
XP_012171582.1,TRINITY_DN33200_c0_g1_i1|m.49145,3e-133
XP_012171584.1,TRINITY_DN10349_c0_g1_i1|m.1920,0.0
XP_012171585.1,TRINITY_DN10349_c0_g1_i1|m.1920,0.0
XP_012171586.1,TRINITY_DN10349_c0_g1_i1|m.1920,0.0
XP_012171587.1,TRINITY_DN10349_c0_g1_i1|m.1920,0.0
XP_012171588.1,TRINITY_DN10349_c0_g1_i1|m.1920,0.0
XP_012171589.1,TRINITY_DN12073_c0_g1_i1|m.37893,2e-107
XP_012171590.1,TRINITY_DN12073_c0_g1_i1|m.37893,8e-98
XP_012171592.1,TRINITY_DN21599_c0_g1_i1|m.7511,1e-23
XP_012171593.1,TRINITY_DN6259_c0_g2_i1|m.12276,0.0
XP_012171594.1,TRINITY_DN14000_c1_g1_i1|m.18449,2e-159
XP_012171595.1,TRINITY_DN14000_c1_g1_i1|m.18449,2e-160
XP_012171596.1,TRINITY_DN14000_c1_g1_i1|m.18449,2e-160
XP_012171597.1,TRINITY_DN12965_c0_g3_i1|m.8330,0.0
XP_012171598.1,TRINITY_DN12965_c0_g3_i1|m.8330,0.0
XP_012171599.1,TRINITY_DN12965_c0_g3_i1|m.8330,0.0
XP_012171600.1,TRINITY_DN4618_c0_g1_i1|m.43467,4e-10
XP_012171600.1,TRINITY_DN4618_c0_g1_i1|m.43467,2e-07
XP_012171603.1,TRINITY_DN7512_c0_g1_i1|m.41246,1e-10
XP_012171603.1,TRINITY_DN7512_c0_g1_i1|m.41246,2e-08
XP_012171607.1,TRINITY_DN19207_c0_g1_i1|m.27846,2e-36
XP_012171608.1,TRINITY_DN5744_c0_g2_i1|m.16682,1e-05
XP_012171609.1,TRINITY_DN31731_c0_g1_i1|m.2528,5e-14
XP_012171611.1,TRINITY_DN13930_c0_g1_i1|m.24627,3e-18
XP_012171611.1,TRINITY_DN13930_c0_g1_i1|m.24627,3e-16
XP_012171611.1,TRINITY_DN13930_c0_g1_i1|m.24627,1e-14
XP_012171611.1,TRINITY_DN13930_c0_g1_i1|m.24627,5e-14
XP_012171611.1,TRINITY_DN13930_c0_g1_i1|m.24627,1e-13
XP_012171611.1,TRINITY_DN13930_c0_g1_i1|m.24627,2e-13
XP_012171611.1,TRINITY_DN13930_c0_g1_i1|m.24627,5e-08
XP_012171611.1,TRINITY_DN13930_c0_g1_i1|m.24627,1e-06
XP_012171611.1,TRINITY_DN13930_c0_g1_i1|m.24627,2e-06
XP_012171611.1,TRINITY_DN13930_c0_g1_i1|m.24627,4e-06
XP_012171611.1,TRINITY_DN13930_c0_g1_i1|m.24627,5e-05
XP_012171612.1,TRINITY_DN11474_c1_g1_i1|m.34626,0.0
XP_012171613.1,TRINITY_DN12773_c0_g1_i1|m.35398,0.0
XP_012171614.1,TRINITY_DN12693_c2_g1_i1|m.15422,0.0
XP_012171615.1,TRINITY_DN12693_c2_g1_i1|m.15422,0.0
XP_012171616.1,TRINITY_DN12693_c2_g1_i1|m.15422,0.0
XP_012171617.1,TRINITY_DN12693_c2_g1_i1|m.15422,0.0
XP_012171618.1,TRINITY_DN12693_c2_g1_i1|m.15422,0.0
XP_012171619.1,TRINITY_DN12693_c2_g1_i1|m.15422,0.0
XP_012171620.1,TRINITY_DN12693_c2_g1_i1|m.15422,0.0
XP_012171621.1,TRINITY_DN12693_c2_g1_i1|m.15422,0.0
XP_012171622.1,TRINITY_DN12693_c2_g1_i1|m.15422,0.0
XP_012171623.1,TRINITY_DN12693_c2_g1_i1|m.15422,0.0
XP_012171624.1,TRINITY_DN13120_c0_g1_i1|m.47228,0.0
XP_012171625.1,TRINITY_DN13120_c0_g1_i1|m.47228,0.0
XP_012171626.1,TRINITY_DN13120_c0_g1_i1|m.47228,0.0
XP_012171627.1,TRINITY_DN13120_c0_g1_i1|m.47228,0.0
XP_012171628.1,TRINITY_DN23245_c0_g1_i1|m.28697,0.0
XP_012171629.1,TRINITY_DN5142_c0_g1_i1|m.13642,0.0
XP_012171630.1,TRINITY_DN12451_c0_g1_i1|m.46063,0.0
XP_012171631.1,TRINITY_DN13766_c1_g1_i1|m.4236,0.0
XP_012171632.1,TRINITY_DN10235_c0_g1_i1|m.43812,4e-40
XP_012171633.1,TRINITY_DN12132_c2_g1_i1|m.36868,0.0
XP_012171634.1,TRINITY_DN12132_c2_g1_i1|m.36868,0.0
XP_012171635.1,TRINITY_DN12175_c0_g1_i1|m.36656,0.0
XP_012171636.1,TRINITY_DN12175_c0_g1_i1|m.36656,0.0
XP_012171637.1,TRINITY_DN12175_c0_g1_i1|m.36656,0.0
XP_012171638.1,TRINITY_DN12703_c0_g2_i1|m.35631,3e-141
XP_012171639.1,TRINITY_DN2946_c0_g1_i1|m.11715,8e-120
XP_012171640.1,TRINITY_DN2946_c0_g1_i1|m.11715,7e-97
XP_012171641.1,TRINITY_DN2946_c0_g1_i1|m.11715,7e-97
XP_012171642.1,TRINITY_DN2946_c0_g1_i1|m.11715,7e-97
XP_012171643.1,TRINITY_DN6223_c0_g1_i1|m.12315,0.0
XP_012171645.1,TRINITY_DN6690_c0_g2_i1|m.41861,0.0
XP_012171646.1,TRINITY_DN6690_c0_g2_i1|m.41861,0.0
XP_012171647.1,TRINITY_DN1394_c0_g1_i1|m.27817,0.0
XP_012171648.1,TRINITY_DN10145_c1_g3_i1|m.49216,0.0
XP_012171649.1,TRINITY_DN9188_c1_g1_i1|m.36088,4e-156
XP_012171650.1,TRINITY_DN1227_c0_g2_i1|m.11837,0.0
XP_012171651.1,TRINITY_DN1227_c0_g2_i1|m.11837,0.0
XP_012171653.1,TRINITY_DN5380_c0_g2_i1|m.2199,3e-53
XP_012171654.1,TRINITY_DN749_c0_g1_i1|m.4516,6e-77
XP_012171655.1,TRINITY_DN29854_c0_g1_i1|m.13116,6e-69
XP_012171656.1,TRINITY_DN3791_c0_g2_i1|m.39743,0.0
