ln,am,evalue
KMQ95670.1,XP_012168785.1,3e-129
KMQ95671.1,XP_012168784.1,0.0
KMQ95672.1,XP_003400750.1,2e-21
KMQ95673.1,XP_003394125.1,0.0
KMQ95674.1,XP_012175886.1,1e-52
KMQ95675.1,XP_003394126.2,0.0
KMQ95676.1,XP_003399244.2,9e-167
KMQ95677.1,XP_012170886.1,4e-76
KMQ95678.1,XP_012166309.1,0.0
KMQ95679.1,XP_003402638.1,1e-133
KMQ95680.1,XP_012174372.1,0.0
KMQ95681.1,XP_012163353.1,0.0
KMQ95682.1,XP_003401407.1,0.0
KMQ95683.1,XP_003394047.1,5e-79
KMQ95684.1,XP_003403260.1,3e-157
KMQ95685.1,XP_012175262.1,0.0
KMQ95686.1,XP_012173392.1,0.0
KMQ95687.1,XP_003398979.1,0.0
KMQ95688.1,XP_012171484.1,1e-18
KMQ95689.1,XP_012170777.1,4e-57
KMQ95691.1,XP_003394082.1,1e-55
KMQ95693.1,XP_003393349.1,0.0
KMQ95694.1,XP_012168504.1,1e-28
KMQ95695.1,XP_012163637.1,2e-25
KMQ95696.1,XP_012164667.1,2e-07
KMQ95697.1,XP_003399283.1,3e-46
KMQ95699.1,XP_003394132.1,1e-07
KMQ95700.1,XP_012175558.1,2e-179
KMQ95701.1,XP_012173761.1,0.0
KMQ95702.1,XP_003397479.1,3e-170
KMQ95703.1,XP_003397517.1,1e-44
KMQ95703.1,XP_003397517.1,9e-18
KMQ95704.1,XP_012164972.1,3e-129
KMQ95705.1,XP_012164947.1,2e-95
KMQ95706.1,XP_003396109.1,9e-166
KMQ95707.1,XP_003398473.1,9e-76
KMQ95708.1,XP_012164903.1,9e-63
KMQ95709.1,XP_003396117.1,0.0
KMQ95710.1,XP_012164961.1,7e-174
KMQ95710.1,XP_012164961.1,4e-27
KMQ95711.1,XP_003400834.1,0.0
KMQ95712.1,XP_003400744.2,6e-98
KMQ95713.1,XP_003399156.1,7e-92
KMQ95714.1,XP_012169427.1,3e-107
KMQ95715.1,XP_012169423.1,0.0
KMQ95716.1,XP_003400805.1,2e-152
KMQ95717.1,XP_012171916.1,7e-67
KMQ95718.1,XP_012171825.1,2e-109
KMQ95719.1,XP_012171826.1,9e-168
KMQ95719.1,XP_012171826.1,2e-122
KMQ95720.1,XP_012176532.1,1e-48
KMQ95721.1,XP_012176542.1,0.0
KMQ95721.1,XP_012176542.1,4e-110
KMQ95722.1,XP_012172811.1,0.0
KMQ95723.1,XP_003401329.1,0.0
KMQ95724.1,XP_003401327.1,0.0
KMQ95724.1,XP_003401327.1,5e-134
KMQ95725.1,XP_012172497.1,0.0
KMQ95726.1,XP_003401085.1,0.0
KMQ95727.1,XP_003397652.1,0.0
KMQ95728.1,XP_003399717.1,4e-15
KMQ95729.1,XP_012171349.1,0.0
KMQ95730.1,XP_003395810.1,0.0
KMQ95731.1,XP_003399443.1,0.0
KMQ95732.1,XP_012175968.1,1e-120
KMQ95733.1,XP_003394983.1,5e-165
KMQ95734.1,XP_003394984.1,0.0
KMQ95735.1,XP_003394985.1,0.0
KMQ95736.1,XP_012163273.1,0.0
KMQ95737.1,XP_012163278.1,1e-121
KMQ95738.1,XP_012171097.1,2e-71
KMQ95739.1,XP_003394546.1,3e-65
KMQ95740.1,XP_012169056.1,8e-113
KMQ95741.1,XP_012164144.1,3e-104
KMQ95742.1,XP_003399153.1,0.0
KMQ95743.1,XP_003399457.2,0.0
KMQ95744.1,XP_012163641.1,0.0
KMQ95745.1,XP_003400022.1,0.0
KMQ95746.1,XP_012165530.1,1e-130
KMQ95746.1,XP_012165530.1,3e-97
KMQ95747.1,XP_012165533.1,0.0
KMQ95747.1,XP_012165533.1,7e-134
KMQ95748.1,XP_012165508.1,0.0
KMQ95749.1,XP_012165505.1,0.0
KMQ95749.1,XP_012165505.1,1e-90
KMQ95750.1,XP_003399777.1,4e-107
KMQ95751.1,XP_012174826.1,9e-123
KMQ95751.1,XP_012174826.1,3e-45
KMQ95752.1,XP_012174827.1,0.0
KMQ95752.1,XP_012174827.1,6e-171
KMQ95753.1,XP_003402969.1,4e-120
KMQ95754.1,XP_003402970.1,2e-41
KMQ95755.1,XP_003402972.1,0.0
KMQ95756.1,XP_003396157.1,3e-146
KMQ95757.1,XP_012171066.1,3e-12
KMQ95757.1,XP_012171066.1,2e-08
KMQ95758.1,XP_003401619.1,3e-52
KMQ95759.1,XP_012172140.1,0.0
KMQ95760.1,XP_012172143.1,3e-58
KMQ95760.1,XP_012172143.1,2e-32
KMQ95761.1,XP_012164256.1,0.0
KMQ95761.1,XP_012164256.1,2e-23
KMQ95761.1,XP_012164256.1,4e-13
KMQ95762.1,XP_003395740.1,2e-120
KMQ95763.1,XP_012164257.1,0.0
KMQ95764.1,XP_003399556.2,0.0
KMQ95765.1,XP_003399556.2,3e-51
KMQ95767.1,XP_012171167.1,1e-06
KMQ95768.1,XP_003400381.1,0.0
KMQ95769.1,XP_012176630.1,2e-59
KMQ95770.1,XP_003394711.1,0.0
KMQ95771.1,XP_003394710.1,0.0
KMQ95772.1,XP_012165163.1,0.0
KMQ95773.1,XP_012166840.1,8e-05
KMQ95774.1,XP_003401964.1,3e-46
KMQ95775.1,XP_003401965.1,7e-34
KMQ95776.1,XP_012166917.1,4e-115
KMQ95777.1,XP_003397432.1,0.0
KMQ95778.1,XP_003397433.1,0.0
KMQ95779.1,XP_012166918.1,3e-145
KMQ95779.1,XP_012166918.1,2e-32
KMQ95779.1,XP_012166918.1,2e-12
KMQ95780.1,XP_012170840.1,1e-107
KMQ95781.1,XP_012170839.1,4e-51
KMQ95782.1,XP_003397687.1,7e-56
KMQ95783.1,XP_012173327.1,2e-151
KMQ95785.1,XP_012168034.1,6e-36
KMQ95786.1,XP_003398324.1,5e-106
KMQ95787.1,XP_012168440.1,2e-74
KMQ95788.1,XP_012172403.1,0.0
KMQ95789.1,XP_012172404.1,8e-90
KMQ95790.1,XP_003403261.1,4e-38
KMQ95791.1,XP_003398969.1,0.0
KMQ95792.1,XP_003396169.1,0.0
KMQ95793.1,XP_012164791.1,0.0
KMQ95794.1,XP_003396165.1,0.0
KMQ95796.1,XP_012164789.1,0.0
KMQ95797.1,XP_003400290.1,9e-45
KMQ95797.1,XP_003400290.1,1e-05
KMQ95798.1,XP_012176695.1,0.0
KMQ95798.1,XP_012176695.1,4e-14
KMQ95798.1,XP_012176695.1,8e-14
KMQ95798.1,XP_012176695.1,2e-13
KMQ95798.1,XP_012176695.1,1e-09
KMQ95798.1,XP_012176695.1,6e-06
KMQ95798.1,XP_012176695.1,3e-05
KMQ95799.1,XP_012170705.1,0.0
KMQ95800.1,XP_012174520.1,2e-61
KMQ95801.1,XP_003393073.1,0.0
KMQ95802.1,XP_003393075.1,0.0
KMQ95803.1,XP_012176457.1,0.0
KMQ95804.1,XP_012176450.1,6e-136
KMQ95805.1,XP_012168896.1,6e-158
KMQ95806.1,XP_003393472.1,4e-133
KMQ95807.1,XP_003394396.1,0.0
KMQ95808.1,XP_012169020.1,6e-94
KMQ95809.1,XP_012169021.1,4e-24
KMQ95810.1,XP_012168435.1,4e-51
KMQ95811.1,XP_003393338.1,0.0
KMQ95812.1,XP_003398962.1,0.0
KMQ95812.1,XP_003398962.1,4e-42
KMQ95812.1,XP_003398962.1,2e-38
KMQ95813.1,XP_012176054.1,1e-51
KMQ95814.1,XP_012166936.1,0.0
KMQ95815.1,XP_012176056.1,0.0
KMQ95816.1,XP_012168607.1,0.0
KMQ95817.1,XP_003398796.1,0.0
KMQ95818.1,XP_012168424.1,1e-30
KMQ95819.1,XP_012170053.1,0.0
KMQ95820.1,XP_012171180.1,0.0
KMQ95820.1,XP_012171180.1,4e-47
KMQ95820.1,XP_012171180.1,3e-36
KMQ95820.1,XP_012171180.1,3e-34
KMQ95820.1,XP_012171180.1,5e-19
KMQ95820.1,XP_012171180.1,1e-11
KMQ95821.1,XP_012175850.1,0.0
KMQ95822.1,XP_003394102.1,2e-110
KMQ95823.1,XP_012176264.1,1e-104
KMQ95823.1,XP_012176264.1,2e-64
KMQ95823.1,XP_012176264.1,8e-17
KMQ95824.1,XP_003401320.1,0.0
KMQ95825.1,XP_012172496.1,0.0
KMQ95826.1,XP_003401321.1,0.0
KMQ95827.1,XP_012164695.1,4e-120
KMQ95828.1,XP_012163929.1,0.0
KMQ95829.1,XP_003394880.1,6e-134
KMQ95829.1,XP_003394880.1,2e-31
KMQ95830.1,XP_012163164.1,1e-99
KMQ95831.1,XP_003397053.1,4e-133
KMQ95832.1,XP_012168555.1,2e-61
KMQ95833.1,XP_003396373.1,4e-09
KMQ95835.1,XP_012174532.1,1e-113
KMQ95836.1,XP_003393782.1,5e-30
KMQ95837.1,XP_012176343.1,0.0
KMQ95838.1,XP_012176347.1,3e-107
KMQ95839.1,XP_003394542.1,0.0
KMQ95840.1,XP_003402422.1,2e-76
KMQ95841.1,XP_003402423.1,1e-111
KMQ95842.1,XP_012168727.1,9e-179
KMQ95843.1,XP_012168730.1,2e-102
KMQ95844.1,XP_003397165.1,2e-149
KMQ95844.1,XP_003397165.1,2e-16
KMQ95844.1,XP_003397165.1,3e-13
KMQ95845.1,XP_012164096.1,3e-80
KMQ95846.1,XP_012164098.1,4e-111
KMQ95847.1,XP_012164102.1,0.0
KMQ95848.1,XP_012165623.1,3e-49
KMQ95849.1,XP_012169238.1,0.0
KMQ95850.1,XP_012170895.1,5e-156
KMQ95851.1,XP_012171946.1,0.0
KMQ95852.1,XP_003399205.2,3e-39
KMQ95853.1,XP_003398035.1,5e-79
KMQ95854.1,XP_003398036.1,1e-157
KMQ95855.1,XP_012171510.1,0.0
KMQ95856.1,XP_012171519.1,5e-114
KMQ95857.1,XP_003394428.1,0.0
KMQ95858.1,XP_012176298.1,9e-80
KMQ95859.1,XP_012174198.1,4e-27
KMQ95860.1,XP_003396818.1,3e-37
KMQ95861.1,XP_012172520.1,0.0
KMQ95862.1,XP_003401341.1,4e-137
KMQ95863.1,XP_003401342.1,8e-86
KMQ95864.1,XP_003402526.2,0.0
KMQ95865.1,XP_003393578.2,2e-112
KMQ95867.1,XP_012170202.1,8e-117
KMQ95868.1,XP_012172150.1,4e-158
KMQ95869.1,XP_012172148.1,2e-08
KMQ95870.1,XP_012169725.1,6e-08
KMQ95871.1,XP_012169739.1,0.0
KMQ95872.1,XP_012169738.1,3e-35
KMQ95873.1,XP_012164610.1,0.0
KMQ95875.1,XP_003396751.1,0.0
KMQ95876.1,XP_003399015.1,0.0
KMQ95877.1,XP_003399016.1,2e-152
KMQ95878.1,XP_003394582.1,0.0
KMQ95879.1,XP_003394584.1,0.0
KMQ95880.1,XP_003394586.1,5e-178
KMQ95881.1,XP_012169405.1,1e-109
KMQ95882.1,XP_012166528.1,2e-157
KMQ95883.1,XP_012166594.1,9e-25
KMQ95884.1,XP_012166593.1,1e-133
KMQ95884.1,XP_012166593.1,3e-30
KMQ95885.1,XP_003397187.1,2e-71
KMQ95886.1,XP_012172285.1,0.0
KMQ95887.1,XP_003398549.1,6e-126
KMQ95887.1,XP_003398549.1,3e-05
KMQ95888.1,XP_003394255.1,0.0
KMQ95889.1,XP_003401381.1,1e-12
KMQ95890.1,XP_012167123.1,0.0
KMQ95891.1,XP_012167122.1,7e-129
KMQ95892.1,XP_012173322.1,2e-137
KMQ95893.1,XP_003402528.1,3e-73
KMQ95894.1,XP_012164343.1,0.0
KMQ95895.1,XP_012164347.1,0.0
KMQ95896.1,XP_012164348.1,2e-28
KMQ95897.1,XP_012173604.1,3e-53
KMQ95898.1,XP_012174380.1,0.0
KMQ95899.1,XP_012163589.1,0.0
KMQ95900.1,XP_012169213.1,2e-81
KMQ95901.1,XP_012169200.1,4e-55
KMQ95902.1,XP_012174344.1,0.0
KMQ95904.1,XP_003393847.1,3e-121
KMQ95906.1,XP_012163285.1,2e-124
KMQ95907.1,XP_012163285.1,2e-124
KMQ95908.1,XP_012172104.1,0.0
KMQ95908.1,XP_012172104.1,1e-161
KMQ95909.1,XP_003401197.1,3e-109
KMQ95909.1,XP_003401197.1,3e-46
KMQ95910.1,XP_012172133.1,0.0
KMQ95911.1,XP_003397384.1,0.0
KMQ95912.1,XP_012165013.1,0.0
KMQ95912.1,XP_012165013.1,7e-47
KMQ95913.1,XP_012165044.1,0.0
KMQ95914.1,XP_003396215.1,0.0
KMQ95915.1,XP_012175595.1,0.0
KMQ95916.1,XP_012175594.1,1e-48
KMQ95917.1,XP_003399244.2,8e-81
KMQ95918.1,XP_012169086.1,8e-87
KMQ95918.1,XP_012169086.1,1e-84
KMQ95919.1,XP_003396803.1,0.0
KMQ95920.1,XP_003396849.1,5e-107
KMQ95921.1,XP_012166543.1,0.0
KMQ95922.1,XP_012174387.1,1e-96
KMQ95923.1,XP_012163927.1,0.0
KMQ95924.1,XP_003397752.1,3e-34
KMQ95925.1,XP_012167100.1,0.0
KMQ95926.1,XP_012165646.1,5e-144
KMQ95927.1,XP_012163142.1,0.0
KMQ95928.1,XP_003394810.1,2e-79
KMQ95929.1,XP_012171467.1,0.0
KMQ95930.1,XP_003398028.1,0.0
KMQ95931.1,XP_003398029.1,9e-78
KMQ95932.1,XP_012174699.1,2e-13
KMQ95936.1,XP_003398612.1,1e-88
KMQ95937.1,XP_003398614.1,2e-53
KMQ95938.1,XP_012166704.1,0.0
KMQ95939.1,XP_003399770.1,0.0
KMQ95940.1,XP_012166326.1,1e-178
KMQ95942.1,XP_003396888.1,0.0
KMQ95942.1,XP_003396888.1,3e-149
KMQ95943.1,XP_012166038.1,0.0
KMQ95944.1,XP_003396890.1,0.0
KMQ95945.1,XP_003401271.1,0.0
KMQ95946.1,XP_012164113.1,8e-152
KMQ95947.1,XP_012173575.1,1e-80
KMQ95948.1,XP_003402024.1,0.0
KMQ95950.1,XP_012163790.1,9e-42
KMQ95951.1,XP_003399219.1,1e-112
KMQ95952.1,XP_003398895.1,7e-106
KMQ95953.1,XP_012165890.1,0.0
KMQ95954.1,XP_012165939.1,2e-139
KMQ95955.1,XP_012165957.1,0.0
KMQ95956.1,XP_003395481.2,0.0
KMQ95957.1,XP_012171914.1,0.0
KMQ95958.1,XP_003393637.1,2e-131
KMQ95959.1,XP_003403286.1,5e-154
KMQ95960.1,XP_012175288.1,1e-66
KMQ95961.1,XP_012175289.1,3e-153
KMQ95962.1,XP_003397297.1,0.0
KMQ95963.1,XP_003397376.1,0.0
KMQ95964.1,XP_003394514.1,0.0
KMQ95964.1,XP_003394514.1,2e-42
KMQ95965.1,XP_003399747.1,0.0
KMQ95966.1,XP_012173702.1,7e-134
KMQ95966.1,XP_012173702.1,7e-52
KMQ95967.1,XP_012174202.1,5e-62
KMQ95968.1,XP_012174083.1,0.0
KMQ95969.1,XP_003400596.1,2e-90
KMQ95969.1,XP_003400596.1,1e-23
KMQ95970.1,XP_012163990.1,4e-136
KMQ95971.1,XP_012163989.1,6e-71
KMQ95971.1,XP_012163989.1,1e-55
KMQ95972.1,XP_012163995.1,8e-87
KMQ95973.1,XP_012171889.1,0.0
KMQ95974.1,XP_012171887.1,3e-90
KMQ95974.1,XP_012171887.1,4e-44
KMQ95975.1,XP_003401031.1,0.0
KMQ95978.1,XP_003402445.1,0.0
KMQ95979.1,XP_012168208.1,2e-48
KMQ95981.1,XP_003394240.1,0.0
KMQ95982.1,XP_012176066.1,2e-152
KMQ95982.1,XP_012176066.1,1e-40
KMQ95983.1,XP_012163505.1,2e-33
KMQ95984.1,XP_012165418.1,0.0
KMQ95985.1,XP_003395023.1,1e-175
KMQ95986.1,XP_003395022.1,0.0
KMQ95987.1,XP_012166197.1,0.0
KMQ95988.1,XP_012163286.1,0.0
KMQ95988.1,XP_012163286.1,1e-43
KMQ95989.1,XP_012171150.1,1e-12
KMQ95990.1,XP_003395983.1,6e-130
KMQ95991.1,XP_003395982.1,0.0
KMQ95992.1,XP_003395981.1,0.0
KMQ95993.1,XP_012168388.1,1e-122
KMQ95994.1,XP_012168388.1,7e-130
KMQ95995.1,XP_012167428.1,0.0
KMQ95996.1,XP_012167427.1,9e-158
KMQ95997.1,XP_012163205.1,2e-57
KMQ95999.1,XP_003395318.1,4e-60
KMQ95999.1,XP_003395318.1,7e-20
KMQ96000.1,XP_003395318.1,0.0
KMQ96015.1,XP_003398731.1,0.0
KMQ96016.1,XP_003398732.1,0.0
KMQ96017.1,XP_012168739.1,0.0
KMQ96018.1,XP_012170607.1,1e-86
KMQ96019.1,XP_012170606.1,7e-149
KMQ96020.1,XP_003402301.2,3e-102
KMQ96021.1,XP_003397887.1,0.0
KMQ96022.1,XP_012173374.1,0.0
KMQ96023.1,XP_012169055.1,2e-160
KMQ96024.1,XP_003394799.1,0.0
KMQ96025.1,XP_012171991.1,0.0
KMQ96026.1,XP_012174699.1,4e-24
KMQ96027.1,XP_003396000.2,4e-39
KMQ96028.1,XP_012164805.1,0.0
KMQ96029.1,XP_003399512.1,0.0
KMQ96030.1,XP_003393684.1,0.0
KMQ96031.1,XP_012172718.1,0.0
KMQ96031.1,XP_012172718.1,1e-20
KMQ96032.1,XP_012172744.1,4e-37
KMQ96033.1,XP_012172744.1,0.0
KMQ96034.1,XP_012170837.1,0.0
KMQ96036.1,XP_003398199.1,0.0
KMQ96037.1,XP_012167854.1,0.0
KMQ96038.1,XP_003393706.1,0.0
KMQ96039.1,XP_012166377.1,0.0
KMQ96040.1,XP_012174983.1,3e-96
KMQ96041.1,XP_003400906.1,0.0
KMQ96042.1,XP_012166785.1,0.0
KMQ96043.1,XP_012168271.1,3e-151
KMQ96044.1,XP_003394217.1,1e-91
KMQ96045.1,XP_012176004.1,9e-51
KMQ96046.1,XP_012176338.1,5e-95
KMQ96047.1,XP_003402310.1,1e-161
KMQ96047.1,XP_003402310.1,5e-150
KMQ96048.1,XP_003402313.1,0.0
KMQ96049.1,XP_003396106.1,4e-98
KMQ96049.1,XP_003396106.1,2e-37
KMQ96050.1,XP_012172541.1,6e-118
KMQ96051.1,XP_012172854.1,0.0
KMQ96052.1,XP_012170770.1,0.0
KMQ96055.1,XP_012170770.1,0.0
KMQ96056.1,XP_012168364.1,6e-54
KMQ96057.1,XP_012171985.1,1e-97
KMQ96058.1,XP_003394809.1,0.0
KMQ96059.1,XP_012163691.1,1e-24
KMQ96060.1,XP_012171915.1,2e-86
KMQ96061.1,XP_003393575.1,0.0
KMQ96061.1,XP_003393575.1,7e-39
KMQ96063.1,XP_012171025.1,4e-69
KMQ96064.1,XP_012171022.1,1e-96
KMQ96066.1,XP_012171026.1,1e-45
KMQ96067.1,XP_012165759.1,0.0
KMQ96069.1,XP_003402657.1,1e-164
KMQ96070.1,XP_003395765.1,3e-28
KMQ96071.1,XP_003395765.1,0.0
KMQ96072.1,XP_012163677.1,0.0
KMQ96073.1,XP_012163680.1,0.0
KMQ96074.1,XP_012163925.1,2e-35
KMQ96075.1,XP_012163819.1,0.0
KMQ96076.1,XP_012163818.1,0.0
KMQ96078.1,XP_003402725.1,5e-171
KMQ96079.1,XP_012176306.1,9e-29
KMQ96080.1,XP_012173831.1,3e-16
KMQ96081.1,XP_012173833.1,1e-16
KMQ96082.1,XP_012165117.1,0.0
KMQ96083.1,XP_003394164.1,3e-90
KMQ96084.1,XP_003394163.1,0.0
KMQ96085.1,XP_012173990.1,1e-06
KMQ96086.1,XP_003396824.1,1e-61
KMQ96087.1,XP_003399787.1,3e-76
KMQ96088.1,XP_012170356.1,0.0
KMQ96089.1,XP_012170985.1,0.0
KMQ96090.1,XP_012175249.1,2e-136
KMQ96091.1,XP_003403269.2,0.0
KMQ96092.1,XP_003403267.1,5e-133
KMQ96093.1,XP_003403267.1,8e-67
KMQ96094.1,XP_012174433.1,2e-126
KMQ96095.1,XP_012174433.1,0.0
KMQ96096.1,XP_003403395.1,1e-45
KMQ96097.1,XP_012173826.1,7e-113
KMQ96099.1,XP_012163676.1,4e-180
KMQ96100.1,XP_012173388.1,2e-47
KMQ96100.1,XP_012173388.1,7e-35
KMQ96100.1,XP_012173388.1,1e-31
KMQ96100.1,XP_012173388.1,6e-31
KMQ96100.1,XP_012173388.1,1e-22
KMQ96101.1,XP_012164814.1,0.0
KMQ96102.1,XP_012174962.1,0.0
KMQ96103.1,XP_012174012.1,7e-31
KMQ96104.1,XP_003394003.1,6e-68
KMQ96105.1,XP_003394001.2,1e-113
KMQ96105.1,XP_003394001.2,8e-52
KMQ96105.1,XP_003394001.2,2e-46
KMQ96106.1,XP_003393917.1,1e-108
KMQ96107.1,XP_003393921.1,2e-106
KMQ96108.1,XP_003393921.1,9e-105
KMQ96109.1,XP_003393921.1,3e-70
KMQ96110.1,XP_012175609.1,3e-50
KMQ96111.1,XP_012167399.1,9e-42
KMQ96112.1,XP_012175780.1,0.0
KMQ96113.1,XP_003400205.1,0.0
KMQ96114.1,XP_012170575.1,0.0
KMQ96115.1,XP_012173909.1,3e-43
KMQ96116.1,XP_012173910.1,3e-80
KMQ96117.1,XP_012164857.1,3e-45
KMQ96118.1,XP_012164863.1,2e-162
KMQ96119.1,XP_012169820.1,9e-54
KMQ96119.1,XP_012169820.1,3e-50
KMQ96119.1,XP_012169820.1,3e-06
KMQ96120.1,XP_003397909.1,0.0
KMQ96121.1,XP_012175669.1,2e-42
KMQ96122.1,XP_003393955.1,1e-50
KMQ96123.1,XP_003393955.1,1e-50
KMQ96124.1,XP_012175669.1,5e-29
KMQ96126.1,XP_012164872.1,5e-65
KMQ96128.1,XP_012164872.1,0.0
KMQ96128.1,XP_012164872.1,1e-41
KMQ96130.1,XP_012170182.1,3e-129
KMQ96131.1,XP_012170180.1,0.0
KMQ96132.1,XP_012164123.1,3e-37
KMQ96133.1,XP_012168285.1,0.0
KMQ96133.1,XP_012168285.1,2e-108
KMQ96133.1,XP_012168285.1,3e-72
KMQ96133.1,XP_012168285.1,3e-26
KMQ96133.1,XP_012168285.1,5e-13
KMQ96133.1,XP_012168285.1,2e-05
KMQ96134.1,XP_012163981.1,3e-178
KMQ96135.1,XP_012167470.1,0.0
KMQ96136.1,XP_012167464.1,0.0
KMQ96137.1,XP_003400256.1,0.0
KMQ96138.1,XP_003397973.1,0.0
KMQ96139.1,XP_003394200.1,2e-81
KMQ96140.1,XP_003400392.1,3e-54
KMQ96141.1,XP_012171186.1,0.0
KMQ96142.1,XP_012169447.1,7e-73
KMQ96142.1,XP_012169447.1,1e-39
KMQ96143.1,XP_012169449.1,5e-170
KMQ96144.1,XP_012164368.1,6e-47
KMQ96145.1,XP_012164368.1,2e-93
KMQ96146.1,XP_012163739.1,4e-69
KMQ96146.1,XP_012163739.1,1e-27
KMQ96146.1,XP_012163739.1,3e-19
KMQ96146.1,XP_012163739.1,4e-17
KMQ96146.1,XP_012163739.1,1e-11
KMQ96146.1,XP_012163739.1,1e-09
KMQ96147.1,XP_012163739.1,2e-117
KMQ96147.1,XP_012163739.1,9e-31
KMQ96147.1,XP_012163739.1,2e-19
KMQ96147.1,XP_012163739.1,4e-13
KMQ96147.1,XP_012163739.1,3e-12
KMQ96147.1,XP_012163739.1,4e-07
KMQ96148.1,XP_012163739.1,5e-147
KMQ96148.1,XP_012163739.1,5e-29
KMQ96148.1,XP_012163739.1,2e-22
KMQ96148.1,XP_012163739.1,1e-14
KMQ96148.1,XP_012163739.1,4e-12
KMQ96149.1,XP_012163681.1,3e-45
KMQ96149.1,XP_012163681.1,1e-30
KMQ96149.1,XP_012163681.1,2e-19
KMQ96150.1,XP_012163739.1,6e-155
KMQ96150.1,XP_012163739.1,3e-28
KMQ96150.1,XP_012163739.1,4e-19
KMQ96150.1,XP_012163739.1,6e-08
KMQ96151.1,XP_012163740.1,1e-88
KMQ96152.1,XP_012163635.1,8e-139
KMQ96153.1,XP_003397388.1,0.0
KMQ96154.1,XP_012168497.1,4e-51
KMQ96155.1,XP_012168090.1,1e-74
KMQ96155.1,XP_012168090.1,1e-66
KMQ96156.1,XP_012173075.1,0.0
KMQ96157.1,XP_012173065.1,0.0
KMQ96158.1,XP_012175834.1,0.0
KMQ96158.1,XP_012175834.1,2e-154
KMQ96158.1,XP_012175834.1,2e-84
KMQ96159.1,XP_012168114.1,2e-177
KMQ96159.1,XP_012168114.1,5e-175
KMQ96160.1,XP_012171830.1,3e-66
KMQ96161.1,XP_012171841.1,0.0
KMQ96162.1,XP_012173752.1,0.0
KMQ96163.1,XP_012173753.1,0.0
KMQ96164.1,XP_012176353.1,1e-101
KMQ96165.1,XP_012176259.1,1e-78
KMQ96166.1,XP_003392954.1,0.0
KMQ96167.1,XP_003392952.1,5e-76
KMQ96170.1,XP_003400665.1,0.0
KMQ96171.1,XP_003400406.1,0.0
KMQ96172.1,XP_012170152.1,2e-63
KMQ96173.1,XP_003399629.1,0.0
KMQ96174.1,XP_003399630.1,0.0
KMQ96175.1,XP_012170155.1,0.0
KMQ96176.1,XP_003399641.1,2e-158
KMQ96177.1,XP_012170663.1,1e-171
KMQ96178.1,XP_012169457.1,0.0
KMQ96178.1,XP_012169457.1,3e-22
KMQ96179.1,XP_012169452.1,1e-171
KMQ96180.1,XP_003399174.2,0.0
KMQ96181.1,XP_012169451.1,0.0
KMQ96182.1,XP_003398500.1,2e-145
KMQ96183.1,XP_012168229.1,2e-134
KMQ96183.1,XP_012168229.1,8e-25
KMQ96184.1,XP_012168186.1,0.0
KMQ96185.1,XP_012168191.1,1e-64
KMQ96186.1,XP_003398459.1,0.0
KMQ96187.1,XP_012168191.1,2e-101
KMQ96188.1,XP_012168189.1,3e-150
KMQ96189.1,XP_003398131.1,4e-50
KMQ96190.1,XP_012173766.1,0.0
KMQ96192.1,XP_012168543.1,9e-97
KMQ96193.1,XP_003401106.1,4e-77
KMQ96194.1,XP_003403117.1,1e-21
KMQ96196.1,XP_003393316.1,9e-45
KMQ96200.1,NP_001267840.1,9e-45
KMQ96200.1,NP_001267840.1,1e-31
KMQ96201.1,XP_003398830.1,5e-153
KMQ96201.1,XP_003398830.1,4e-39
KMQ96202.1,XP_012169434.1,2e-163
KMQ96203.1,XP_003399158.1,0.0
KMQ96206.1,XP_012175923.1,4e-162
KMQ96207.1,XP_003401432.1,0.0
KMQ96208.1,XP_012164922.1,0.0
KMQ96209.1,XP_012175682.1,2e-58
KMQ96210.1,XP_012174252.1,4e-31
KMQ96211.1,XP_003394025.1,6e-33
KMQ96212.1,XP_003393767.1,1e-30
KMQ96213.1,XP_012167357.1,4e-148
KMQ96214.1,XP_012167356.1,0.0
KMQ96215.1,XP_003397771.1,0.0
KMQ96216.1,XP_012167364.1,0.0
KMQ96217.1,XP_012167362.1,2e-179
KMQ96218.1,XP_012168350.1,0.0
KMQ96219.1,XP_012176590.1,7e-72
KMQ96220.1,XP_012176590.1,5e-64
KMQ96221.1,XP_012168407.1,0.0
KMQ96222.1,XP_012176425.1,0.0
KMQ96223.1,XP_012176430.1,4e-102
KMQ96224.1,XP_003394481.1,0.0
KMQ96225.1,XP_003394485.1,0.0
KMQ96226.1,XP_012176431.1,0.0
KMQ96227.1,XP_003394487.1,0.0
KMQ96228.1,XP_003397775.1,2e-164
KMQ96230.1,XP_003394171.1,2e-145
KMQ96231.1,XP_003394170.1,0.0
KMQ96232.1,XP_003394379.1,4e-129
KMQ96232.1,XP_003394379.1,1e-83
KMQ96233.1,XP_003395400.2,2e-148
KMQ96234.1,XP_012164325.1,3e-93
KMQ96235.1,XP_003395774.1,2e-65
KMQ96236.1,XP_012164299.1,0.0
KMQ96236.1,XP_012164299.1,2e-15
KMQ96236.1,XP_012164299.1,2e-12
KMQ96237.1,XP_003402160.1,0.0
KMQ96238.1,XP_012168146.1,0.0
KMQ96238.1,XP_012168146.1,4e-90
KMQ96239.1,XP_003400430.1,1e-111
KMQ96240.1,XP_012171322.1,6e-172
KMQ96241.1,XP_003401350.2,3e-07
KMQ96242.1,XP_012168074.1,2e-74
