lf,am,evalue
TRINITY_DN8442_c0_g1_i1|m.40439,XP_012173270.1,4e-31
TRINITY_DN8442_c0_g1_i1|m.40437,XP_003401862.1,5e-57
TRINITY_DN8446_c0_g1_i1|m.40432,XP_003401665.1,6e-11
TRINITY_DN8448_c0_g1_i1|m.40408,XP_012164361.1,5e-98
TRINITY_DN8450_c0_g1_i1|m.40501,XP_012174011.1,0.0
TRINITY_DN8451_c0_g1_i1|m.40349,XP_012169771.1,2e-31
TRINITY_DN8451_c0_g2_i1|m.40350,XP_012169771.1,9e-32
TRINITY_DN8454_c0_g1_i1|m.40499,XP_003401098.2,0.0
TRINITY_DN8454_c0_g2_i1|m.40500,XP_003401098.2,0.0
TRINITY_DN8455_c1_g1_i1|m.40511,XP_012172481.1,0.0
TRINITY_DN8457_c0_g1_i1|m.40491,XP_003397507.1,7e-109
TRINITY_DN8460_c0_g1_i1|m.40337,XP_003399692.1,0.0
TRINITY_DN8460_c0_g2_i1|m.40339,XP_003399692.1,0.0
TRINITY_DN8461_c0_g2_i1|m.40429,XP_012164720.1,3e-30
TRINITY_DN8462_c0_g1_i1|m.40411,XP_012163836.1,0.0
TRINITY_DN8463_c0_g1_i1|m.40336,XP_012173895.1,3e-71
TRINITY_DN8463_c0_g1_i1|m.40334,XP_012173896.1,1e-140
TRINITY_DN8466_c0_g1_i1|m.40342,XP_012174518.1,1e-11
TRINITY_DN8467_c0_g1_i1|m.40422,XP_003395013.1,1e-67
TRINITY_DN8467_c0_g3_i1|m.40423,XP_012163401.1,1e-71
TRINITY_DN8467_c0_g4_i1|m.40424,XP_003395013.1,8e-71
TRINITY_DN8469_c0_g1_i1|m.40506,XP_003392886.1,2e-132
TRINITY_DN8472_c0_g1_i1|m.40525,XP_012164451.1,3e-46
TRINITY_DN8472_c0_g2_i1|m.40526,XP_012164451.1,8e-61
TRINITY_DN8472_c0_g3_i1|m.40527,XP_012164451.1,2e-60
TRINITY_DN8472_c0_g4_i1|m.40528,XP_003395319.1,4e-63
TRINITY_DN8474_c0_g1_i1|m.40426,XP_003401828.1,1e-109
TRINITY_DN8476_c0_g1_i1|m.40358,XP_012168884.1,8e-130
TRINITY_DN8476_c0_g2_i1|m.40363,XP_012168884.1,3e-62
TRINITY_DN8476_c0_g3_i1|m.40365,XP_012168886.1,1e-53
TRINITY_DN8480_c0_g1_i1|m.40513,XP_003394574.1,0.0
TRINITY_DN8481_c0_g2_i1|m.40348,XP_003392947.1,4e-158
TRINITY_DN8485_c0_g1_i1|m.40377,XP_012170994.1,2e-55
TRINITY_DN8485_c0_g2_i1|m.40378,XP_012170994.1,5e-56
TRINITY_DN8487_c0_g1_i1|m.40544,XP_012172085.1,0.0
TRINITY_DN8488_c0_g1_i1|m.40355,XP_003393217.1,0.0
TRINITY_DN8488_c0_g1_i1|m.40357,XP_003393217.1,3e-06
TRINITY_DN8491_c0_g1_i1|m.40371,XP_003393087.1,5e-148
TRINITY_DN8491_c0_g1_i1|m.40372,XP_003393087.1,1e-154
TRINITY_DN8492_c0_g1_i1|m.40514,XP_003402456.2,4e-117
TRINITY_DN8493_c0_g1_i1|m.40488,XP_003398384.2,1e-44
TRINITY_DN8494_c0_g1_i1|m.40367,XP_012175380.1,0.0
TRINITY_DN8494_c0_g1_i1|m.40368,XP_012175383.1,7e-105
TRINITY_DN8496_c0_g1_i1|m.40341,XP_012173299.1,0.0
TRINITY_DN8497_c0_g1_i1|m.40351,XP_003396482.1,0.0
TRINITY_DN8498_c0_g1_i1|m.40425,XP_012165216.1,0.0
TRINITY_DN8499_c0_g1_i1|m.40480,XP_012167074.1,1e-144
TRINITY_DN8499_c0_g2_i1|m.40481,XP_012167074.1,5e-109
TRINITY_DN8499_c0_g3_i1|m.40486,XP_003397681.1,0.0
TRINITY_DN8500_c0_g1_i1|m.40025,XP_012174044.1,0.0
TRINITY_DN8507_c0_g1_i1|m.40122,XP_003397978.1,2e-124
TRINITY_DN8508_c0_g1_i1|m.40178,XP_012169947.1,1e-29
TRINITY_DN8510_c0_g1_i1|m.40102,XP_012170640.1,4e-20
TRINITY_DN8510_c0_g1_i1|m.40102,XP_012170640.1,2e-19
TRINITY_DN8510_c0_g1_i1|m.40102,XP_012170640.1,7e-19
TRINITY_DN8510_c0_g1_i1|m.40102,XP_012170640.1,5e-06
TRINITY_DN8513_c0_g1_i1|m.40001,XP_012163544.1,0.0
TRINITY_DN8514_c0_g1_i1|m.40165,XP_012163600.1,8e-130
TRINITY_DN8516_c0_g1_i1|m.40160,XP_003402231.1,0.0
TRINITY_DN8516_c0_g1_i1|m.40160,XP_003402231.1,9e-33
TRINITY_DN8516_c0_g1_i1|m.40160,XP_003402231.1,2e-28
TRINITY_DN8516_c0_g1_i1|m.40160,XP_003402231.1,3e-26
TRINITY_DN8516_c0_g1_i1|m.40160,XP_003402231.1,4e-26
TRINITY_DN8516_c0_g1_i1|m.40160,XP_003402231.1,4e-23
TRINITY_DN8516_c0_g1_i1|m.40160,XP_003402231.1,4e-22
TRINITY_DN8516_c0_g1_i1|m.40160,XP_003402231.1,6e-10
TRINITY_DN8517_c0_g1_i1|m.40058,XP_012171511.1,1e-44
TRINITY_DN8519_c0_g1_i1|m.40141,XP_012166576.1,0.0
TRINITY_DN851_c0_g1_i1|m.7074,XP_012168045.1,3e-40
TRINITY_DN8520_c0_g1_i1|m.40066,XP_012174371.1,0.0
TRINITY_DN8521_c0_g1_i1|m.40174,XP_003393259.1,2e-99
TRINITY_DN8523_c0_g1_i1|m.40113,XP_012168903.1,3e-143
TRINITY_DN8523_c0_g1_i1|m.40114,XP_012168903.1,2e-75
TRINITY_DN8526_c0_g1_i1|m.40040,XP_012174256.1,0.0
TRINITY_DN8528_c0_g1_i1|m.40100,XP_003395189.1,0.0
TRINITY_DN8531_c0_g1_i1|m.40101,XP_012172563.1,4e-11
TRINITY_DN8533_c0_g1_i1|m.40061,XP_012165510.1,0.0
TRINITY_DN8535_c0_g1_i1|m.40091,XP_012165753.1,1e-23
TRINITY_DN8536_c0_g1_i1|m.40109,XP_012167810.1,0.0
TRINITY_DN8537_c0_g1_i1|m.40054,XP_003397376.1,0.0
TRINITY_DN8538_c0_g1_i1|m.40144,XP_003395531.1,0.0
TRINITY_DN8539_c0_g2_i1|m.40168,XP_012171285.1,0.0
TRINITY_DN8541_c0_g1_i1|m.40057,XP_003394662.1,0.0
TRINITY_DN8542_c0_g1_i1|m.40069,XP_003400465.1,1e-142
TRINITY_DN8542_c0_g2_i1|m.40070,XP_003400465.1,0.0
TRINITY_DN8543_c0_g1_i1|m.40022,XP_003396555.1,1e-26
TRINITY_DN8543_c0_g2_i1|m.40023,XP_003396555.1,4e-32
TRINITY_DN8544_c0_g1_i1|m.40134,XP_012172289.1,0.0
TRINITY_DN8545_c0_g2_i1|m.40111,XP_003399099.1,8e-60
TRINITY_DN8546_c0_g1_i1|m.40140,XP_003401733.1,0.0
TRINITY_DN8547_c0_g1_i1|m.40083,XP_012167650.1,2e-69
TRINITY_DN8550_c0_g1_i1|m.40050,XP_012173336.1,2e-07
TRINITY_DN8553_c0_g1_i1|m.40003,XP_012164900.1,3e-117
TRINITY_DN8554_c0_g1_i1|m.40038,XP_012172926.1,4e-35
TRINITY_DN8557_c1_g1_i1|m.40080,XP_003401001.1,9e-88
TRINITY_DN8558_c0_g1_i1|m.40176,XP_003395866.1,0.0
TRINITY_DN8560_c0_g1_i1|m.40018,XP_012164591.1,0.0
TRINITY_DN8562_c0_g2_i1|m.40143,XP_012172233.1,2e-43
TRINITY_DN8563_c0_g1_i1|m.40180,XP_012172035.1,0.0
TRINITY_DN8564_c0_g1_i1|m.40096,XP_003402821.1,0.0
TRINITY_DN8565_c0_g1_i1|m.40084,XP_003398468.1,3e-63
TRINITY_DN8567_c1_g1_i1|m.40116,XP_003401870.1,3e-104
TRINITY_DN8569_c0_g1_i1|m.40086,XP_003393642.1,5e-121
TRINITY_DN8570_c0_g1_i1|m.40067,XP_003396165.1,0.0
TRINITY_DN8572_c0_g1_i1|m.40008,XP_012167659.1,0.0
TRINITY_DN8578_c0_g1_i1|m.40128,XP_003399006.1,2e-107
TRINITY_DN8578_c0_g2_i1|m.40129,XP_003399006.1,7e-108
TRINITY_DN8578_c0_g3_i1|m.40132,XP_012169168.1,3e-110
TRINITY_DN8579_c0_g1_i1|m.40034,XP_003398089.1,0.0
TRINITY_DN857_c0_g1_i1|m.7083,XP_012174890.1,0.0
TRINITY_DN857_c0_g2_i1|m.7086,XP_012174890.1,0.0
TRINITY_DN8580_c0_g1_i1|m.40002,XP_003396174.1,0.0
TRINITY_DN8581_c0_g1_i1|m.40043,XP_012166526.1,0.0
TRINITY_DN8581_c0_g2_i1|m.40045,XP_012166526.1,0.0
TRINITY_DN8587_c0_g1_i1|m.40062,XP_003400503.1,0.0
TRINITY_DN8587_c0_g2_i1|m.40063,XP_003400503.1,0.0
TRINITY_DN8588_c0_g2_i1|m.40087,XP_012171996.1,2e-57
TRINITY_DN8589_c0_g1_i1|m.40082,XP_012169367.1,1e-108
TRINITY_DN8589_c0_g1_i1|m.40082,XP_012169367.1,5e-06
TRINITY_DN858_c0_g1_i1|m.7078,XP_012174149.1,2e-125
TRINITY_DN8590_c0_g1_i1|m.40172,XP_012172279.1,7e-110
TRINITY_DN8591_c0_g1_i1|m.40164,XP_012169332.1,7e-175
TRINITY_DN8592_c0_g1_i1|m.40158,XP_003398727.1,0.0
TRINITY_DN8596_c0_g2_i1|m.40151,XP_003399543.1,3e-136
TRINITY_DN8598_c0_g1_i1|m.40179,XP_003393881.1,2e-141
TRINITY_DN8601_c0_g1_i1|m.26083,XP_003397407.1,3e-138
TRINITY_DN8601_c0_g2_i1|m.26085,XP_003397407.1,8e-101
TRINITY_DN8602_c0_g1_i1|m.25942,XP_003398149.1,0.0
TRINITY_DN8603_c0_g1_i1|m.25916,XP_012168661.1,4e-95
TRINITY_DN8604_c0_g1_i1|m.25970,XP_012170164.1,0.0
TRINITY_DN8604_c0_g2_i1|m.25974,XP_012170164.1,0.0
TRINITY_DN8605_c0_g1_i1|m.25944,XP_012167157.1,3e-164
TRINITY_DN8606_c0_g1_i1|m.26009,XP_003397291.1,2e-96
TRINITY_DN8609_c0_g1_i1|m.25984,XP_003395699.1,0.0
TRINITY_DN8612_c0_g1_i1|m.26045,XP_003396970.1,0.0
TRINITY_DN8613_c0_g1_i1|m.25913,XP_003402405.1,9e-91
TRINITY_DN8614_c0_g1_i1|m.26044,XP_012171143.1,7e-73
TRINITY_DN8618_c0_g1_i1|m.26081,XP_003400810.1,9e-154
TRINITY_DN8618_c0_g1_i1|m.26080,XP_012171843.1,2e-157
TRINITY_DN8621_c2_g1_i1|m.25929,XP_003396044.1,5e-85
TRINITY_DN8622_c0_g1_i1|m.25900,XP_012173524.1,0.0
TRINITY_DN8623_c0_g1_i1|m.25909,XP_012172547.1,2e-76
TRINITY_DN8623_c0_g2_i1|m.25911,XP_012172547.1,4e-80
TRINITY_DN8624_c0_g2_i1|m.25947,XP_003397350.1,5e-125
TRINITY_DN8625_c0_g1_i1|m.26006,XP_012167158.1,4e-23
TRINITY_DN8625_c0_g1_i1|m.26005,XP_012167158.1,2e-135
TRINITY_DN8629_c0_g1_i1|m.25951,XP_012175765.1,1e-30
TRINITY_DN8629_c0_g1_i1|m.25950,XP_012175764.1,3e-170
TRINITY_DN8633_c0_g1_i1|m.26066,XP_003395900.1,1e-37
TRINITY_DN8634_c0_g1_i1|m.26026,XP_012175935.1,9e-56
TRINITY_DN8635_c0_g1_i1|m.25920,XP_012171988.1,8e-37
TRINITY_DN8635_c0_g1_i1|m.25918,XP_012173830.1,1e-76
TRINITY_DN8636_c0_g1_i1|m.26039,XP_012165986.1,0.0
TRINITY_DN8636_c0_g2_i1|m.26043,XP_012165986.1,1e-141
TRINITY_DN8637_c0_g1_i1|m.26059,XP_012165246.1,0.0
TRINITY_DN8638_c0_g1_i1|m.25954,XP_003397643.1,0.0
TRINITY_DN8645_c0_g1_i1|m.25990,XP_003397388.1,0.0
TRINITY_DN8648_c0_g1_i1|m.25914,XP_003403349.1,2e-66
TRINITY_DN8648_c0_g2_i1|m.25915,XP_003403349.1,2e-66
TRINITY_DN8649_c0_g2_i1|m.25895,XP_012163617.1,0.0
TRINITY_DN8651_c0_g1_i1|m.25956,XP_012163289.1,2e-91
TRINITY_DN8653_c0_g2_i1|m.25880,XP_012173625.1,1e-43
TRINITY_DN8653_c0_g3_i1|m.25883,XP_012173625.1,6e-32
TRINITY_DN8657_c0_g1_i1|m.25992,XP_012165132.1,0.0
TRINITY_DN8657_c0_g2_i1|m.26000,XP_012165132.1,0.0
TRINITY_DN8657_c0_g2_i1|m.26000,XP_012165132.1,1e-30
TRINITY_DN8658_c0_g1_i1|m.25960,XP_012174335.1,2e-80
TRINITY_DN8659_c0_g1_i1|m.26033,XP_012171755.1,2e-55
TRINITY_DN8659_c0_g1_i1|m.26031,XP_012171755.1,0.0
TRINITY_DN8660_c0_g1_i1|m.25933,XP_003399015.1,3e-106
TRINITY_DN8660_c0_g1_i1|m.25934,XP_003399015.1,3e-32
TRINITY_DN8664_c0_g1_i1|m.25905,XP_012165285.1,0.0
TRINITY_DN8665_c0_g1_i1|m.25932,XP_003394305.1,3e-58
TRINITY_DN8665_c0_g1_i1|m.25931,XP_003394305.1,3e-105
TRINITY_DN8667_c0_g2_i1|m.25889,XP_003394693.1,2e-07
TRINITY_DN8668_c0_g1_i1|m.25955,XP_012166572.1,2e-52
TRINITY_DN8671_c0_g1_i1|m.25879,XP_003400934.1,6e-84
TRINITY_DN8672_c0_g1_i1|m.25982,XP_012171812.1,0.0
TRINITY_DN8672_c0_g1_i1|m.25982,XP_012171812.1,6e-19
TRINITY_DN8673_c0_g1_i1|m.26091,XP_012166322.1,0.0
TRINITY_DN8674_c0_g1_i1|m.25896,XP_012173542.1,0.0
TRINITY_DN8675_c0_g1_i1|m.25930,XP_003398138.1,1e-148
TRINITY_DN8677_c0_g1_i1|m.26090,XP_012175902.1,0.0
TRINITY_DN8679_c0_g1_i1|m.26077,XP_012165574.1,0.0
TRINITY_DN8680_c0_g1_i1|m.26086,XP_012167698.1,0.0
TRINITY_DN8684_c0_g1_i1|m.25878,XP_003397035.1,2e-144
TRINITY_DN8685_c0_g2_i1|m.26056,XP_012175060.1,7e-80
TRINITY_DN8685_c0_g3_i1|m.26057,XP_012175060.1,4e-81
TRINITY_DN8685_c0_g4_i1|m.26058,XP_012175060.1,8e-146
TRINITY_DN8686_c0_g1_i1|m.26012,XP_012175030.1,0.0
TRINITY_DN8686_c0_g2_i1|m.26015,XP_012175028.1,0.0
TRINITY_DN8686_c0_g5_i1|m.26020,XP_012175033.1,0.0
TRINITY_DN8686_c0_g6_i1|m.26024,XP_012175028.1,7e-28
TRINITY_DN8687_c0_g1_i1|m.25978,XP_003402397.2,6e-164
TRINITY_DN8688_c0_g1_i1|m.26027,XP_003395289.1,0.0
TRINITY_DN8689_c0_g1_i1|m.25893,XP_012174837.1,0.0
TRINITY_DN8690_c0_g1_i1|m.26046,XP_012164578.1,9e-38
TRINITY_DN8690_c0_g1_i1|m.26047,XP_012164578.1,8e-21
TRINITY_DN8691_c0_g1_i1|m.25898,XP_003400057.1,9e-150
TRINITY_DN8692_c0_g1_i1|m.25958,XP_003395355.1,5e-94
TRINITY_DN8692_c0_g2_i1|m.25959,XP_012163872.1,1e-26
TRINITY_DN8694_c0_g3_i1|m.26075,XP_012167293.1,8e-62
TRINITY_DN8695_c0_g1_i1|m.26064,XP_003397714.1,0.0
TRINITY_DN8696_c0_g1_i1|m.26030,XP_012164498.1,4e-40
TRINITY_DN8696_c0_g1_i1|m.26030,XP_012164498.1,3e-12
TRINITY_DN8697_c0_g2_i1|m.25964,XP_003396577.1,6e-129
TRINITY_DN86_c0_g1_i1|m.46628,XP_012175017.1,7e-53
TRINITY_DN8702_c0_g1_i1|m.4410,XP_012170306.1,0.0
TRINITY_DN8704_c0_g1_i1|m.4395,XP_012173000.1,1e-45
TRINITY_DN8706_c0_g1_i1|m.4434,XP_003397433.1,0.0
TRINITY_DN8706_c0_g2_i1|m.4436,XP_003397433.1,0.0
TRINITY_DN8707_c1_g1_i1|m.4338,XP_012163709.1,4e-41
TRINITY_DN8707_c1_g2_i1|m.4339,XP_012163709.1,4e-41
TRINITY_DN870_c0_g1_i1|m.7108,XP_003402397.2,3e-42
TRINITY_DN8710_c0_g1_i1|m.4411,XP_012170954.1,4e-44
TRINITY_DN8712_c0_g1_i1|m.4469,XP_003396570.1,9e-100
TRINITY_DN8712_c0_g2_i1|m.4470,XP_003396570.1,1e-78
TRINITY_DN8714_c0_g1_i1|m.4331,XP_012165024.1,0.0
TRINITY_DN8715_c0_g2_i1|m.4405,XP_012165842.1,0.0
TRINITY_DN8715_c0_g3_i1|m.4406,XP_003396742.1,0.0
TRINITY_DN8715_c0_g5_i1|m.4407,XP_012165842.1,0.0
TRINITY_DN8718_c0_g1_i1|m.4475,XP_012164449.1,9e-123
TRINITY_DN8719_c0_g1_i1|m.4451,XP_012174167.1,0.0
TRINITY_DN8719_c0_g1_i1|m.4451,XP_012174167.1,9e-75
TRINITY_DN871_c0_g1_i1|m.7082,XP_012172276.1,4e-87
TRINITY_DN8720_c0_g1_i1|m.4408,XP_003396233.1,0.0
TRINITY_DN8722_c0_g2_i1|m.4325,XP_012166991.1,1e-69
TRINITY_DN8722_c0_g3_i1|m.4330,XP_003397480.1,2e-55
TRINITY_DN8723_c0_g1_i1|m.4357,XP_012170484.1,2e-87
TRINITY_DN8723_c0_g1_i1|m.4357,XP_012170484.1,2e-46
TRINITY_DN8725_c0_g1_i1|m.4426,XP_012171674.1,1e-135
TRINITY_DN8725_c0_g2_i1|m.4428,XP_012171674.1,1e-135
TRINITY_DN8726_c1_g1_i1|m.4344,XP_012170452.1,4e-76
TRINITY_DN8729_c0_g1_i1|m.4345,XP_012169676.1,7e-104
TRINITY_DN8730_c0_g1_i1|m.4367,XP_003398057.1,0.0
TRINITY_DN8731_c0_g1_i1|m.4455,XP_012168497.1,2e-29
TRINITY_DN8731_c0_g1_i1|m.4455,XP_012168497.1,1e-28
TRINITY_DN8733_c0_g2_i1|m.4348,XP_012170900.1,0.0
TRINITY_DN8734_c0_g1_i1|m.4472,XP_012167526.1,1e-100
TRINITY_DN8734_c0_g1_i1|m.4471,XP_012167526.1,0.0
TRINITY_DN8734_c0_g2_i1|m.4474,XP_012167526.1,4e-97
TRINITY_DN8735_c0_g1_i1|m.4446,XP_012169962.1,0.0
TRINITY_DN8735_c0_g2_i1|m.4448,XP_012169962.1,0.0
TRINITY_DN8736_c0_g1_i1|m.4304,XP_003397215.1,0.0
TRINITY_DN8738_c0_g1_i1|m.4430,XP_012171114.1,2e-47
TRINITY_DN8738_c0_g2_i1|m.4431,XP_012171114.1,8e-73
TRINITY_DN8739_c0_g1_i1|m.4459,XP_012164882.1,0.0
TRINITY_DN8742_c0_g1_i1|m.4401,XP_003394957.1,0.0
TRINITY_DN8744_c0_g1_i1|m.4381,XP_012174826.1,0.0
TRINITY_DN8745_c0_g1_i1|m.4441,XP_003399407.1,2e-44
TRINITY_DN8745_c0_g2_i1|m.4443,XP_003399407.1,0.0
TRINITY_DN8746_c0_g1_i1|m.4416,XP_012171067.1,2e-47
TRINITY_DN8746_c0_g1_i1|m.4416,XP_012171067.1,1e-34
TRINITY_DN8746_c0_g1_i1|m.4416,XP_012171067.1,4e-34
TRINITY_DN8746_c0_g1_i1|m.4416,XP_012171067.1,1e-26
TRINITY_DN8746_c0_g1_i1|m.4416,XP_012171067.1,2e-25
TRINITY_DN8746_c0_g1_i1|m.4416,XP_012171067.1,7e-20
TRINITY_DN8748_c0_g1_i1|m.4340,XP_012164141.1,0.0
TRINITY_DN8750_c0_g1_i1|m.4350,XP_003394158.1,3e-41
TRINITY_DN8751_c0_g1_i1|m.4370,XP_003403337.1,2e-57
TRINITY_DN8752_c0_g2_i1|m.4452,XP_003399661.1,0.0
TRINITY_DN8754_c0_g1_i1|m.4438,XP_003393863.1,1e-177
TRINITY_DN8755_c0_g1_i1|m.4394,XP_003397631.2,0.0
TRINITY_DN8756_c0_g1_i1|m.4421,XP_003396616.1,5e-179
TRINITY_DN8757_c0_g1_i1|m.4376,XP_003396941.1,0.0
TRINITY_DN8758_c0_g1_i1|m.4337,XP_012169313.1,0.0
TRINITY_DN8760_c0_g1_i1|m.4461,XP_003393751.1,0.0
TRINITY_DN8761_c0_g1_i1|m.4372,XP_012174357.1,8e-51
TRINITY_DN8765_c0_g1_i1|m.4465,XP_012166572.1,1e-25
TRINITY_DN8765_c0_g2_i1|m.4466,XP_012166572.1,4e-27
TRINITY_DN8767_c0_g1_i1|m.4361,XP_003393928.1,0.0
TRINITY_DN8768_c0_g1_i1|m.4380,XP_003396735.1,0.0
TRINITY_DN8768_c0_g1_i1|m.4379,XP_012167472.1,0.0
TRINITY_DN8770_c0_g1_i1|m.4391,XP_003402915.1,5e-49
TRINITY_DN8770_c0_g2_i1|m.4393,XP_003402915.1,1e-95
TRINITY_DN8773_c0_g1_i1|m.4457,XP_012173086.1,3e-134
TRINITY_DN8773_c0_g2_i1|m.4458,XP_012173086.1,1e-134
TRINITY_DN8774_c0_g1_i1|m.4360,XP_003398167.1,0.0
TRINITY_DN8777_c0_g1_i1|m.4425,XP_012170354.1,1e-35
TRINITY_DN877_c0_g1_i1|m.7106,XP_003400318.1,6e-14
TRINITY_DN8782_c0_g1_i1|m.4322,XP_003398781.1,0.0
TRINITY_DN8785_c0_g1_i1|m.4346,XP_003396169.1,0.0
TRINITY_DN8788_c0_g1_i1|m.4417,XP_003396494.1,9e-102
TRINITY_DN8790_c0_g1_i1|m.4323,XP_012168880.1,5e-149
TRINITY_DN8790_c0_g2_i1|m.4324,XP_003398813.1,1e-154
TRINITY_DN8791_c0_g1_i1|m.4356,XP_012168189.1,1e-150
TRINITY_DN8796_c0_g1_i1|m.4400,XP_003399862.1,0.0
TRINITY_DN8797_c0_g1_i1|m.4467,XP_003395307.1,0.0
TRINITY_DN8798_c0_g1_i1|m.4419,XP_003403332.1,2e-10
TRINITY_DN8800_c0_g1_i1|m.26191,XP_012166347.1,0.0
TRINITY_DN8801_c0_g1_i1|m.26241,XP_012170926.1,0.0
TRINITY_DN8802_c0_g1_i1|m.26166,XP_003394616.1,4e-108
TRINITY_DN8802_c0_g1_i1|m.26167,XP_012176577.1,4e-42
TRINITY_DN8803_c0_g1_i1|m.26222,XP_012172651.1,0.0
TRINITY_DN8804_c0_g1_i1|m.26345,XP_012173429.1,9e-14
TRINITY_DN8806_c0_g1_i1|m.26287,XP_012176409.1,1e-138
TRINITY_DN8808_c0_g1_i1|m.26300,XP_012167192.1,1e-72
TRINITY_DN8809_c0_g1_i1|m.26172,XP_003396298.1,6e-176
TRINITY_DN880_c0_g1_i1|m.7095,XP_003393513.1,0.0
TRINITY_DN880_c0_g2_i1|m.7097,XP_003393513.1,5e-70
TRINITY_DN880_c0_g2_i1|m.7096,XP_003393513.1,0.0
TRINITY_DN8811_c0_g1_i1|m.26306,XP_003398226.1,7e-33
TRINITY_DN8813_c0_g1_i1|m.26255,XP_003398844.2,0.0
TRINITY_DN8817_c0_g1_i1|m.26349,XP_012167225.1,0.0
TRINITY_DN8819_c0_g1_i1|m.26155,XP_012175254.1,0.0
TRINITY_DN8820_c0_g1_i1|m.26212,XP_012168803.1,0.0
TRINITY_DN8820_c0_g1_i1|m.26212,XP_012168803.1,2e-16
TRINITY_DN8820_c0_g4_i1|m.26215,XP_012168803.1,0.0
TRINITY_DN8820_c0_g4_i1|m.26215,XP_012168803.1,2e-17
TRINITY_DN8820_c0_g5_i1|m.26218,XP_012168803.1,0.0
TRINITY_DN8820_c0_g5_i1|m.26218,XP_012168803.1,2e-16
TRINITY_DN8821_c0_g1_i1|m.26361,XP_003401867.1,1e-122
TRINITY_DN8821_c0_g1_i1|m.26360,XP_003401861.1,0.0
TRINITY_DN8824_c0_g1_i1|m.26162,XP_003400858.1,2e-32
TRINITY_DN8824_c0_g1_i1|m.26161,XP_012172299.1,2e-31
TRINITY_DN8826_c0_g1_i1|m.26288,XP_003401764.1,6e-93
TRINITY_DN8826_c0_g2_i1|m.26290,XP_003401764.1,0.0
TRINITY_DN8827_c0_g1_i1|m.26343,XP_012170718.1,3e-99
TRINITY_DN8829_c0_g1_i1|m.26319,XP_003402114.1,0.0
TRINITY_DN8830_c0_g1_i1|m.26248,XP_012167100.1,8e-135
TRINITY_DN8832_c0_g1_i1|m.26207,XP_003396790.1,2e-161
TRINITY_DN8832_c1_g1_i1|m.26208,XP_003396790.1,5e-57
TRINITY_DN8838_c0_g1_i1|m.26293,XP_012172379.1,0.0
TRINITY_DN8838_c0_g1_i1|m.26294,XP_012172379.1,6e-139
TRINITY_DN8839_c0_g1_i1|m.26182,XP_012169664.1,0.0
TRINITY_DN8839_c0_g1_i1|m.26182,XP_012169664.1,5e-33
TRINITY_DN8842_c0_g1_i1|m.26354,XP_003397059.1,2e-48
TRINITY_DN8844_c0_g1_i1|m.26307,XP_012171940.1,0.0
TRINITY_DN8846_c0_g1_i1|m.26199,XP_012164776.1,2e-160
TRINITY_DN8846_c0_g1_i1|m.26200,XP_012164776.1,5e-64
TRINITY_DN8847_c0_g1_i1|m.26165,XP_003395506.1,1e-172
TRINITY_DN8848_c0_g1_i1|m.26279,XP_003393843.1,0.0
TRINITY_DN8848_c0_g2_i1|m.26281,XP_003393843.1,0.0
TRINITY_DN8849_c0_g1_i1|m.26266,XP_012165590.1,0.0
TRINITY_DN8849_c0_g2_i1|m.26277,XP_012165590.1,2e-61
TRINITY_DN8849_c0_g2_i1|m.26277,XP_012165590.1,3e-13
TRINITY_DN8849_c0_g2_i1|m.26277,XP_012165590.1,5e-10
TRINITY_DN8849_c0_g2_i1|m.26277,XP_012165590.1,2e-07
TRINITY_DN8849_c0_g2_i1|m.26277,XP_012165590.1,2e-06
TRINITY_DN8850_c0_g1_i1|m.26242,XP_012165295.1,0.0
TRINITY_DN8851_c0_g1_i1|m.26304,XP_003401237.1,7e-120
TRINITY_DN8852_c0_g1_i1|m.26347,XP_003394428.1,0.0
TRINITY_DN8854_c0_g1_i1|m.26298,XP_003395302.1,5e-125
TRINITY_DN8855_c0_g1_i1|m.26164,XP_012165044.1,3e-07
TRINITY_DN8855_c0_g1_i1|m.26163,XP_012165044.1,2e-35
TRINITY_DN8857_c0_g1_i1|m.26295,XP_003393175.1,1e-105
TRINITY_DN8860_c0_g1_i1|m.26195,XP_003400724.1,4e-108
TRINITY_DN8860_c0_g1_i1|m.26194,XP_003400724.1,7e-149
TRINITY_DN8861_c0_g1_i1|m.26196,XP_012166226.1,2e-108
TRINITY_DN8864_c0_g2_i1|m.26198,XP_012172558.1,4e-72
TRINITY_DN8867_c0_g3_i1|m.26296,XP_003401796.1,0.0
TRINITY_DN8867_c0_g4_i1|m.26297,XP_003401796.1,0.0
TRINITY_DN8869_c0_g1_i1|m.26353,XP_012165202.1,0.0
TRINITY_DN8870_c0_g1_i1|m.26331,XP_012171561.1,0.0
TRINITY_DN8870_c0_g2_i1|m.26333,XP_012171561.1,9e-121
TRINITY_DN8872_c0_g1_i1|m.26209,XP_012174297.1,0.0
TRINITY_DN8874_c0_g1_i1|m.26251,XP_003398723.1,6e-162
TRINITY_DN8874_c0_g2_i1|m.26253,XP_003398723.1,6e-162
TRINITY_DN8875_c0_g1_i1|m.26299,XP_003403264.1,1e-37
TRINITY_DN8876_c0_g1_i1|m.26232,XP_012165797.1,1e-67
TRINITY_DN8877_c0_g1_i1|m.26335,XP_003399052.1,0.0
TRINITY_DN8878_c0_g1_i1|m.26261,XP_012165219.1,0.0
